"GEO_ID","NAME","B01003_001M","B01003_001E",
"Geography","Geographic Area Name","Margin of Error!!Total","Estimate!!Total",
"1400000US13063040526","Census Tract 405.26, Clayton County, Georgia","633","5803",
"1400000US13063040606","Census Tract 406.06, Clayton County, Georgia","428","3020",
"1400000US13063040608","Census Tract 406.08, Clayton County, Georgia","667","10460",
"1400000US13063040609","Census Tract 406.09, Clayton County, Georgia","537","6279",
"1400000US13063040611","Census Tract 406.11, Clayton County, Georgia","742","6810",
"1400000US13063040612","Census Tract 406.12, Clayton County, Georgia","1143","9253",
"1400000US13063040613","Census Tract 406.13, Clayton County, Georgia","782","7927",
"1400000US13063040614","Census Tract 406.14, Clayton County, Georgia","329","4744",
"1400000US13063040615","Census Tract 406.15, Clayton County, Georgia","481","2222",
"1400000US13063040616","Census Tract 406.16, Clayton County, Georgia","757","8049",
"1400000US13063040617","Census Tract 406.17, Clayton County, Georgia","320","1552",
"1400000US13063040619","Census Tract 406.19, Clayton County, Georgia","335","2441",
"1400000US13063040620","Census Tract 406.20, Clayton County, Georgia","376","3054",
"1400000US13063040621","Census Tract 406.21, Clayton County, Georgia","689","8196",
"1400000US13063040622","Census Tract 406.22, Clayton County, Georgia","781","7445",
"1400000US13063980000","Census Tract 9800, Clayton County, Georgia","132","0",
"1400000US13065970100","Census Tract 9701, Clinch County, Georgia","259","5747",
"1400000US13065970200","Census Tract 9702, Clinch County, Georgia","259","1094",
"1400000US13067030101","Census Tract 301.01, Cobb County, Georgia","538","6756",
"1400000US13067030103","Census Tract 301.03, Cobb County, Georgia","493","8165",
"1400000US13067030104","Census Tract 301.04, Cobb County, Georgia","351","3232",
"1400000US13067030106","Census Tract 301.06, Cobb County, Georgia","550","6135",
"1400000US13067030107","Census Tract 301.07, Cobb County, Georgia","726","4672",
"1400000US13067030209","Census Tract 302.09, Cobb County, Georgia","401","6449",
"1400000US13067030214","Census Tract 302.14, Cobb County, Georgia","661","8426",
"1400000US13067030215","Census Tract 302.15, Cobb County, Georgia","604","8432",
"1400000US13067030218","Census Tract 302.18, Cobb County, Georgia","415","4774",
"1400000US13067030219","Census Tract 302.19, Cobb County, Georgia","450","9911",
"1400000US13067030220","Census Tract 302.20, Cobb County, Georgia","282","1580",
"1400000US13067030222","Census Tract 302.22, Cobb County, Georgia","504","6200",
"1400000US13067030223","Census Tract 302.23, Cobb County, Georgia","611","5798",
"1400000US13067030224","Census Tract 302.24, Cobb County, Georgia","563","6413",
"1400000US13067030226","Census Tract 302.26, Cobb County, Georgia","478","9048",
"1400000US13067030227","Census Tract 302.27, Cobb County, Georgia","662","6644",
"1400000US13067030228","Census Tract 302.28, Cobb County, Georgia","593","6620",
"1400000US13067030229","Census Tract 302.29, Cobb County, Georgia","493","3281",
"1400000US13067030230","Census Tract 302.30, Cobb County, Georgia","832","12132",
"1400000US13067030231","Census Tract 302.31, Cobb County, Georgia","372","7053",
"1400000US13067030232","Census Tract 302.32, Cobb County, Georgia","413","5670",
"1400000US13067030233","Census Tract 302.33, Cobb County, Georgia","347","4086",
"1400000US13067030234","Census Tract 302.34, Cobb County, Georgia","545","5370",
"1400000US13067030235","Census Tract 302.35, Cobb County, Georgia","302","4539",
"1400000US13067030236","Census Tract 302.36, Cobb County, Georgia","237","4485",
"1400000US13067030238","Census Tract 302.38, Cobb County, Georgia","354","6925",
"1400000US13067030239","Census Tract 302.39, Cobb County, Georgia","447","7888",
"1400000US13067030310","Census Tract 303.10, Cobb County, Georgia","630","8633",
"1400000US13067030311","Census Tract 303.11, Cobb County, Georgia","665","7031",
"1400000US13067030312","Census Tract 303.12, Cobb County, Georgia","442","6491",
"1400000US13067030313","Census Tract 303.13, Cobb County, Georgia","535","7473",
"1400000US13067030314","Census Tract 303.14, Cobb County, Georgia","426","8286",
"1400000US13067030318","Census Tract 303.18, Cobb County, Georgia","376","7588",
"1400000US13067030319","Census Tract 303.19, Cobb County, Georgia","304","4012",
"1400000US13067030320","Census Tract 303.20, Cobb County, Georgia","656","6812",
"1400000US13067030322","Census Tract 303.22, Cobb County, Georgia","259","3480",
"1400000US13067030324","Census Tract 303.24, Cobb County, Georgia","194","3478",
"1400000US13067030326","Census Tract 303.26, Cobb County, Georgia","398","4558",
"1400000US13067030327","Census Tract 303.27, Cobb County, Georgia","271","4034",
"1400000US13067030328","Census Tract 303.28, Cobb County, Georgia","348","6684",
"1400000US13067030329","Census Tract 303.29, Cobb County, Georgia","261","4759",
"1400000US13067030330","Census Tract 303.30, Cobb County, Georgia","401","5743",
"1400000US13067030331","Census Tract 303.31, Cobb County, Georgia","304","5996",
"1400000US13067030332","Census Tract 303.32, Cobb County, Georgia","251","3289",
"1400000US13067030333","Census Tract 303.33, Cobb County, Georgia","441","6145",
"1400000US13067030334","Census Tract 303.34, Cobb County, Georgia","219","3326",
"1400000US13067030335","Census Tract 303.35, Cobb County, Georgia","214","4993",
"1400000US13067030336","Census Tract 303.36, Cobb County, Georgia","420","7889",
"1400000US13067030337","Census Tract 303.37, Cobb County, Georgia","288","4608",
"1400000US13067030339","Census Tract 303.39, Cobb County, Georgia","488","4437",
"1400000US13067030340","Census Tract 303.40, Cobb County, Georgia","208","3724",
"1400000US13067030341","Census Tract 303.41, Cobb County, Georgia","297","4738",
"1400000US13067030342","Census Tract 303.42, Cobb County, Georgia","379","4528",
"1400000US13067030343","Census Tract 303.43, Cobb County, Georgia","206","4838",
"1400000US13067030344","Census Tract 303.44, Cobb County, Georgia","572","3773",
"1400000US13067030345","Census Tract 303.45, Cobb County, Georgia","472","4251",
"1400000US13067030405","Census Tract 304.05, Cobb County, Georgia","457","6036",
"1400000US13067030407","Census Tract 304.07, Cobb County, Georgia","388","4583",
"1400000US13067030408","Census Tract 304.08, Cobb County, Georgia","446","3005",
"1400000US13067030409","Census Tract 304.09, Cobb County, Georgia","276","3294",
"1400000US13067030410","Census Tract 304.10, Cobb County, Georgia","349","4929",
"1400000US13067030411","Census Tract 304.11, Cobb County, Georgia","659","3966",
"1400000US13067030412","Census Tract 304.12, Cobb County, Georgia","559","3540",
"1400000US13067030413","Census Tract 304.13, Cobb County, Georgia","685","5012",
"1400000US13067030414","Census Tract 304.14, Cobb County, Georgia","662","3001",
"1400000US13067030502","Census Tract 305.02, Cobb County, Georgia","436","6527",
"1400000US13067030504","Census Tract 305.04, Cobb County, Georgia","550","5765",
"1400000US13067030505","Census Tract 305.05, Cobb County, Georgia","844","6022",
"1400000US13067030506","Census Tract 305.06, Cobb County, Georgia","421","4055",
"1400000US13067030507","Census Tract 305.07, Cobb County, Georgia","384","4319",
"1400000US13067030601","Census Tract 306.01, Cobb County, Georgia","686","8739",
"1400000US13067030602","Census Tract 306.02, Cobb County, Georgia","598","6868",
"1400000US13067030700","Census Tract 307, Cobb County, Georgia","628","4484",
"1400000US13067030800","Census Tract 308, Cobb County, Georgia","545","4349",
"1400000US13067030901","Census Tract 309.01, Cobb County, Georgia","585","7494",
"1400000US13067030902","Census Tract 309.02, Cobb County, Georgia","677","6066",
"1400000US13067030904","Census Tract 309.04, Cobb County, Georgia","725","5552",
"1400000US13067030905","Census Tract 309.05, Cobb County, Georgia","617","7719",
"1400000US13067031001","Census Tract 310.01, Cobb County, Georgia","628","4432",
"1400000US13067031002","Census Tract 310.02, Cobb County, Georgia","806","7007",
"1400000US13067031004","Census Tract 310.04, Cobb County, Georgia","901","8151",
"1400000US13067031005","Census Tract 310.05, Cobb County, Georgia","521","5187",
"1400000US13067031101","Census Tract 311.01, Cobb County, Georgia","530","4512",
"1400000US13067031106","Census Tract 311.06, Cobb County, Georgia","776","7176",
"1400000US13067031108","Census Tract 311.08, Cobb County, Georgia","585","5751",
"1400000US13067031110","Census Tract 311.10, Cobb County, Georgia","568","3195",
"1400000US13067031111","Census Tract 311.11, Cobb County, Georgia","245","2769",
"1400000US13067031112","Census Tract 311.12, Cobb County, Georgia","505","4887",
"1400000US13067031113","Census Tract 311.13, Cobb County, Georgia","123","893",
"1400000US13067031114","Census Tract 311.14, Cobb County, Georgia","614","6586",
"1400000US13067031115","Census Tract 311.15, Cobb County, Georgia","713","4885",
"1400000US13067031116","Census Tract 311.16, Cobb County, Georgia","1055","6383",
"1400000US13067031117","Census Tract 311.17, Cobb County, Georgia","399","4894",
"1400000US13067031118","Census Tract 311.18, Cobb County, Georgia","550","5339",
"1400000US13067031205","Census Tract 312.05, Cobb County, Georgia","543","5161",
"1400000US13067031206","Census Tract 312.06, Cobb County, Georgia","547","7625",
"1400000US13067031207","Census Tract 312.07, Cobb County, Georgia","287","3044",
"1400000US13067031208","Census Tract 312.08, Cobb County, Georgia","526","5644",
"1400000US13067031209","Census Tract 312.09, Cobb County, Georgia","229","3360",
"1400000US13067031211","Census Tract 312.11, Cobb County, Georgia","523","3361",
"1400000US13067031212","Census Tract 312.12, Cobb County, Georgia","219","1977",
"1400000US13067031306","Census Tract 313.06, Cobb County, Georgia","379","3707",
"1400000US13067031307","Census Tract 313.07, Cobb County, Georgia","391","5728",
"1400000US13067031308","Census Tract 313.08, Cobb County, Georgia","503","4815",
"1400000US13067031309","Census Tract 313.09, Cobb County, Georgia","638","7876",
"1400000US13067031310","Census Tract 313.10, Cobb County, Georgia","663","6072",
"1400000US13067031311","Census Tract 313.11, Cobb County, Georgia","917","9518",
"1400000US13067031312","Census Tract 313.12, Cobb County, Georgia","582","7703",
"1400000US13067031313","Census Tract 313.13, Cobb County, Georgia","484","8737",
"1400000US13067031404","Census Tract 314.04, Cobb County, Georgia","640","5767",
"1400000US13067031405","Census Tract 314.05, Cobb County, Georgia","551","7925",
"1400000US13067031406","Census Tract 314.06, Cobb County, Georgia","554","6883",
"1400000US13067031408","Census Tract 314.08, Cobb County, Georgia","489","5967",
"1400000US13067031409","Census Tract 314.09, Cobb County, Georgia","519","5573",
"1400000US13067031503","Census Tract 315.03, Cobb County, Georgia","1064","8713",
"1400000US13067031505","Census Tract 315.05, Cobb County, Georgia","428","5956",
"1400000US13067031506","Census Tract 315.06, Cobb County, Georgia","660","5091",
"1400000US13067031507","Census Tract 315.07, Cobb County, Georgia","363","3440",
"1400000US13067031508","Census Tract 315.08, Cobb County, Georgia","459","4940",
"1400000US13067031509","Census Tract 315.09, Cobb County, Georgia","618","9166",
"1400000US13069010100","Census Tract 101, Coffee County, Georgia","390","3541",
"1400000US13069010200","Census Tract 102, Coffee County, Georgia","403","2918",
"1400000US13069010300","Census Tract 103, Coffee County, Georgia","404","4848",
"1400000US13069010400","Census Tract 104, Coffee County, Georgia","607","5293",
"1400000US13069010500","Census Tract 105, Coffee County, Georgia","496","4374",
"1400000US13069010600","Census Tract 106, Coffee County, Georgia","555","5494",
"1400000US13069010700","Census Tract 107, Coffee County, Georgia","637","5995",
"1400000US13069010801","Census Tract 108.01, Coffee County, Georgia","646","4799",
"1400000US13069010802","Census Tract 108.02, Coffee County, Georgia","571","4385",
"1400000US13071970100","Census Tract 9701, Colquitt County, Georgia","539","5127",
"1400000US13071970200","Census Tract 9702, Colquitt County, Georgia","343","2746",
"1400000US13071970300","Census Tract 9703, Colquitt County, Georgia","730","5533",
"1400000US13071970400","Census Tract 9704, Colquitt County, Georgia","491","3406",
"1400000US13071970500","Census Tract 9705, Colquitt County, Georgia","392","3051",
"1400000US13071970600","Census Tract 9706, Colquitt County, Georgia","778","6524",
"1400000US13071970701","Census Tract 9707.01, Colquitt County, Georgia","710","6485",
"1400000US13071970702","Census Tract 9707.02, Colquitt County, Georgia","380","2255",
"1400000US13071970800","Census Tract 9708, Colquitt County, Georgia","391","3209",
"1400000US13071970900","Census Tract 9709, Colquitt County, Georgia","786","6376",
"1400000US13073030102","Census Tract 301.02, Columbia County, Georgia","505","9121",
"1400000US13073030103","Census Tract 301.03, Columbia County, Georgia","235","3093",
"1400000US13073030105","Census Tract 301.05, Columbia County, Georgia","577","6146",
"1400000US13073030106","Census Tract 301.06, Columbia County, Georgia","399","3776",
"1400000US13073030201","Census Tract 302.01, Columbia County, Georgia","510","6240",
"1400000US13073030202","Census Tract 302.02, Columbia County, Georgia","280","3078",
"1400000US13073030203","Census Tract 302.03, Columbia County, Georgia","486","6236",
"1400000US13073030302","Census Tract 303.02, Columbia County, Georgia","852","9866",
"1400000US13073030304","Census Tract 303.04, Columbia County, Georgia","389","5390",
"1400000US13073030306","Census Tract 303.06, Columbia County, Georgia","431","3997",
"1400000US13073030307","Census Tract 303.07, Columbia County, Georgia","517","6470",
"1400000US13073030308","Census Tract 303.08, Columbia County, Georgia","651","7677",
"1400000US13073030309","Census Tract 303.09, Columbia County, Georgia","679","8217",
"1400000US13073030401","Census Tract 304.01, Columbia County, Georgia","390","2848",
"1400000US13073030402","Census Tract 304.02, Columbia County, Georgia","645","7198",
"1400000US13073030503","Census Tract 305.03, Columbia County, Georgia","593","6106",
"1400000US13073030504","Census Tract 305.04, Columbia County, Georgia","372","2973",
"1400000US13073030505","Census Tract 305.05, Columbia County, Georgia","506","4636",
"1400000US13073030506","Census Tract 305.06, Columbia County, Georgia","702","10564",
"1400000US13073030603","Census Tract 306.03, Columbia County, Georgia","448","4226",
"1400000US13075960100","Census Tract 9601, Cook County, Georgia","316","2067",
"1400000US13075960200","Census Tract 9602, Cook County, Georgia","428","3886",
"1400000US13075960300","Census Tract 9603, Cook County, Georgia","468","6467",
"1400000US13075960400","Census Tract 9604, Cook County, Georgia","478","4556",
"1400000US13077170100","Census Tract 1701, Coweta County, Georgia","463","6689",
"1400000US13077170200","Census Tract 1702, Coweta County, Georgia","737","7004",
"1400000US13077170303","Census Tract 1703.03, Coweta County, Georgia","366","5015",
"1400000US13077170304","Census Tract 1703.04, Coweta County, Georgia","382","6337",
"1400000US13077170305","Census Tract 1703.05, Coweta County, Georgia","610","8440",
"1400000US13077170306","Census Tract 1703.06, Coweta County, Georgia","495","7589",
"1400000US13077170402","Census Tract 1704.02, Coweta County, Georgia","436","8277",
"1400000US13077170403","Census Tract 1704.03, Coweta County, Georgia","270","3811",
"1400000US13077170404","Census Tract 1704.04, Coweta County, Georgia","393","5342",
"1400000US13077170405","Census Tract 1704.05, Coweta County, Georgia","453","7494",
"1400000US13077170406","Census Tract 1704.06, Coweta County, Georgia","257","3364",
"1400000US13077170501","Census Tract 1705.01, Coweta County, Georgia","588","6348",
"1400000US13077170502","Census Tract 1705.02, Coweta County, Georgia","361","5155",
"1400000US13077170503","Census Tract 1705.03, Coweta County, Georgia","419","5306",
"1400000US13077170601","Census Tract 1706.01, Coweta County, Georgia","666","6391",
"1400000US13077170602","Census Tract 1706.02, Coweta County, Georgia","483","7562",
"1400000US13077170603","Census Tract 1706.03, Coweta County, Georgia","330","4758",
"1400000US13077170700","Census Tract 1707, Coweta County, Georgia","713","6815",
"1400000US13077170801","Census Tract 1708.01, Coweta County, Georgia","526","5334",
"1400000US13077170802","Census Tract 1708.02, Coweta County, Georgia","394","4497",
"1400000US13079070100","Census Tract 701, Crawford County, Georgia","535","3379",
"1400000US13079070201","Census Tract 702.01, Crawford County, Georgia","664","6070",
"1400000US13079070202","Census Tract 702.02, Crawford County, Georgia","622","3372",
"1400000US13081010100","Census Tract 101, Crisp County, Georgia","344","4114",
"1400000US13081010201","Census Tract 102.01, Crisp County, Georgia","637","6089",
"1400000US13081010202","Census Tract 102.02, Crisp County, Georgia","492","2737",
"1400000US13081010300","Census Tract 103, Crisp County, Georgia","401","3785",
"1400000US13081010400","Census Tract 104, Crisp County, Georgia","544","4699",
"1400000US13081010500","Census Tract 105, Crisp County, Georgia","328","1758",
"1400000US13083040101","Census Tract 401.01, Dade County, Georgia","691","5390",
"1400000US13083040102","Census Tract 401.02, Dade County, Georgia","402","3319",
"1400000US13083040200","Census Tract 402, Dade County, Georgia","388","4425",
"1400000US13083040300","Census Tract 403, Dade County, Georgia","450","3461",
"1400000US13085970100","Census Tract 9701, Dawson County, Georgia","432","6817",
"1400000US13085970201","Census Tract 9702.01, Dawson County, Georgia","417","7042",
"1400000US13085970202","Census Tract 9702.02, Dawson County, Georgia","530","7899",
"1400000US13087970100","Census Tract 9701, Decatur County, Georgia","346","3514",
"1400000US13087970200","Census Tract 9702, Decatur County, Georgia","309","2767",
"1400000US13087970300","Census Tract 9703, Decatur County, Georgia","666","7560",
"1400000US13087970400","Census Tract 9704, Decatur County, Georgia","590","4025",
"1400000US13087970600","Census Tract 9706, Decatur County, Georgia","436","5655",
"1400000US13087970700","Census Tract 9707, Decatur County, Georgia","283","1731",
"1400000US13087970800","Census Tract 9708, Decatur County, Georgia","410","2668",
"1400000US13089020100","Census Tract 201, DeKalb County, Georgia","213","1735",
"1400000US13089020200","Census Tract 202, DeKalb County, Georgia","248","2023",
"1400000US13089020300","Census Tract 203, DeKalb County, Georgia","370","3822",
"1400000US13089020400","Census Tract 204, DeKalb County, Georgia","241","2570",
"1400000US13089020500","Census Tract 205, DeKalb County, Georgia","361","2654",
"1400000US13089020600","Census Tract 206, DeKalb County, Georgia","282","1762",
"1400000US13089020700","Census Tract 207, DeKalb County, Georgia","364","2033",
"1400000US13089020801","Census Tract 208.01, DeKalb County, Georgia","340","2807",
"1400000US13089020802","Census Tract 208.02, DeKalb County, Georgia","436","4014",
"1400000US13089020900","Census Tract 209, DeKalb County, Georgia","436","5575",
"1400000US13089021101","Census Tract 211.01, DeKalb County, Georgia","286","3349",
"1400000US13089021102","Census Tract 211.02, DeKalb County, Georgia","985","4777",
"1400000US13089021202","Census Tract 212.02, DeKalb County, Georgia","391","6120",
"1400000US13089021204","Census Tract 212.04, DeKalb County, Georgia","690","4287",
"1400000US13089021208","Census Tract 212.08, DeKalb County, Georgia","406","2924",
"1400000US13089021209","Census Tract 212.09, DeKalb County, Georgia","452","5053",
"1400000US13089021210","Census Tract 212.10, DeKalb County, Georgia","253","5760",
"1400000US13089021211","Census Tract 212.11, DeKalb County, Georgia","315","4839",
"1400000US13089021213","Census Tract 212.13, DeKalb County, Georgia","155","3391",
"1400000US13089021214","Census Tract 212.14, DeKalb County, Georgia","345","6365",
"1400000US13089021215","Census Tract 212.15, DeKalb County, Georgia","577","5062",
"1400000US13089021216","Census Tract 212.16, DeKalb County, Georgia","445","6794",
"1400000US13089021217","Census Tract 212.17, DeKalb County, Georgia","291","2528",
"1400000US13089021218","Census Tract 212.18, DeKalb County, Georgia","597","4602",
"1400000US13089021301","Census Tract 213.01, DeKalb County, Georgia","483","3091",
"1400000US13089021303","Census Tract 213.03, DeKalb County, Georgia","726","5959",
"1400000US13089021305","Census Tract 213.05, DeKalb County, Georgia","646","4780",
"1400000US13089021306","Census Tract 213.06, DeKalb County, Georgia","615","5009",
"1400000US13089021307","Census Tract 213.07, DeKalb County, Georgia","608","3900",
"1400000US13089021308","Census Tract 213.08, DeKalb County, Georgia","925","4571",
"1400000US13089021405","Census Tract 214.05, DeKalb County, Georgia","350","3553",
"1400000US13089021409","Census Tract 214.09, DeKalb County, Georgia","1170","3389",
"1400000US13089021410","Census Tract 214.10, DeKalb County, Georgia","1168","4329",
"1400000US13089021411","Census Tract 214.11, DeKalb County, Georgia","559","2811",
"1400000US13089021412","Census Tract 214.12, DeKalb County, Georgia","493","3425",
"1400000US13089021413","Census Tract 214.13, DeKalb County, Georgia","694","4652",
"1400000US13089021414","Census Tract 214.14, DeKalb County, Georgia","570","2608",
"1400000US13089021415","Census Tract 214.15, DeKalb County, Georgia","455","3487",
"1400000US13089021416","Census Tract 214.16, DeKalb County, Georgia","781","3087",
"1400000US13089021417","Census Tract 214.17, DeKalb County, Georgia","901","5831",
"1400000US13089021502","Census Tract 215.02, DeKalb County, Georgia","289","3912",
"1400000US13089021503","Census Tract 215.03, DeKalb County, Georgia","510","4017",
"1400000US13089021504","Census Tract 215.04, DeKalb County, Georgia","471","5610",
"1400000US13089021602","Census Tract 216.02, DeKalb County, Georgia","303","4196",
"1400000US13089021603","Census Tract 216.03, DeKalb County, Georgia","379","4821",
"1400000US13089021604","Census Tract 216.04, DeKalb County, Georgia","227","3059",
"1400000US13089021605","Census Tract 216.05, DeKalb County, Georgia","612","5215",
"1400000US13089021703","Census Tract 217.03, DeKalb County, Georgia","259","4687",
"1400000US13089021704","Census Tract 217.04, DeKalb County, Georgia","527","5636",
"1400000US13089021705","Census Tract 217.05, DeKalb County, Georgia","657","5196",
"1400000US13089021706","Census Tract 217.06, DeKalb County, Georgia","452","5646",
"1400000US13089021805","Census Tract 218.05, DeKalb County, Georgia","374","5792",
"1400000US13089021806","Census Tract 218.06, DeKalb County, Georgia","594","5406",
"1400000US13089021808","Census Tract 218.08, DeKalb County, Georgia","315","4924",
"1400000US13089021809","Census Tract 218.09, DeKalb County, Georgia","430","6493",
"1400000US13089021810","Census Tract 218.10, DeKalb County, Georgia","330","4817",
"1400000US13089021812","Census Tract 218.12, DeKalb County, Georgia","668","2793",
"1400000US13089021813","Census Tract 218.13, DeKalb County, Georgia","478","2408",
"1400000US13089021814","Census Tract 218.14, DeKalb County, Georgia","839","6975",
"1400000US13089021906","Census Tract 219.06, DeKalb County, Georgia","535","5358",
"1400000US13089021907","Census Tract 219.07, DeKalb County, Georgia","740","8594",
"1400000US13089021908","Census Tract 219.08, DeKalb County, Georgia","579","4871",
"1400000US13089021909","Census Tract 219.09, DeKalb County, Georgia","655","5557",
"1400000US13089021910","Census Tract 219.10, DeKalb County, Georgia","472","4733",
"1400000US13089021911","Census Tract 219.11, DeKalb County, Georgia","587","2788",
"1400000US13089021912","Census Tract 219.12, DeKalb County, Georgia","289","3404",
"1400000US13089021913","Census Tract 219.13, DeKalb County, Georgia","632","4095",
"1400000US13089022001","Census Tract 220.01, DeKalb County, Georgia","520","4208",
"1400000US13089022004","Census Tract 220.04, DeKalb County, Georgia","720","6050",
"1400000US13089022005","Census Tract 220.05, DeKalb County, Georgia","487","3690",
"1400000US13089022007","Census Tract 220.07, DeKalb County, Georgia","609","4001",
"1400000US13089022008","Census Tract 220.08, DeKalb County, Georgia","762","6704",
"1400000US13089022009","Census Tract 220.09, DeKalb County, Georgia","857","5688",
"1400000US13089022010","Census Tract 220.10, DeKalb County, Georgia","343","1783",
"1400000US13089022100","Census Tract 221, DeKalb County, Georgia","334","3858",
"1400000US13089022203","Census Tract 222.03, DeKalb County, Georgia","440","1946",
"1400000US13089022204","Census Tract 222.04, DeKalb County, Georgia","831","5492",
"1400000US13089022301","Census Tract 223.01, DeKalb County, Georgia","786","6038",
"1400000US13089022302","Census Tract 223.02, DeKalb County, Georgia","390","4396",
"1400000US13089022401","Census Tract 224.01, DeKalb County, Georgia","438","4509",
"1400000US13089022402","Census Tract 224.02, DeKalb County, Georgia","1093","5443",
"1400000US13089022403","Census Tract 224.03, DeKalb County, Georgia","348","4110",
"1400000US13089022500","Census Tract 225, DeKalb County, Georgia","401","5188",
"1400000US13089022600","Census Tract 226, DeKalb County, Georgia","306","5496",
"1400000US13089022700","Census Tract 227, DeKalb County, Georgia","308","3862",
"1400000US13089022800","Census Tract 228, DeKalb County, Georgia","404","4385",
"1400000US13089022900","Census Tract 229, DeKalb County, Georgia","489","3161",
"1400000US13089023000","Census Tract 230, DeKalb County, Georgia","182","1856",
"1400000US13089023101","Census Tract 231.01, DeKalb County, Georgia","396","4332",
"1400000US13089023102","Census Tract 231.02, DeKalb County, Georgia","364","3239",
"1400000US13089023107","Census Tract 231.07, DeKalb County, Georgia","645","4090",
"1400000US13089023108","Census Tract 231.08, DeKalb County, Georgia","577","4169",
"1400000US13089023111","Census Tract 231.11, DeKalb County, Georgia","240","1848",
"1400000US13089023112","Census Tract 231.12, DeKalb County, Georgia","563","4442",
"1400000US13089023113","Census Tract 231.13, DeKalb County, Georgia","587","4483",
"1400000US13089023114","Census Tract 231.14, DeKalb County, Georgia","312","2469",
"1400000US13089023115","Census Tract 231.15, DeKalb County, Georgia","184","3031",
"1400000US13089023204","Census Tract 232.04, DeKalb County, Georgia","875","6902",
"1400000US13089023206","Census Tract 232.06, DeKalb County, Georgia","819","8022",
"1400000US13089023208","Census Tract 232.08, DeKalb County, Georgia","576","5610",
"1400000US13089023209","Census Tract 232.09, DeKalb County, Georgia","530","5608",
"1400000US13089023210","Census Tract 232.10, DeKalb County, Georgia","587","6981",
"1400000US13089023211","Census Tract 232.11, DeKalb County, Georgia","389","3317",
"1400000US13089023212","Census Tract 232.12, DeKalb County, Georgia","419","3746",
"1400000US13089023213","Census Tract 232.13, DeKalb County, Georgia","647","4986",
"1400000US13089023214","Census Tract 232.14, DeKalb County, Georgia","517","4924",
"1400000US13089023303","Census Tract 233.03, DeKalb County, Georgia","660","5568",
"1400000US13089023306","Census Tract 233.06, DeKalb County, Georgia","784","7168",
"1400000US13089023309","Census Tract 233.09, DeKalb County, Georgia","766","9945",
"1400000US13089023310","Census Tract 233.10, DeKalb County, Georgia","875","8176",
"1400000US13089023311","Census Tract 233.11, DeKalb County, Georgia","419","4316",
"1400000US13089023312","Census Tract 233.12, DeKalb County, Georgia","858","10055",
"1400000US13089023313","Census Tract 233.13, DeKalb County, Georgia","484","4085",
"1400000US13089023314","Census Tract 233.14, DeKalb County, Georgia","798","6134",
"1400000US13089023315","Census Tract 233.15, DeKalb County, Georgia","479","5334",
"1400000US13089023316","Census Tract 233.16, DeKalb County, Georgia","617","8028",
"1400000US13089023410","Census Tract 234.10, DeKalb County, Georgia","388","3962",
"1400000US13089023411","Census Tract 234.11, DeKalb County, Georgia","472","3905",
"1400000US13089023412","Census Tract 234.12, DeKalb County, Georgia","578","5732",
"1400000US13089023413","Census Tract 234.13, DeKalb County, Georgia","359","3705",
"1400000US13089023414","Census Tract 234.14, DeKalb County, Georgia","701","6358",
"1400000US13089023416","Census Tract 234.16, DeKalb County, Georgia","559","6523",
"1400000US13089023418","Census Tract 234.18, DeKalb County, Georgia","1003","14476",
"1400000US13089023419","Census Tract 234.19, DeKalb County, Georgia","793","8774",
"1400000US13089023421","Census Tract 234.21, DeKalb County, Georgia","804","8278",
"1400000US13089023422","Census Tract 234.22, DeKalb County, Georgia","594","5225",
"1400000US13089023423","Census Tract 234.23, DeKalb County, Georgia","786","8310",
"1400000US13089023424","Census Tract 234.24, DeKalb County, Georgia","471","5327",
"1400000US13089023425","Census Tract 234.25, DeKalb County, Georgia","618","5823",
"1400000US13089023426","Census Tract 234.26, DeKalb County, Georgia","531","4100",
"1400000US13089023427","Census Tract 234.27, DeKalb County, Georgia","341","2766",
"1400000US13089023428","Census Tract 234.28, DeKalb County, Georgia","825","9532",
"1400000US13089023501","Census Tract 235.01, DeKalb County, Georgia","680","4018",
"1400000US13089023504","Census Tract 235.04, DeKalb County, Georgia","459","3745",
"1400000US13089023505","Census Tract 235.05, DeKalb County, Georgia","432","2567",
"1400000US13089023506","Census Tract 235.06, DeKalb County, Georgia","848","6340",
"1400000US13089023507","Census Tract 235.07, DeKalb County, Georgia","484","5063",
"1400000US13089023601","Census Tract 236.01, DeKalb County, Georgia","428","2650",
"1400000US13089023602","Census Tract 236.02, DeKalb County, Georgia","428","1937",
"1400000US13089023603","Census Tract 236.03, DeKalb County, Georgia","417","3078",
"1400000US13089023700","Census Tract 237, DeKalb County, Georgia","671","5505",
"1400000US13089023801","Census Tract 238.01, DeKalb County, Georgia","508","4044",
"1400000US13089023802","Census Tract 238.02, DeKalb County, Georgia","485","4793",
"1400000US13089023803","Census Tract 238.03, DeKalb County, Georgia","594","5632",
"1400000US13089980000","Census Tract 9800, DeKalb County, Georgia","132","0",
"1400000US13091960100","Census Tract 9601, Dodge County, Georgia","359","3609",
"1400000US13091960200","Census Tract 9602, Dodge County, Georgia","578","3745",
"1400000US13091960300","Census Tract 9603, Dodge County, Georgia","827","5617",
"1400000US13091960400","Census Tract 9604, Dodge County, Georgia","990","4615",
"1400000US13091960500","Census Tract 9605, Dodge County, Georgia","337","1752",
