"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0400000US13","Georgia","10099320","*****",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","3144","352",
"1400000US13001950200","Census Tract 9502, Appling County, Georgia","4622","484",
"1400000US13001950300","Census Tract 9503, Appling County, Georgia","4983","453",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","1617","238",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","4044","433",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","2176","261",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","4666","286",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","1426","208",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","2891","349",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","4227","334",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","4133","354",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","2172","167",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","1078","167",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","5202","592",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","6277","554",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","6399","599",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","4929","522",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","6409","640",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","3589","412",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","2837","367",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","2398","404",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","7768","715",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","5271","379",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","4799","359",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","4299","383",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","3967","463",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","4697","516",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","2032","255",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","2907","291",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2773","323",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","3904","347",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2825","320",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","3743","486",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","3020","310",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","4397","402",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","2864","320",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","2268","233",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","5434","459",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","4871","431",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","5724","388",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","6546","634",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","5548","443",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","4827","478",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","4960","482",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1573","136",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","10073","774",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","11342","859",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","6714","574",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","10043","918",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","8758","705",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","8056","839",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","9131","770",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","7657","730",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","3327","434",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","2998","382",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","5417","400",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","3206","360",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","6351","562",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","7296","622",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","2574","331",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1555","194",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","3563","465",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","3812","411",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","5901","557",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1871","188",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","3905","332",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","3181","383",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","2886","342",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","3484","374",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","3659","288",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","1499","281",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","2017","317",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","786","170",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","2180","386",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","3598","374",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1475","208",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","4369","617",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","1986","263",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","1312","279",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","2556","208",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","4197","488",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","3507","347",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1804","349",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","4459","460",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","2166","310",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","5098","634",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","2461","298",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","2659","458",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","4658","497",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","2925","481",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","4483","515",
"1400000US13021012700","Census Tract 127, Bibb County, Georgia","2168","331",
"1400000US13021012800","Census Tract 128, Bibb County, Georgia","3637","630",
"1400000US13021012900","Census Tract 129, Bibb County, Georgia","1716","267",
"1400000US13021013101","Census Tract 131.01, Bibb County, Georgia","5180","626",
"1400000US13021013102","Census Tract 131.02, Bibb County, Georgia","4162","718",
"1400000US13021013201","Census Tract 132.01, Bibb County, Georgia","6135","962",
"1400000US13021013202","Census Tract 132.02, Bibb County, Georgia","3091","539",
"1400000US13021013302","Census Tract 133.02, Bibb County, Georgia","4267","554",
"1400000US13021013407","Census Tract 134.07, Bibb County, Georgia","5651","647",
"1400000US13021013408","Census Tract 134.08, Bibb County, Georgia","4268","284",
"1400000US13021013409","Census Tract 134.09, Bibb County, Georgia","4178","416",
