"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0400000US13","Georgia","10201635","*****",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","2830","357",
"1400000US13001950200","Census Tract 9502, Appling County, Georgia","4545","531",
"1400000US13001950300","Census Tract 9503, Appling County, Georgia","5797","502",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","1577","226",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","3722","463",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","2106","255",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","4744","276",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","1463","213",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","3159","352",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","4185","342",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","3935","365",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","2116","154",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","1135","154",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","5469","587",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","6599","706",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","6093","568",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","4579","558",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","6569","640",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","3446","475",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","2666","444",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","2184","379",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","7922","647",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","5494","389",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","4673","401",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","4590","345",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","3606","408",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","5152","544",
