"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0400000US13","Georgia","10297484","*****",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","3011","408",
"1400000US13001950200","Census Tract 9502, Appling County, Georgia","4301","507",
"1400000US13001950300","Census Tract 9503, Appling County, Georgia","5609","467",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","1669","240",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","3864","425",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","2075","282",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","4622","303",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","1568","250",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","2870","349",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","4269","381",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","4089","426",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","1991","181",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","1198","181",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","5870","699",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","6763","848",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","6151","682",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","4482","529",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","6385","761",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","3662","478",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","2515","415",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","2341","394",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","7117","683",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","5453","359",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","4730","403",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","4651","364",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","3676","399",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","5395","477",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1906","244",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","2785","228",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2689","264",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","4061","290",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2889","256",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","3519","427",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","2933","296",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","4404","334",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","2905","283",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","2332","193",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","5905","457",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","5845","456",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","5937","408",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","6689","646",
