"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0400000US13","Georgia","10822590","*****",
"1400000US13001950100","Census Tract 9501; Appling County; Georgia","3317","618",
"1400000US13001950201","Census Tract 9502.01; Appling County; Georgia","2382","480",
"1400000US13001950202","Census Tract 9502.02; Appling County; Georgia","2418","424",
"1400000US13001950301","Census Tract 9503.01; Appling County; Georgia","2938","468",
"1400000US13001950302","Census Tract 9503.02; Appling County; Georgia","1811","409",
"1400000US13001950400","Census Tract 9504; Appling County; Georgia","1754","407",
"1400000US13001950500","Census Tract 9505; Appling County; Georgia","3806","463",
"1400000US13003960100","Census Tract 9601; Atkinson County; Georgia","2047","354",
"1400000US13003960200","Census Tract 9602; Atkinson County; Georgia","4748","452",
"1400000US13003960300","Census Tract 9603; Atkinson County; Georgia","1466","307",
"1400000US13005970100","Census Tract 9701; Bacon County; Georgia","2453","457",
"1400000US13005970201","Census Tract 9702.01; Bacon County; Georgia","4472","439",
"1400000US13005970202","Census Tract 9702.02; Bacon County; Georgia","4204","532",
"1400000US13007960100","Census Tract 9601; Baker County; Georgia","1835","207",
"1400000US13007960200","Census Tract 9602; Baker County; Georgia","995","207",
"1400000US13009970101","Census Tract 9701.01; Baldwin County; Georgia","2439","444",
"1400000US13009970102","Census Tract 9701.02; Baldwin County; Georgia","2950","519",
"1400000US13009970201","Census Tract 9702.01; Baldwin County; Georgia","3292","668",
"1400000US13009970202","Census Tract 9702.02; Baldwin County; Georgia","3026","429",
"1400000US13009970301","Census Tract 9703.01; Baldwin County; Georgia","2659","376",
"1400000US13009970302","Census Tract 9703.02; Baldwin County; Georgia","3341","626",
"1400000US13009970400","Census Tract 9704; Baldwin County; Georgia","3395","584",
"1400000US13009970501","Census Tract 9705.01; Baldwin County; Georgia","4282","623",
"1400000US13009970502","Census Tract 9705.02; Baldwin County; Georgia","2880","417",
"1400000US13009970600","Census Tract 9706; Baldwin County; Georgia","3481","576",
