"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","5202","592","3285","421","1674","407","0","18","11","17","0","18","177","200","55","52","0","18","55","52",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","6277","554","3728","427","2361","508","0","18","88","107","61","103","28","50","11","17","0","18","11","17",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","6399","599","3292","516","2500","464","81","57","327","168","0","18","147","193","52","55","0","18","52","55",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","4929","522","2642","416","2065","323","2","4","127","97","0","13","0","13","93","84","93","84","0","13",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","6409","640","4025","542","2133","459","0","18","120","132","0","18","21","39","110","104","0","18","110","104",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","3589","412","1195","237","2250","302","7","14","0","13","0","13","0","13","137","143","0","13","137","143",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","2837","367","1080","248","1658","307","7","13","11","16","0","13","8","13","73","68","6","11","67","67",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","2398","404","986","260","1366","298","0","13","18","25","0","13","4","7","24","31","24","31","0","13",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","7768","715","4641","731","3080","549","14","19","0","18","0","18","15","24","18","21","0","18","18","21",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","5271","379","5087","391","43","45","0","18","28","58","0","18","52","63","61","73","31","44","30","33",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","4799","359","4324","354","173","130","16","23","186","102","0","13","27","31","73","62","19","32","54","54",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","4299","383","4087","376","145","132","0","13","20","41","0","13","0","13","47","41","0","13","47","41",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","3967","463","3649","444","88","74","43","63","0","13","0","13","84","112","103","110","0","13","103","110",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","4697","516","4107","464","99","106","0","13","281","192","0","13","188","173","22","27","0","13","22","27",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","2032","255","1579","196","250","133","0","13","0","13","0","13","74","111","129","82","0","13","129","82",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","2907","291","2132","271","243","199","145","218","335","174","0","13","0","13","52","51","11","16","41","50",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2773","323","2255","321","316","239","0","13","18","28","0","13","19","28","165","125","14","32","151","133",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","3904","347","3313","325","85","97","0","13","294","93","0","13","125","137","87","68","27","42","60","51",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2825","320","2525","313","158","127","15","23","54","52","0","13","21","27","52","53","6","11","46","52",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","3743","486","2412","380","811","202","0","13","156","149","0","13","315","287","49","50","0","13","49","50",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","3020","310","1721","295","980","217","56","71","106","89","0","13","59","43","98","85","31","39","67","77",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","4397","402","3193","413","881","194","9","15","129","102","0","13","16","19","169","117","19","31","150","111",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","2864","320","2604","283","39","45","0","13","0","13","0","13","152","135","69","84","17","27","52","79",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","2268","233","2116","235","74","67","0","13","42","49","0","13","18","23","18","21","0","13","18","21",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","5434","459","5175","500","25","44","0","18","35","42","0","18","24","40","175","144","47","77","128","127",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","4871","431","4213","501","330","249","0","13","244","214","0","13","0","13","84","74","0","13","84","74",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","5724","388","4885","407","415","152","0","18","219","209","0","18","170","203","35","33","0","18","35","33",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","6546","634","4518","525","1677","493","0","18","85","97","0","18","203","174","63","41","0","18","63","41",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","5548","443","4098","427","878","205","0","18","124","97","0","18","321","258","127","77","30","38","97","64",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","4827","478","4075","423","294","109","0","13","146","132","0","13","109","102","203","103","39","47","164","89",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","4960","482","3654","339","711","228","0","13","290","219","0","13","239","293","66","84","31","41","35","46",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1573","136","1573","136","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","10073","774","9453","760","452","273","0","20","22","30","0","20","35","41","111","91","0","20","111","91",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","11342","859","9921","969","1247","594","86","129","0","20","0","20","0","20","88","83","46","73","42","45",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","6714","574","5967","572","329","103","0","18","116","148","0","18","300","368","2","3","2","3","0","18",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","10043","918","7583","901","1831","387","0","20","186","195","0","20","387","446","56","53","18","28","38","45",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","8758","705","6928","678","1240","342","10","19","0","18","0","18","375","380","205","159","14","23","191","158",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","8056","839","6144","796","1389","403","176","132","0","18","0","18","233","347","114","140","0","18","114","140",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","9131","770","6971","682","1821","528","0","18","0","18","0","18","262","340","77","74","0","18","77","74",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","7657","730","5193","739","1533","517","44","71","148","144","0","18","479","478","260","261","200","266","60","83",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","3327","434","2938","442","168","77","13","26","66","115","0","13","110","155","32","50","0","13","32","50",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","2998","382","2574","400","21","30","42","82","0","13","0","13","361","317","0","13","0","13","0","13",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","5417","400","4671","386","101","50","34","54","270","233","0","18","236","179","105","95","0","18","105","95",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","3206","360","3078","386","19","29","0","13","0","13","0","13","98","81","11","18","11","18","0","13",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","6351","562","5359","532","601","164","131","103","40","65","0","18","174","218","46","55","0","18","46","55",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","7296","622","6657","615","411","151","0","18","0","18","0","18","137","211","91","86","0","18","91","86",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","2574","331","2210","306","352","149","0","13","0","13","0","13","12","22","0","13","0","13","0","13",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1555","194","1236","172","279","126","0","13","0","13","5","8","17","30","18","18","6","12","12","14",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","3563","465","2248","348","1276","373","0","13","17","28","0","13","0","13","22","31","0","13","22","31",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","3812","411","1414","318","1952","393","0","13","0","13","0","13","293","153","153","161","153","161","0","13",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","5901","557","3319","429","2410","356","0","18","0","18","0","18","88","103","84","87","20","35","64","76",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1871","188","1341","189","459","148","9","14","0","13","0","13","54","73","8","11","0","13","8","11",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","3905","332","3310","405","458","255","8","13","0","13","0","13","78","70","51","47","30","37","21","30",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","3181","383","2870","355","93","59","18","24","19","30","0","13","45","53","136","113","131","113","5","13",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","2886","342","2298","288","530","187","58","75","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","3484","374","3028","353","289","114","0","13","9","18","0","13","11","20","147","139","0","13","147","139",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","3659","288","3153","326","294","133","0","13","142","67","0","13","2","5","68","59","0","13","68","59",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","1499","281","38","23","1443","287","0","13","0","13","0","13","0","13","18","17","3","5","15","16",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","2017","317","1285","196","732","213","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","786","170","52","37","734","171","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","2180","386","76","55","2002","348","18","28","0","13","0","13","0","13","84","109","0","13","84","109",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","3598","374","1355","293","2045","208","0","13","127","53","0","13","0","13","71","40","0","13","71","40",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1475","208","1120","206","302","134","10","17","43","54","0","13","0","13","0","13","0","13","0","13",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","4369","617","1495","461","2683","408","0","13","6","13","0","13","89","131","96","113","62","99","34","52",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","1986","263","60","39","1919","266","7","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","1312","279","45","35","1214","283","0","13","0","13","0","13","0","13","53","71","0","13","53","71",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","2556","208","443","197","2079","248","0","13","0","13","0","13","0","13","34","38","0","13","34","38",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","4197","488","285","111","3823","497","0","13","0","13","0","13","0","13","89","94","0","13","89","94",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","3507","347","2266","232","1077","328","0","13","21","23","0","13","0","13","143","107","0","13","143","107",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1804","349","883","239","897","353","0","13","24","34","0","13","0","13","0","13","0","13","0","13",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","4459","460","3484","312","837","404","0","13","93","99","19","32","0","13","26","37","0","13","26","37",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","2166","310","1280","128","646","252","0","13","149","87","0","13","0","13","91","77","0","13","91","77",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","5098","634","3343","461","1448","393","0","18","204","202","0","18","0","18","103","103","0","18","103","103",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","2461","298","670","180","1718","245","11","18","5","8","18","30","0","13","39","52","33","53","6","9",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","2659","458","295","67","2271","459","0","13","0","13","0","13","0","13","93","110","0","13","93","110",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","4658","497","244","144","4389","498","0","13","0","13","0","13","0","13","25","28","0","13","25","28",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","2925","481","257","114","2600","470","0","13","24","28","0","13","18","26","26","38","0","13","26","38",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","4483","515","445","163","3909","524","0","13","79","93","0","13","0","13","50","80","0","13","50","80",
"1400000US13021012700","Census Tract 127, Bibb County, Georgia","2168","331","112","75","1883","363","14","22","16","24","0","13","0","13","143","173","0","13","143","173",
"1400000US13021012800","Census Tract 128, Bibb County, Georgia","3637","630","478","216","3114","625","0","13","9","13","0","13","0","13","36","53","0","13","36","53",
"1400000US13021012900","Census Tract 129, Bibb County, Georgia","1716","267","504","113","1152","235","0","13","0","13","0","13","0","13","60","82","55","82","5","9",
"1400000US13021013101","Census Tract 131.01, Bibb County, Georgia","5180","626","1369","308","3597","544","0","18","11","16","0","18","25","44","178","192","0","18","178","192",
"1400000US13021013102","Census Tract 131.02, Bibb County, Georgia","4162","718","324","120","3779","717","23","35","36","67","0","13","0","13","0","13","0","13","0","13",
"1400000US13021013201","Census Tract 132.01, Bibb County, Georgia","6135","962","853","273","5138","947","0","18","63","73","0","18","0","18","81","91","0","18","81","91",
"1400000US13021013202","Census Tract 132.02, Bibb County, Georgia","3091","539","516","233","2424","488","0","13","0","13","0","13","136","174","15","38","0","13","15","38",
"1400000US13021013302","Census Tract 133.02, Bibb County, Georgia","4267","554","1025","176","3169","546","0","13","0","13","0","13","0","13","73","67","0","13","73","67",
"1400000US13021013407","Census Tract 134.07, Bibb County, Georgia","5651","647","2825","409","2245","496","0","18","491","361","34","52","0","18","56","51","19","24","37","45",
"1400000US13021013408","Census Tract 134.08, Bibb County, Georgia","4268","284","3308","267","736","235","0","13","150","100","0","13","0","13","74","71","0","13","74","71",
"1400000US13021013409","Census Tract 134.09, Bibb County, Georgia","4178","416","2073","317","1311","332","20","32","489","295","0","13","220","252","65","79","0","13","65","79",
"1400000US13021013410","Census Tract 134.10, Bibb County, Georgia","5477","356","4656","324","747","176","36","58","33","52","0","18","0","18","5","9","0","18","5","9",
"1400000US13021013411","Census Tract 134.11, Bibb County, Georgia","3996","446","2790","383","987","282","0","13","159","114","0","13","42","53","18","30","0","13","18","30",
"1400000US13021013502","Census Tract 135.02, Bibb County, Georgia","1592","272","1376","269","206","168","0","13","0","13","0","13","2","4","8","12","0","13","8","12",
"1400000US13021013503","Census Tract 135.03, Bibb County, Georgia","2489","342","1532","320","703","198","0","13","75","78","0","13","156","139","23","38","0","13","23","38",
"1400000US13021013504","Census Tract 135.04, Bibb County, Georgia","8396","598","6175","433","1807","393","36","55","142","153","0","18","59","70","177","136","0","18","177","136",
"1400000US13021013603","Census Tract 136.03, Bibb County, Georgia","4505","601","3246","446","1102","370","0","13","131","183","0","13","0","13","26","22","0","13","26","22",
"1400000US13021013604","Census Tract 136.04, Bibb County, Georgia","5096","594","3023","439","1847","327","0","18","0","18","0","18","64","99","162","130","0","18","162","130",
"1400000US13021013605","Census Tract 136.05, Bibb County, Georgia","4906","635","2866","432","1917","480","0","13","101","104","0","13","0","13","22","35","0","13","22","35",
"1400000US13021013606","Census Tract 136.06, Bibb County, Georgia","6227","581","4242","420","1847","402","0","18","138","130","0","18","0","18","0","18","0","18","0","18",
"1400000US13021013700","Census Tract 137, Bibb County, Georgia","2934","305","1112","230","1777","250","0","13","22","21","0","13","8","13","15","22","0","13","15","22",
"1400000US13021013800","Census Tract 138, Bibb County, Georgia","2054","274","42","23","1883","282","0","13","5","7","0","13","18","27","106","100","30","43","76","92",
"1400000US13021013900","Census Tract 139, Bibb County, Georgia","1874","289","879","195","953","233","21","32","0","13","0","13","0","13","21","32","0","13","21","32",
"1400000US13023790100","Census Tract 7901, Bleckley County, Georgia","4642","321","4041","302","593","211","0","13","0","13","0","13","8","18","0","13","0","13","0","13",
"1400000US13023790200","Census Tract 7902, Bleckley County, Georgia","2664","304","1089","227","1340","203","0","13","0","13","0","13","140","134","95","101","95","101","0","13",
"1400000US13023790300","Census Tract 7903, Bleckley County, Georgia","5529","359","3784","351","1630","200","9","15","16","17","0","18","14","20","76","72","0","18","76","72",
"1400000US13025960100","Census Tract 9601, Brantley County, Georgia","6938","679","6578","627","44","32","11","22","110","175","29","43","0","18","166","157","0","18","166","157",
"1400000US13025960200","Census Tract 9602, Brantley County, Georgia","6120","630","5679","605","270","121","0","18","122","143","7","13","13","20","29","38","0","18","29","38",
"1400000US13025960300","Census Tract 9603, Brantley County, Georgia","5345","517","5133","501","212","203","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"1400000US13027960200","Census Tract 9602, Brooks County, Georgia","1512","201","990","142","225","100","8","12","12","27","0","13","267","165","10","12","0","13","10","12",
"1400000US13027960300","Census Tract 9603, Brooks County, Georgia","5590","353","4135","300","1340","248","6","8","27","61","8","12","11","18","63","67","40","58","23","34",
"1400000US13027960400","Census Tract 9604, Brooks County, Georgia","3373","273","1717","231","1605","200","0","13","0","13","0","13","13","21","38","38","0","13","38","38",
"1400000US13027960500","Census Tract 9605, Brooks County, Georgia","2840","288","860","170","1854","209","0","13","90","77","0","13","26","36","10","17","0","13","10","17",
"1400000US13027960600","Census Tract 9606, Brooks County, Georgia","2330","325","1653","275","587","131","0","13","0","13","0","13","54","78","36","41","0","13","36","41",
"1400000US13029920101","Census Tract 9201.01, Bryan County, Georgia","5270","480","4524","460","579","140","36","45","7","14","0","18","20","33","104","83","0","18","104","83",
"1400000US13029920102","Census Tract 9201.02, Bryan County, Georgia","4929","520","3461","416","1099","222","25","26","43","57","0","13","77","118","224","141","46","61","178","108",
"1400000US13029920301","Census Tract 9203.01, Bryan County, Georgia","2012","186","1609","190","245","122","8","15","33","34","0","13","49","64","68","59","17","24","51","51",
"1400000US13029920303","Census Tract 9203.03, Bryan County, Georgia","6335","529","4452","562","1436","349","80","56","86","68","0","18","91","82","190","94","40","43","150","107",
"1400000US13029920305","Census Tract 9203.05, Bryan County, Georgia","4448","317","3653","346","533","105","0","13","97","84","0","13","83","118","82","75","0","13","82","75",
"1400000US13029920306","Census Tract 9203.06, Bryan County, Georgia","11110","672","9037","692","1291","385","42","40","349","147","0","20","31","48","360","238","32","50","328","236",
"1400000US13029980000","Census Tract 9800, Bryan County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13031110100","Census Tract 1101, Bulloch County, Georgia","3701","379","2534","379","1009","295","27","31","19","23","0","13","4","9","108","92","0","13","108","92",
"1400000US13031110200","Census Tract 1102, Bulloch County, Georgia","8061","617","4314","417","3285","585","0","18","66","84","0","18","83","67","313","268","109","143","204","238",
"1400000US13031110300","Census Tract 1103, Bulloch County, Georgia","7838","610","5704","551","1557","487","111","116","172","138","0","18","68","63","226","219","0","18","226","219",
"1400000US13031110401","Census Tract 1104.01, Bulloch County, Georgia","3328","364","1265","223","1910","317","0","13","24","31","0","13","57","69","72","60","0","13","72","60",
"1400000US13031110403","Census Tract 1104.03, Bulloch County, Georgia","7386","668","4135","621","2699","494","0","18","173","81","0","18","261","269","118","102","0","18","118","102",
"1400000US13031110404","Census Tract 1104.04, Bulloch County, Georgia","7540","943","4007","678","3104","506","0","18","119","87","0","18","83","68","227","113","38","42","189","114",
"1400000US13031110500","Census Tract 1105, Bulloch County, Georgia","4573","376","3379","372","786","249","0","13","175","147","23","34","65","63","145","116","95","103","50","64",
"1400000US13031110601","Census Tract 1106.01, Bulloch County, Georgia","7001","535","4449","419","2348","472","14","24","80","78","0","18","28","47","82","82","0","18","82","82",
"1400000US13031110602","Census Tract 1106.02, Bulloch County, Georgia","4092","399","2439","348","1465","304","30","46","45","36","0","13","58","92","55","53","0","13","55","53",
"1400000US13031110700","Census Tract 1107, Bulloch County, Georgia","10147","832","8160","582","1181","597","20","34","201","126","0","20","309","281","276","154","4","8","272","154",
"1400000US13031110800","Census Tract 1108, Bulloch County, Georgia","2493","358","1715","238","766","243","0","13","12","19","0","13","0","13","0","13","0","13","0","13",
"1400000US13031110900","Census Tract 1109, Bulloch County, Georgia","6981","743","6198","675","752","411","0","18","0","18","0","18","15","25","16","25","0","18","16","25",
"1400000US13033950100","Census Tract 9501, Burke County, Georgia","5331","511","3080","440","2050","551","0","18","0","18","0","18","201","177","0","18","0","18","0","18",
"1400000US13033950200","Census Tract 9502, Burke County, Georgia","2519","355","2023","324","475","144","0","13","6","11","0","13","1","2","14","26","14","26","0","13",
"1400000US13033950400","Census Tract 9504, Burke County, Georgia","4837","459","918","251","3900","430","0","13","0","13","0","13","0","13","19","21","0","13","19","21",
"1400000US13033950500","Census Tract 9505, Burke County, Georgia","5565","483","2725","365","2595","413","0","18","20","25","0","18","163","173","62","56","14","23","48","50",
"1400000US13033950700","Census Tract 9507, Burke County, Georgia","2887","372","1377","266","1455","388","0","13","34","36","0","13","0","13","21","23","0","13","21","23",
"1400000US13033950900","Census Tract 9509, Burke County, Georgia","1699","213","838","151","763","182","8","14","0","13","0","13","64","59","26","19","8","7","18","18",
"1400000US13035150100","Census Tract 1501, Butts County, Georgia","7943","484","7150","475","716","174","6","9","14","24","18","33","0","18","39","49","25","44","14","18",
"1400000US13035150200","Census Tract 1502, Butts County, Georgia","7876","481","4483","530","3106","358","0","18","112","41","0","18","105","132","70","78","0","18","70","78",
"1400000US13035150300","Census Tract 1503, Butts County, Georgia","7660","415","4640","319","2823","362","8","15","8","15","0","18","101","84","80","72","7","10","73","71",
"1400000US13037950100","Census Tract 9501, Calhoun County, Georgia","3381","313","1259","169","1951","248","1","2","0","13","0","13","111","38","59","65","0","13","59","65",
"1400000US13037950200","Census Tract 9502, Calhoun County, Georgia","3062","313","933","143","1913","282","0","13","51","57","0","13","93","92","72","79","0","13","72","79",
"1400000US13039010100","Census Tract 101, Camden County, Georgia","2636","299","2104","285","487","161","0","13","0","13","0","13","23","36","22","26","13","22","9","17",
"1400000US13039010200","Census Tract 102, Camden County, Georgia","5265","479","3583","403","1388","315","24","24","67","50","0","18","30","35","173","125","85","85","88","91",
"1400000US13039010301","Census Tract 103.01, Camden County, Georgia","8271","671","6131","564","1630","439","11","13","75","55","12","18","28","36","384","174","35","45","349","165",
"1400000US13039010302","Census Tract 103.02, Camden County, Georgia","4529","487","2923","370","1230","288","9","11","47","70","22","27","5","11","293","197","0","13","293","197",
"1400000US13039010401","Census Tract 104.01, Camden County, Georgia","11853","712","8517","533","2137","523","79","48","296","121","16","26","542","349","266","128","50","62","216","111",
"1400000US13039010402","Census Tract 104.02, Camden County, Georgia","5439","444","4616","475","413","179","29","31","71","47","0","18","43","49","267","152","0","18","267","152",
"1400000US13039010403","Census Tract 104.03, Camden County, Georgia","3916","287","3136","298","562","241","0","13","47","40","0","13","0","13","171","134","0","13","171","134",
"1400000US13039010500","Census Tract 105, Camden County, Georgia","3181","379","2801","326","199","139","8","11","15","19","7","11","11","18","140","75","22","31","118","65",
"1400000US13039010601","Census Tract 106.01, Camden County, Georgia","5877","534","4054","462","1400","222","87","102","55","41","0","18","0","18","281","169","0","18","281","169",
"1400000US13039010602","Census Tract 106.02, Camden County, Georgia","1125","188","950","204","50","41","39","43","13","15","0","13","1","3","72","65","0","13","72","65",
"1400000US13039990000","Census Tract 9900, Camden County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13043950100","Census Tract 9501, Candler County, Georgia","4747","329","2811","322","1642","183","47","61","88","113","0","13","109","111","50","56","0","13","50","56",
"1400000US13043950200","Census Tract 9502, Candler County, Georgia","3843","327","3009","364","588","190","0","13","66","30","0","13","157","107","23","32","0","13","23","32",
"1400000US13043950300","Census Tract 9503, Candler County, Georgia","2372","250","1588","209","401","110","19","19","103","98","0","13","235","129","26","28","3","5","23","28",
"1400000US13045910101","Census Tract 9101.01, Carroll County, Georgia","6224","495","3783","553","1838","455","0","18","105","101","0","18","138","148","360","233","0","18","360","233",
"1400000US13045910103","Census Tract 9101.03, Carroll County, Georgia","4824","361","3715","365","725","158","0","13","53","59","17","26","43","59","271","208","0","13","271","208",
"1400000US13045910104","Census Tract 9101.04, Carroll County, Georgia","10068","865","7453","725","2174","558","6","37","34","43","0","20","246","192","155","131","60","79","95","98",
"1400000US13045910200","Census Tract 9102, Carroll County, Georgia","11669","1080","10010","1010","1590","325","0","20","0","20","0","20","0","20","69","79","34","58","35","60",
"1400000US13045910300","Census Tract 9103, Carroll County, Georgia","5978","488","4943","443","752","182","59","65","58","73","0","18","128","148","38","46","0","18","38","46",
"1400000US13045910400","Census Tract 9104, Carroll County, Georgia","3326","320","3129","324","155","94","0","13","0","13","0","13","23","37","19","25","0","13","19","25",
"1400000US13045910501","Census Tract 9105.01, Carroll County, Georgia","8615","712","4597","663","3343","571","0","18","240","112","0","18","267","301","168","119","0","18","168","119",
"1400000US13045910502","Census Tract 9105.02, Carroll County, Georgia","3339","523","1392","430","1543","320","0","13","0","13","0","13","355","248","49","65","0","13","49","65",
"1400000US13045910600","Census Tract 9106, Carroll County, Georgia","6391","522","4238","576","1285","513","0","18","89","139","0","18","462","163","317","297","37","70","280","290",
