"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","4185","342","3049","274","915","180","0","13","0","13","0","13","41","79","180","100","45","69","135","77",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","3935","365","3133","340","627","176","0","13","99","126","24","32","0","13","52","41","0","13","52","41",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","2116","154","961","182","1092","206","0","13","18","34","0","13","45","56","0","13","0","13","0","13",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","1135","154","856","150","257","104","6","11","0","13","16","24","0","13","0","13","0","13","0","13",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","5469","587","3514","553","1664","554","0","18","12","20","0","18","179","207","100","67","0","18","100","67",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","6599","706","3661","342","2718","710","0","18","111","126","70","121","27","43","12","19","0","18","12","19",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","6093","568","3269","509","2247","447","98","63","377","193","0","18","39","57","63","58","0","18","63","58",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","4579","558","2181","376","2201","345","2","4","74","101","0","13","41","59","80","72","74","72","6","10",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","6569","640","4168","410","2114","481","0","18","85","91","0","18","19","29","183","180","0","18","183","180",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","3446","475","1052","183","2170","394","10","20","0","13","0","13","0","13","214","191","0","13","214","191",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","2666","444","1117","312","1476","357","7","13","7","13","0","13","7","13","52","57","6","13","46","55",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","2184","379","818","252","1335","284","0","13","11","17","0","13","3","7","17","25","17","25","0","13",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","7922","647","4873","653","2956","413","0","18","10","19","0","18","10","19","73","80","37","66","36","35",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","5494","389","5238","377","55","67","0","18","15","28","0","18","111","120","75","99","33","45","42","58",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","4673","401","4308","394","107","99","24","29","128","113","0","13","29","30","77","64","20","31","57","57",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","4590","345","4220","359","219","136","0","13","15","30","0","13","96","120","40","37","0","13","40","37",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","3606","408","3324","405","86","73","24","34","70","83","0","13","0","13","102","84","0","13","102","84",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","5152","544","4439","525","253","184","0","18","350","186","0","18","84","107","26","31","0","18","26","31",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","2039","237","1512","219","339","147","0","13","20","32","0","13","82","100","86","64","0","13","86","64",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","2779","291","2207","263","75","76","123","188","267","145","0","13","0","13","107","78","43","49","64","59",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2803","265","2361","312","261","187","0","13","53","55","0","13","31","35","97","81","32","47","65","63",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","4073","325","3357","331","69","74","0","13","354","109","0","13","122","108","171","96","39","43","132","88",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2899","287","2606","329","165","139","0","13","42","49","0","13","11","21","75","59","0","13","75","59",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","3692","356","2429","362","807","311","0","13","270","166","0","13","52","84","134","94","0","13","134","94",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","2837","332","1585","311","943","182","45","69","33","40","0","13","118","94","113","74","32","43","81","62",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","4253","321","3081","330","774","188","11","21","133","97","0","13","7","13","247","131","0","13","247","131",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","2917","379","2728","362","25","38","0","13","0","13","0","13","102","123","62","82","11","19","51","79",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","2317","191","2081","207","111","75","12","16","27","24","0","13","42","57","44","40","0","13","44","40",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","5675","521","5383","517","68","90","0","18","35","38","0","18","62","69","127","157","63","94","64","91",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","5142","454","4449","518","319","264","0","18","303","187","0","18","0","18","71","70","0","18","71","70",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","5879","412","5092","427","420","134","0","18","138","136","0","18","153","169","76","64","31","49","45","36",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","6602","602","4230","495","1650","519","0","18","156","122","0","18","497","390","69","59","0","18","69","59",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","6190","440","4608","482","1029","332","0","18","124","140","0","18","306","188","123","78","34","39","89","65",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","4586","381","3852","329","355","134","0","13","88","109","0","13","101","81","190","93","44","40","146","86",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","5264","504","3955","394","749","220","0","18","286","202","0","18","187","258","87","115","45","62","42","54",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1461","173","1353","193","13","24","0","13","0","13","0","13","0","13","95","83","0","13","95","83",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","10073","606","9480","651","301","214","0","20","4","7","0","20","41","51","247","155","0","20","247","155",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","10651","785","9709","713","697","293","73","97","0","20","2","4","79","118","91","90","39","62","52","56",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","7167","643","6654","672","309","129","0","18","128","120","0","18","35","51","41","48","3","5","38","48",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","9607","1049","7338","934","1606","444","0","18","89","134","0","18","357","432","217","231","16","26","201","229",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","9266","662","7457","625","1467","332","0","18","85","143","0","18","99","98","158","119","14","24","144","117",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","8412","847","6326","830","1437","449","101","73","14","25","0","18","407","382","127","135","0","18","127","135",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","8610","762","6457","595","1948","487","0","18","0","18","0","18","49","70","156","121","12","33","144","112",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","7970","714","5034","796","1801","555","29","42","173","193","0","18","488","491","445","416","267","350","178","211",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","3476","452","3087","474","129","76","10","14","74","108","0","13","150","179","26","37","0","13","26","37",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","3123","443","2739","472","66","74","34","54","0","13","0","13","284","245","0","13","0","13","0","13",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","5404","416","4727","435","85","49","21","32","260","252","0","18","219","172","92","89","9","15","83","88",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","3256","371","3080","393","51","80","0","13","0","13","0","13","101","93","24","28","24","28","0","13",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","6373","640","5619","619","617","152","51","50","72","85","0","18","0","18","14","23","0","18","14","23",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","7774","693","6893","640","486","161","0","18","63","91","0","18","227","236","105","112","0","18","105","112",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","2670","339","2373","331","297","133","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1449","181","1124","167","309","169","0","13","0","13","8","12","0","13","8","9","5","8","3","5",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","3443","527","1964","299","1418","429","0","13","27","44","0","13","0","13","34","38","0","13","34","38",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","4129","530","1512","317","2241","441","0","13","0","13","0","13","356","191","20","30","20","30","0","13",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","5581","600","3396","347","1992","436","0","18","0","18","0","18","145","141","48","78","0","18","48","78",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1940","231","1259","193","610","171","15","12","0","13","0","13","44","57","12","15","0","13","12","15",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","3934","354","3372","367","483","285","7","12","0","13","0","13","47","55","25","35","22","35","3","5",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","2913","358","2741","372","101","117","31","51","20","44","0","13","7","11","13","20","4","7","9","20",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","3048","379","2355","352","632","211","61","78","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","3595","400","3408","378","146","110","0","13","9","20","0","13","0","13","32","33","0","13","32","33",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","3584","301","2986","285","273","142","0","13","155","78","0","13","86","100","84","69","0","13","84","69",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","1500","394","33","21","1463","393","0","13","0","13","0","13","0","13","4","6","4","6","0","13",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","2116","306","1315","200","801","217","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","905","160","95","76","769","156","41","50","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","1856","340","75","54","1720","334","13","19","0","13","0","13","0","13","48","46","27","42","21","22",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","3299","313","1297","272","1807","221","0","13","137","63","0","13","0","13","58","38","0","13","58","38",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1266","213","921","209","306","151","8","12","31","47","0","13","0","13","0","13","0","13","0","13",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","4750","533","1471","532","3110","562","0","13","8","13","0","13","83","128","78","99","40","59","38","85",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","2001","287","55","41","1937","293","9","12","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","1066","191","52","44","970","186","0","13","0","13","0","13","0","13","44","61","0","13","44","61",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","2648","299","421","193","2173","294","0","13","0","13","0","13","0","13","54","46","0","13","54","46",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","4544","474","302","123","4161","486","0","13","0","13","0","13","0","13","81","107","0","13","81","107",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","3681","359","2305","280","1118","301","0","13","76","59","0","13","0","13","182","115","0","13","182","115",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1612","241","907","260","642","174","29","39","34","45","0","13","0","13","0","13","0","13","0","13",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","4541","476","3347","327","932","391","0","13","131","97","11","20","0","13","120","143","0","13","120","143",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","2319","264","1340","140","747","248","0","13","151","80","0","13","0","13","81","69","0","13","81","69",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","4726","613","2871","427","1465","469","0","13","271","200","0","13","18","31","101","110","0","13","101","110",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","2688","328","597","110","2037","333","10","15","4","7","16","24","0","13","24","57","16","57","8","10",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","2467","395","363","129","2005","385","0","13","0","13","0","13","0","13","99","109","0","13","99","109",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","4554","512","116","80","4395","512","0","13","0","13","0","13","0","13","43","47","0","13","43","47",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","2977","436","205","110","2703","429","0","13","23","26","0","13","15","23","31","42","0","13","31","42",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","4571","618","450","172","3966","667","0","13","91","115","0","13","0","13","64","107","0","13","64","107",
"1400000US13021012700","Census Tract 127, Bibb County, Georgia","2182","434","94","66","1890","416","0","13","14","22","0","13","0","13","184","224","0","13","184","224",
"1400000US13021012800","Census Tract 128, Bibb County, Georgia","3119","572","335","153","2746","591","0","13","4","9","0","13","0","13","34","53","0","13","34","53",
"1400000US13021012900","Census Tract 129, Bibb County, Georgia","1590","317","418","165","982","213","0","13","0","13","0","13","0","13","190","197","53","79","137","180",
"1400000US13021013101","Census Tract 131.01, Bibb County, Georgia","5297","548","1401","265","3720","508","0","18","0","18","0","18","17","31","159","186","0","18","159","186",
"1400000US13021013102","Census Tract 131.02, Bibb County, Georgia","4124","645","388","153","3646","628","16","24","74","116","0","13","0","13","0","13","0","13","0","13",
"1400000US13021013201","Census Tract 132.01, Bibb County, Georgia","6408","890","712","313","5552","861","0","18","76","73","0","18","0","18","68","59","0","18","68","59",
"1400000US13021013202","Census Tract 132.02, Bibb County, Georgia","2654","361","442","253","2084","344","0","13","0","13","0","13","88","100","40","53","13","25","27","50",
"1400000US13021013302","Census Tract 133.02, Bibb County, Georgia","4491","603","1034","186","3367","588","0","13","0","13","0","13","0","13","90","68","0","13","90","68",
"1400000US13021013407","Census Tract 134.07, Bibb County, Georgia","5363","517","2845","356","2264","489","0","18","195","162","0","18","0","18","59","46","17","23","42","39",
"1400000US13021013408","Census Tract 134.08, Bibb County, Georgia","4466","377","3111","316","948","299","45","70","266","123","0","13","0","13","96","77","0","13","96","77",
"1400000US13021013409","Census Tract 134.09, Bibb County, Georgia","4109","458","2037","293","1280","310","38","39","419","236","0","13","228","275","107","121","0","13","107","121",
"1400000US13021013410","Census Tract 134.10, Bibb County, Georgia","5685","351","4855","353","746","105","31","32","29","46","0","18","18","25","6","9","0","18","6","9",
"1400000US13021013411","Census Tract 134.11, Bibb County, Georgia","4303","453","2815","363","1172","282","0","13","230","121","0","13","43","56","43","53","32","51","11","17",
"1400000US13021013502","Census Tract 135.02, Bibb County, Georgia","1536","257","1355","257","168","162","0","13","0","13","0","13","1","4","12","14","0","13","12","14",
"1400000US13021013503","Census Tract 135.03, Bibb County, Georgia","2560","325","1446","270","723","213","0","13","165","159","0","13","149","153","77","87","52","79","25","45",
"1400000US13021013504","Census Tract 135.04, Bibb County, Georgia","8645","647","6549","484","1817","482","4","10","126","139","15","25","33","52","101","84","0","18","101","84",
"1400000US13021013603","Census Tract 136.03, Bibb County, Georgia","4732","611","3292","501","1331","421","0","13","89","122","0","13","0","13","20","22","0","13","20","22",
"1400000US13021013604","Census Tract 136.04, Bibb County, Georgia","5027","566","3102","496","1780","279","0","18","0","18","0","18","37","59","108","95","0","18","108","95",
"1400000US13021013605","Census Tract 136.05, Bibb County, Georgia","5304","596","3159","406","2040","399","0","18","54","72","0","18","0","18","51","65","0","18","51","65",
"1400000US13021013606","Census Tract 136.06, Bibb County, Georgia","5704","619","3747","546","1754","259","0","18","203","164","0","18","0","18","0","18","0","18","0","18",
"1400000US13021013700","Census Tract 137, Bibb County, Georgia","2877","328","1169","210","1671","221","0","13","16","21","0","13","8","13","13","23","0","13","13","23",
"1400000US13021013800","Census Tract 138, Bibb County, Georgia","1895","296","51","24","1740","296","0","13","0","13","0","13","15","24","89","82","36","54","53","58",
"1400000US13021013900","Census Tract 139, Bibb County, Georgia","1765","272","901","187","813","235","15","24","22","35","0","13","0","13","14","22","0","13","14","22",
"1400000US13023790100","Census Tract 7901, Bleckley County, Georgia","4607","390","3965","346","642","218","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13023790200","Census Tract 7902, Bleckley County, Georgia","2597","353","1168","262","1247","256","0","13","0","13","0","13","112","96","70","82","67","82","3","8",
"1400000US13023790300","Census Tract 7903, Bleckley County, Georgia","5575","342","3811","324","1676","209","10","15","22","25","0","18","0","18","56","71","0","18","56","71",
"1400000US13025960100","Census Tract 9601, Brantley County, Georgia","6904","555","6396","518","198","123","35","52","0","18","22","31","0","18","253","174","48","56","205","168",
"1400000US13025960200","Census Tract 9602, Brantley County, Georgia","6471","597","6095","621","215","114","0","18","127","157","3","6","16","23","15","21","0","18","15","21",
"1400000US13025960300","Census Tract 9603, Brantley County, Georgia","5036","582","4752","548","284","209","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"1400000US13027960200","Census Tract 9602, Brooks County, Georgia","1543","294","948","174","256","105","7","12","19","78","0","13","279","199","34","60","0","13","34","60",
"1400000US13027960300","Census Tract 9603, Brooks County, Georgia","5752","360","4290","339","1062","269","0","18","41","101","4","8","9","17","346","272","0","18","346","272",
"1400000US13027960400","Census Tract 9604, Brooks County, Georgia","3309","278","1609","264","1650","226","0","13","0","13","0","13","15","26","35","36","0","13","35","36",
"1400000US13027960500","Census Tract 9605, Brooks County, Georgia","2740","354","873","178","1758","204","0","13","70","203","0","13","26","36","13","22","0","13","13","22",
"1400000US13027960600","Census Tract 9606, Brooks County, Georgia","2285","329","1651","251","564","173","0","13","0","13","0","13","48","67","22","24","0","13","22","24",
"1400000US13029920101","Census Tract 9201.01, Bryan County, Georgia","5409","455","4396","433","754","298","17","25","9","14","0","18","53","56","180","112","0","18","180","112",
"1400000US13029920102","Census Tract 9201.02, Bryan County, Georgia","4831","449","3584","397","1003","233","21","22","65","77","0","13","0","13","158","110","34","52","124","76",
"1400000US13029920301","Census Tract 9203.01, Bryan County, Georgia","1741","200","1357","194","285","121","8","16","13","24","0","13","34","52","44","41","16","24","28","31",
"1400000US13029920303","Census Tract 9203.03, Bryan County, Georgia","6433","373","4343","412","1490","281","66","48","144","90","0","18","212","160","178","93","46","53","132","86",
"1400000US13029920305","Census Tract 9203.05, Bryan County, Georgia","4540","297","3548","324","560","116","0","13","163","102","0","13","208","215","61","61","0","13","61","61",
"1400000US13029920306","Census Tract 9203.06, Bryan County, Georgia","11929","605","9843","624","1225","420","50","36","152","107","27","40","266","337","366","179","21","36","345","181",
"1400000US13029980000","Census Tract 9800, Bryan County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13031110100","Census Tract 1101, Bulloch County, Georgia","3512","487","2270","397","1048","406","30","31","6","17","0","13","0","13","158","124","0","13","158","124",
"1400000US13031110200","Census Tract 1102, Bulloch County, Georgia","8170","731","4294","554","3514","629","7","13","62","70","0","18","70","74","223","226","113","161","110","161",
"1400000US13031110300","Census Tract 1103, Bulloch County, Georgia","8201","742","6180","613","1597","449","105","97","146","109","0","18","31","41","142","148","0","18","142","148",
"1400000US13031110401","Census Tract 1104.01, Bulloch County, Georgia","3702","377","1224","212","2233","297","0","13","65","51","0","13","58","67","122","84","0","13","122","84",
"1400000US13031110403","Census Tract 1104.03, Bulloch County, Georgia","6842","714","3512","536","2620","541","0","18","153","78","0","18","376","246","181","135","5","9","176","135",
"1400000US13031110404","Census Tract 1104.04, Bulloch County, Georgia","7924","985","4286","766","3156","492","10","18","174","82","0","18","32","34","266","122","36","32","230","115",
"1400000US13031110500","Census Tract 1105, Bulloch County, Georgia","4467","472","3406","494","504","259","34","44","125","107","16","26","130","93","252","142","205","126","47","61",
"1400000US13031110601","Census Tract 1106.01, Bulloch County, Georgia","7024","532","4698","475","2043","473","15","25","85","85","0","18","46","72","137","109","0","18","137","109",
"1400000US13031110602","Census Tract 1106.02, Bulloch County, Georgia","4209","456","2426","348","1612","297","18","28","39","38","0","13","52","80","62","67","0","13","62","67",
"1400000US13031110700","Census Tract 1107, Bulloch County, Georgia","9808","777","8386","701","824","293","0","18","200","111","0","18","172","225","226","119","3","6","223","119",
"1400000US13031110800","Census Tract 1108, Bulloch County, Georgia","2465","321","1600","250","792","257","0","13","26","24","0","13","0","13","47","66","43","66","4","6",
"1400000US13031110900","Census Tract 1109, Bulloch County, Georgia","7418","879","6133","935","1170","598","0","18","0","18","0","18","13","26","102","103","0","18","102","103",
"1400000US13033950100","Census Tract 9501, Burke County, Georgia","5165","586","2814","364","2274","480","0","18","0","18","0","18","77","87","0","18","0","18","0","18",
"1400000US13033950200","Census Tract 9502, Burke County, Georgia","2570","353","1998","338","501","168","0","13","39","48","0","13","19","35","13","21","13","21","0","13",
"1400000US13033950400","Census Tract 9504, Burke County, Georgia","4929","513","1026","231","3896","471","0","13","0","13","0","13","0","13","7","11","0","13","7","11",
"1400000US13033950500","Census Tract 9505, Burke County, Georgia","5502","554","2815","398","2437","441","0","18","16","19","0","18","175","178","59","59","10","20","49","53",
"1400000US13033950700","Census Tract 9507, Burke County, Georgia","2740","421","1367","245","1312","359","0","13","7","10","0","13","0","13","54","54","35","52","19","23",
"1400000US13033950900","Census Tract 9509, Burke County, Georgia","1739","235","935","166","699","198","6","11","1","4","0","13","70","73","28","19","7","8","21","19",
"1400000US13035150100","Census Tract 1501, Butts County, Georgia","8079","462","7314","417","680","176","6","9","19","30","18","31","0","18","42","58","34","56","8","15",
"1400000US13035150200","Census Tract 1502, Butts County, Georgia","7964","469","4268","432","3358","355","0","18","75","45","0","18","102","142","161","162","0","18","161","162",
"1400000US13035150300","Census Tract 1503, Butts County, Georgia","7513","440","4613","328","2648","252","11","16","46","52","0","18","146","94","49","30","5","8","44","28",
"1400000US13037950100","Census Tract 9501, Calhoun County, Georgia","3353","173","1269","135","1908","192","0","13","0","13","0","13","164","86","12","16","0","13","12","16",
"1400000US13037950200","Census Tract 9502, Calhoun County, Georgia","3150","173","931","118","2041","193","0","13","35","35","0","13","67","84","76","84","0","13","76","84",
"1400000US13039010100","Census Tract 101, Camden County, Georgia","2791","251","2193","256","530","144","24","28","37","58","0","13","0","13","7","13","0","13","7","13",
"1400000US13039010200","Census Tract 102, Camden County, Georgia","5449","419","3905","367","1275","248","28","29","89","53","0","18","15","18","137","96","75","74","62","64",
"1400000US13039010301","Census Tract 103.01, Camden County, Georgia","8026","572","5752","462","1786","345","100","163","46","43","16","28","80","108","246","158","15","24","231","154",
"1400000US13039010302","Census Tract 103.02, Camden County, Georgia","4413","357","2736","350","1390","250","11","11","19","24","16","22","5","9","236","158","0","13","236","158",
"1400000US13039010401","Census Tract 104.01, Camden County, Georgia","11618","603","8120","587","2004","387","95","69","352","149","0","20","821","373","226","115","38","41","188","116",
"1400000US13039010402","Census Tract 104.02, Camden County, Georgia","5588","422","4702","458","433","159","37","35","37","30","0","18","60","68","319","159","31","48","288","151",
"1400000US13039010403","Census Tract 104.03, Camden County, Georgia","4165","382","3358","310","544","292","47","74","45","35","0","13","28","42","143","103","34","53","109","93",
"1400000US13039010500","Census Tract 105, Camden County, Georgia","3302","394","2868","385","258","129","3","5","16","15","15","24","15","23","127","91","25","42","102","76",
"1400000US13039010601","Census Tract 106.01, Camden County, Georgia","5810","596","3991","438","1363","288","60","77","76","60","0","18","0","18","320","165","0","18","320","165",
"1400000US13039010602","Census Tract 106.02, Camden County, Georgia","1090","177","874","186","108","84","15","19","15","18","0","13","1","3","77","84","0","13","77","84",
"1400000US13039990000","Census Tract 9900, Camden County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13043950100","Census Tract 9501, Candler County, Georgia","4813","407","2849","319","1517","213","57","79","90","124","0","13","101","93","199","177","117","162","82","78",
"1400000US13043950200","Census Tract 9502, Candler County, Georgia","3704","455","2867","423","642","230","0","13","77","105","0","13","92","98","26","44","0","13","26","44",
"1400000US13043950300","Census Tract 9503, Candler County, Georgia","2377","281","1628","244","413","124","21","20","110","111","0","13","180","124","25","25","3","5","22","25",
"1400000US13045910101","Census Tract 9101.01, Carroll County, Georgia","5935","565","3561","509","1784","556","108","142","137","103","0","18","134","150","211","177","0","18","211","177",
"1400000US13045910103","Census Tract 9101.03, Carroll County, Georgia","5140","359","3851","317","818","182","22","40","92","78","19","30","42","52","296","227","0","18","296","227",
"1400000US13045910104","Census Tract 9101.04, Carroll County, Georgia","10630","778","7421","626","2581","704","18","40","37","39","0","20","419","272","154","127","43","65","111","107",
"1400000US13045910200","Census Tract 9102, Carroll County, Georgia","11620","1062","9893","1011","1619","404","0","20","20","31","0","20","0","20","88","94","32","51","56","76",
"1400000US13045910300","Census Tract 9103, Carroll County, Georgia","6467","473","5348","459","893","188","16","26","52","67","0","18","115","137","43","55","0","18","43","55",
"1400000US13045910400","Census Tract 9104, Carroll County, Georgia","3212","329","2993","312","170","102","0","13","0","13","0","13","25","41","24","33","0","13","24","33",
"1400000US13045910501","Census Tract 9105.01, Carroll County, Georgia","8677","758","4399","637","3703","731","0","18","63","52","0","18","403","349","109","82","0","18","109","82",
"1400000US13045910502","Census Tract 9105.02, Carroll County, Georgia","3352","514","1431","408","1531","401","0","13","22","34","0","13","290","257","78","84","0","13","78","84",
"1400000US13045910600","Census Tract 9106, Carroll County, Georgia","6288","532","3804","521","1431","475","153","239","76","124","0","18","440","201","384","320","43","61","341","314",
