"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","1143","199","780","187","341","158","1","4","0","13","21","32","0","13","0","13","0","13","0","13",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","6069","702","3202","406","2778","526","0","19","8","22","0","19","0","19","81","77","0","19","81","77",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","6333","730","3653","479","2329","618","0","19","281","238","0","19","23","37","47","64","0","19","47","64",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","6050","526","3207","450","2322","395","72","80","438","231","0","19","0","19","11","18","0","19","11","18",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","4378","608","2069","352","2210","429","0","13","0","13","0","13","49","74","50","51","26","42","24","28",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","6882","817","4394","506","2261","641","29","44","19","23","0","19","0","19","179","172","0","19","179","172",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","3358","470","1308","287","1992","369","0","13","8","16","0","13","0","13","50","44","0","13","50","44",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","2448","426","1007","313","1324","320","5","7","13","19","0","13","0","13","99","98","35","44","64","87",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","2167","351","684","180","1341","256","0","13","11","21","0","13","68","111","63","81","9","20","54","80",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","7426","728","4721","735","2545","575","0","19","13","30","0","19","0","19","147","148","106","145","41","24",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","5394","423","5246","413","0","19","0","19","25","46","0","19","123","120","0","19","0","19","0","19",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","4531","344","4313","327","87","71","0","13","0","13","0","13","24","32","107","78","0","13","107","78",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","4778","368","4211","342","337","157","0","13","7","12","0","13","175","192","48","65","0","13","48","65",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","4005","374","3622","341","62","71","100","98","178","81","0","13","0","13","43","70","0","13","43","70",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","5583","385","4906","392","397","198","38","42","203","137","0","19","30","36","9","15","0","19","9","15",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1849","206","1430","186","221","83","0","13","51","60","0","13","58","91","89","65","0","13","89","65",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","2988","247","2445","308","91","73","0","13","323","166","0","13","45","54","84","65","30","45","54","49",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2687","252","2248","221","243","145","0","13","28","39","0","13","65","74","103","77","57","58","46","52",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","4117","318","3500","322","55","44","0","13","334","115","0","13","129","123","99","82","52","55","47","57",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2788","226","2293","268","329","218","6","12","110","109","0","13","18","27","32","32","0","13","32","32",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","3638","291","2148","291","990","168","0","13","216","155","0","13","121","162","163","104","0","13","163","104",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","2780","253","1542","197","873","149","56","68","61","85","0","13","123","95","125","71","29","38","96","59",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","4728","316","3137","336","922","222","42","49","85","70","0","13","173","219","369","175","13","25","356","170",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","2943","372","2545","426","122","130","0","13","0","13","0","13","183","185","93","127","16","27","77","122",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","2590","180","2282","207","161","93","10","14","25","23","0","13","27","42","85","57","0","13","85","57",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","6162","397","5391","492","433","242","0","19","53","54","0","19","77","85","208","172","59","91","149","150",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","5862","481","5306","503","163","140","0","19","301","81","0","19","28","43","64","71","0","19","64","71",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","6124","381","5345","407","433","154","0","19","241","203","0","19","31","52","74","78","39","64","35","36",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","6930","582","4586","550","1554","324","4","10","188","156","0","19","496","263","102","64","0","19","102","64",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","6771","466","4822","348","1027","307","0","19","489","249","0","19","354","240","79","57","11","16","68","55",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","4716","399","3907","469","537","250","0","13","99","104","5","10","121","86","47","42","31","39","16","19",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","5735","525","4443","456","789","160","0","19","121","134","0","19","266","243","116","100","55","49","61","70",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1487","238","1351","244","13","19","3","5","0","13","0","13","23","29","97","66","6","9","91","65",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","10296","732","9569","782","197","189","0","21","4","8","0","21","105","105","421","207","12","24","409","205",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","11099","898","10010","922","756","275","91","129","0","21","1","5","76","101","165","150","69","118","96","97",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","6452","621","5973","630","339","104","15","25","77","105","0","19","22","37","26","38","0","19","26","38",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","10696","992","8141","1033","1946","527","0","21","227","283","0","21","1","3","381","325","0","21","381","325",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","8975","731","7173","641","1361","473","0","19","162","175","0","19","141","129","138","103","0","19","138","103",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","8371","828","5903","815","1389","334","105","83","15","26","0","19","801","434","158","146","34","57","124","138",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","8892","637","6808","664","1681","484","0","19","0","19","0","19","47","67","356","198","13","36","343","192",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","7819","686","5374","770","1637","466","27","39","39","59","0","19","328","343","414","334","213","288","201","199",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","3873","476","3389","497","200","119","17","27","126","129","0","13","73","88","68","58","0","13","68","58",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","3087","366","2702","382","88","97","20","33","0","13","0","13","277","298","0","13","0","13","0","13",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","5557","445","5029","448","147","117","9","16","190","220","0","19","103","123","79","68","7","11","72","67",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","3081","423","2764","444","101","101","0","13","0","13","0","13","113","120","103","115","23","40","80","112",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","7004","426","6367","407","527","140","32","40","16","27","0","19","0","19","62","53","0","19","62","53",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","8230","603","7316","597","549","168","0","19","77","109","0","19","189","214","99","96","0","19","99","96",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","2832","309","2565","301","260","172","0","13","0","13","0","13","0","13","7","12","0","13","7","12",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1555","234","1186","225","320","195","0","13","0","13","0","13","12","21","37","59","3","7","34","58",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","3348","407","2034","378","1115","341","0","13","117","139","0","13","40","63","42","40","0","13","42","40",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","4220","498","1691","411","2207","466","0","13","0","13","0","13","279","214","43","67","11","20","32","63",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","5078","578","2687","532","2334","533","0","19","0","19","0","19","15","26","42","49","0","19","42","49",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1634","194","1149","155","436","147","0","13","0","13","0","13","49","66","0","13","0","13","0","13",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","4524","382","4059","340","257","199","8","14","0","13","0","13","158","133","42","46","8","14","34","44",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","2654","369","2409","397","169","135","18","30","23","50","0","13","0","13","35","56","3","5","32","55",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","3303","415","2513","346","617","194","77","99","0","13","0","13","0","13","96","131","11","75","85","99",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","3526","358","2854","371","392","168","0","13","189","97","0","13","22","31","69","74","18","31","51","54",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","3511","315","2920","298","376","134","0","13","0","13","0","13","130","134","85","72","24","40","61","60",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","1570","289","42","29","1506","283","0","13","0","13","0","13","22","35","0","13","0","13","0","13",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","1838","219","1181","198","657","114","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","1140","229","86","50","1018","221","35","51","0","13","0","13","0","13","1","4","0","13","1","4",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","1894","391","91","109","1736","379","0","13","0","13","0","13","0","13","67","58","24","37","43","40",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","2852","317","1372","278","1206","199","0","13","207","70","0","13","0","13","67","38","0","13","67","38",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1392","207","1022","193","248","107","10","16","62","54","0","13","0","13","50","49","0","13","50","49",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","4301","587","1595","370","2445","512","0","13","19","35","0","13","0","13","242","252","0","13","242","252",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","1888","261","110","91","1766","262","12","15","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","1309","233","26","28","1277","229","0","13","0","13","0","13","0","13","6","9","0","13","6","9",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","2472","325","445","231","2002","354","0","13","0","13","0","13","0","13","25","35","0","13","25","35",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","4443","633","259","100","4073","662","0","13","0","13","0","13","0","13","111","179","0","13","111","179",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","3589","344","2187","299","1193","267","0","13","104","80","0","13","0","13","105","74","0","13","105","74",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1979","273","881","154","1054","270","13","33","31","24","0","13","0","13","0","13","0","13","0","13",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","4419","464","3237","315","748","342","0","13","131","86","14","23","46","52","243","146","22","35","221","144",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","2765","331","1584","301","897","313","0","13","135","74","0","13","18","28","131","95","0","13","131","95",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","5230","492","2711","372","2004","570","0","19","249","214","0","19","21","38","245","244","0","19","245","244",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","2621","280","953","262","1552","347","16","24","4","7","0","13","0","13","96","97","87","97","9","14",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","2511","330","394","139","1947","342","39","60","0","13","0","13","37","56","94","126","0","13","94","126",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","4634","685","177","107","4405","678","0","13","0","13","0","13","0","13","52","55","0","13","52","55",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","2565","390","123","81","2261","384","0","13","8","15","4","9","95","130","74","92","0","13","74","92",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","4474","635","597","299","3814","685","0","13","15","22","0","13","0","13","48","56","0","13","48","56",
"1400000US13021012700","Census Tract 127, Bibb County, Georgia","1753","364","131","107","1468","367","0","13","0","13","0","13","114","163","40","42","0","13","40","42",
"1400000US13021012800","Census Tract 128, Bibb County, Georgia","3253","581","161","148","3042","579","0","13","5","8","0","13","0","13","45","76","0","13","45","76",
"1400000US13021012900","Census Tract 129, Bibb County, Georgia","1456","316","382","115","764","167","0","13","0","13","0","13","81","124","229","225","56","87","173","207",
"1400000US13021013101","Census Tract 131.01, Bibb County, Georgia","5008","575","779","283","3866","586","0","19","0","19","0","19","137","157","226","269","0","19","226","269",
"1400000US13021013102","Census Tract 131.02, Bibb County, Georgia","4259","420","366","127","3805","431","17","27","37","62","34","54","0","13","0","13","0","13","0","13",
"1400000US13021013201","Census Tract 132.01, Bibb County, Georgia","6496","982","669","319","5755","941","0","19","35","62","0","19","0","19","37","64","0","19","37","64",
"1400000US13021013202","Census Tract 132.02, Bibb County, Georgia","2038","364","252","146","1587","345","0","13","42","67","0","13","126","106","31","40","7","16","24","39",
"1400000US13021013302","Census Tract 133.02, Bibb County, Georgia","4181","583","1075","237","3032","532","0","13","0","13","0","13","0","13","74","73","7","15","67","72",
"1400000US13021013407","Census Tract 134.07, Bibb County, Georgia","4823","519","2518","320","1974","383","0","13","251","153","0","13","0","13","80","66","6","11","74","62",
"1400000US13021013408","Census Tract 134.08, Bibb County, Georgia","4390","327","3278","337","690","193","50","66","299","129","0","13","0","13","73","56","32","37","41","42",
"1400000US13021013409","Census Tract 134.09, Bibb County, Georgia","4329","572","2071","320","1652","470","32","50","334","195","4","9","208","241","28","37","0","13","28","37",
"1400000US13021013410","Census Tract 134.10, Bibb County, Georgia","5791","318","4692","367","744","143","44","43","175","151","0","19","66","63","70","86","67","85","3","6",
"1400000US13021013411","Census Tract 134.11, Bibb County, Georgia","3997","472","2540","432","1080","296","0","13","199","101","0","13","68","66","110","86","56","70","54","52",
"1400000US13021013502","Census Tract 135.02, Bibb County, Georgia","1652","236","1173","212","304","195","0","13","2","5","0","13","170","134","3","6","0","13","3","6",
"1400000US13021013503","Census Tract 135.03, Bibb County, Georgia","2548","359","1286","296","755","186","0","13","172","125","0","13","225","191","110","132","82","125","28","42",
"1400000US13021013504","Census Tract 135.04, Bibb County, Georgia","8456","574","6085","462","2119","460","5","10","163","164","19","30","0","19","65","57","0","19","65","57",
"1400000US13021013603","Census Tract 136.03, Bibb County, Georgia","5345","525","3343","473","1814","480","0","19","0","19","0","19","0","19","188","168","61","92","127","142",
"1400000US13021013604","Census Tract 136.04, Bibb County, Georgia","5075","464","3342","471","1719","308","0","19","0","19","0","19","0","19","14","23","0","19","14","23",
"1400000US13021013605","Census Tract 136.05, Bibb County, Georgia","5721","615","2256","388","3176","688","0","19","113","115","0","19","0","19","176","187","0","19","176","187",
"1400000US13021013606","Census Tract 136.06, Bibb County, Georgia","6097","607","3754","621","2054","284","0","19","289","167","0","19","0","19","0","19","0","19","0","19",
"1400000US13021013700","Census Tract 137, Bibb County, Georgia","3393","297","1373","254","1986","282","0","13","17","27","0","13","7","12","10","18","0","13","10","18",
"1400000US13021013800","Census Tract 138, Bibb County, Georgia","1454","304","78","65","1376","298","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13021013900","Census Tract 139, Bibb County, Georgia","1799","226","892","198","834","237","18","26","15","28","0","13","0","13","40","37","0","13","40","37",
"1400000US13023790100","Census Tract 7901, Bleckley County, Georgia","4804","347","4158","322","646","239","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13023790200","Census Tract 7902, Bleckley County, Georgia","2707","384","1266","243","1265","290","0","13","0","13","0","13","172","158","4","8","0","13","4","8",
"1400000US13023790300","Census Tract 7903, Bleckley County, Georgia","5296","358","3531","299","1611","270","12","17","31","26","0","19","11","23","100","100","0","19","100","100",
"1400000US13025960100","Census Tract 9601, Brantley County, Georgia","7074","718","6655","704","158","100","54","67","9","16","0","19","0","19","198","167","37","39","161","158",
"1400000US13025960200","Census Tract 9602, Brantley County, Georgia","6193","666","5812","694","157","102","0","19","192","173","0","19","1","4","31","47","0","19","31","47",
"1400000US13025960300","Census Tract 9603, Brantley County, Georgia","5489","730","5143","727","346","256","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"1400000US13027960200","Census Tract 9602, Brooks County, Georgia","1346","206","1039","189","253","116","0","13","0","13","0","13","34","32","20","26","0","13","20","26",
"1400000US13027960300","Census Tract 9603, Brooks County, Georgia","5591","489","4165","499","1018","308","0","19","0","19","8","13","285","262","115","28","0","19","115","28",
"1400000US13027960400","Census Tract 9604, Brooks County, Georgia","3576","473","1538","306","1996","376","0","13","0","13","0","13","0","13","42","48","25","41","17","25",
"1400000US13027960500","Census Tract 9605, Brooks County, Georgia","2627","347","861","207","1635","338","0","13","66","143","0","13","65","78","0","13","0","13","0","13",
"1400000US13027960600","Census Tract 9606, Brooks County, Georgia","2450","333","1695","210","702","313","0","13","0","13","12","20","31","49","10","13","0","13","10","13",
"1400000US13029920101","Census Tract 9201.01, Bryan County, Georgia","5249","519","4261","437","692","336","8","13","23","37","0","19","109","109","156","88","0","19","156","88",
"1400000US13029920102","Census Tract 9201.02, Bryan County, Georgia","5130","476","3733","455","1032","222","11","15","13","20","0","19","41","55","300","166","0","19","300","166",
"1400000US13029920301","Census Tract 9203.01, Bryan County, Georgia","2259","257","1742","288","471","237","14","23","16","25","0","13","0","13","16","26","0","13","16","26",
"1400000US13029920303","Census Tract 9203.03, Bryan County, Georgia","5828","497","3697","583","1462","264","56","54","238","191","0","19","191","116","184","139","21","26","163","139",
"1400000US13029920305","Census Tract 9203.05, Bryan County, Georgia","4232","349","3577","345","353","91","0","13","150","85","0","13","76","74","76","50","0","13","76","50",
"1400000US13029920306","Census Tract 9203.06, Bryan County, Georgia","14365","754","11532","753","1330","403","72","39","89","67","28","45","470","349","844","291","119","114","725","247",
"1400000US13029980000","Census Tract 9800, Bryan County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13031110100","Census Tract 1101, Bulloch County, Georgia","3704","449","2443","298","1068","393","3","10","15","24","0","13","4","7","171","127","3","7","168","125",
"1400000US13031110200","Census Tract 1102, Bulloch County, Georgia","8601","692","4970","478","3249","579","8","14","35","40","0","19","97","106","242","199","42","52","200","188",
"1400000US13031110300","Census Tract 1103, Bulloch County, Georgia","8511","707","6334","631","1451","602","197","134","169","141","0","19","55","63","305","248","0","19","305","248",
"1400000US13031110401","Census Tract 1104.01, Bulloch County, Georgia","3838","464","1185","230","2347","423","0","13","47","46","0","13","40","54","219","161","27","39","192","131",
"1400000US13031110403","Census Tract 1104.03, Bulloch County, Georgia","6739","660","3099","491","2635","568","0","19","95","53","0","19","630","310","280","181","20","27","260","181",
"1400000US13031110404","Census Tract 1104.04, Bulloch County, Georgia","8938","923","4759","659","3418","555","23","32","314","123","0","19","23","34","401","117","10","18","391","115",
"1400000US13031110500","Census Tract 1105, Bulloch County, Georgia","4451","483","3020","377","977","356","43","58","3","10","0","13","153","117","255","148","161","114","94","98",
"1400000US13031110601","Census Tract 1106.01, Bulloch County, Georgia","6190","527","4281","431","1571","335","0","19","56","56","0","19","118","151","164","155","0","19","164","155",
"1400000US13031110602","Census Tract 1106.02, Bulloch County, Georgia","4412","526","2434","327","1809","424","0","13","24","23","0","13","0","13","145","131","0","13","145","131",
"1400000US13031110700","Census Tract 1107, Bulloch County, Georgia","10438","789","8843","761","1024","265","2","4","193","103","199","304","4","8","173","108","21","23","152","106",
"1400000US13031110800","Census Tract 1108, Bulloch County, Georgia","2616","397","1387","257","978","331","0","13","39","34","0","13","0","13","212","192","88","139","124","132",
"1400000US13031110900","Census Tract 1109, Bulloch County, Georgia","7682","741","6826","734","718","420","25","46","0","19","0","19","14","24","99","101","0","19","99","101",
"1400000US13033950100","Census Tract 9501, Burke County, Georgia","5865","554","2837","443","2920","532","0","19","42","53","0","19","66","64","0","19","0","19","0","19",
"1400000US13033950200","Census Tract 9502, Burke County, Georgia","2586","425","2158","413","358","137","0","13","28","34","0","13","18","27","24","37","11","18","13","20",
"1400000US13033950400","Census Tract 9504, Burke County, Georgia","4582","415","1087","273","3427","470","0","13","0","13","0","13","7","12","61","84","53","85","8","13",
"1400000US13033950500","Census Tract 9505, Burke County, Georgia","5099","493","2497","432","2347","346","0","19","0","19","0","19","157","192","98","98","0","19","98","98",
"1400000US13033950700","Census Tract 9507, Burke County, Georgia","2772","390","1437","235","1273","343","0","13","4","9","0","13","0","13","58","64","41","60","17","16",
"1400000US13033950900","Census Tract 9509, Burke County, Georgia","1616","223","972","185","499","150","0","13","1","2","0","13","117","102","27","19","2","5","25","18",
"1400000US13035150100","Census Tract 1501, Butts County, Georgia","8485","519","7561","496","840","194","0","19","26","34","0","19","21","34","37","43","22","36","15","22",
"1400000US13035150200","Census Tract 1502, Butts County, Georgia","7843","390","4254","398","3437","381","0","19","8","12","0","19","0","19","144","144","0","19","144","144",
"1400000US13035150300","Census Tract 1503, Butts County, Georgia","7762","417","4578","446","2715","342","1","3","67","92","0","19","249","189","152","114","67","74","85","58",
"1400000US13037950100","Census Tract 9501, Calhoun County, Georgia","3228","226","1175","149","1885","217","0","13","0","13","0","13","134","59","34","29","18","23","16","19",
"1400000US13037950200","Census Tract 9502, Calhoun County, Georgia","3137","226","988","129","1966","227","0","13","37","42","0","13","79","71","67","68","0","13","67","68",
"1400000US13039010100","Census Tract 101, Camden County, Georgia","2618","272","1930","225","569","149","22","37","36","66","0","13","0","13","61","57","0","13","61","57",
"1400000US13039010200","Census Tract 102, Camden County, Georgia","5252","479","3884","398","1187","268","18","28","85","64","15","24","18","22","45","50","45","50","0","19",
"1400000US13039010301","Census Tract 103.01, Camden County, Georgia","7897","587","5529","574","1824","353","79","102","263","208","17","28","58","66","127","101","25","40","102","93",
"1400000US13039010302","Census Tract 103.02, Camden County, Georgia","5038","448","2970","390","1853","325","4","7","49","41","0","19","0","19","162","115","0","19","162","115",
"1400000US13039010401","Census Tract 104.01, Camden County, Georgia","12602","758","8566","668","2207","488","104","79","614","186","0","21","739","422","372","288","0","21","372","288",
"1400000US13039010402","Census Tract 104.02, Camden County, Georgia","5576","422","4948","446","328","132","62","48","29","34","0","19","53","55","156","103","38","60","118","90",
"1400000US13039010403","Census Tract 104.03, Camden County, Georgia","3861","291","3356","298","280","82","64","82","11","13","8","13","8","15","134","84","9","19","125","79",
"1400000US13039010500","Census Tract 105, Camden County, Georgia","3158","303","2492","296","375","176","7","8","5","7","19","22","40","38","220","114","62","64","158","98",
"1400000US13039010601","Census Tract 106.01, Camden County, Georgia","6074","531","4151","393","1310","339","11","18","63","54","0","19","0","19","539","245","73","100","466","204",
"1400000US13039010602","Census Tract 106.02, Camden County, Georgia","1155","198","1038","214","64","67","3","7","15","20","0","13","0","13","35","42","0","13","35","42",
"1400000US13039990000","Census Tract 9900, Camden County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13043950100","Census Tract 9501, Candler County, Georgia","4792","375","2862","372","1406","197","0","13","144","186","0","13","172","202","208","203","135","185","73","78",
"1400000US13043950200","Census Tract 9502, Candler County, Georgia","3525","467","2555","431","875","244","0","13","21","25","0","13","58","81","16","30","0","13","16","30",
"1400000US13043950300","Census Tract 9503, Candler County, Georgia","2495","346","1825","295","462","126","0","13","20","33","0","13","162","140","26","21","5","9","21","20",
"1400000US13045910101","Census Tract 9101.01, Carroll County, Georgia","5872","530","2823","629","2411","540","110","145","186","115","0","19","69","111","273","164","22","41","251","161",
"1400000US13045910103","Census Tract 9101.03, Carroll County, Georgia","5172","362","3918","367","773","165","13","24","105","101","24","37","132","127","207","175","22","36","185","171",
"1400000US13045910104","Census Tract 9101.04, Carroll County, Georgia","10218","839","7480","709","2124","666","22","50","34","53","0","21","423","275","135","134","26","35","109","132",
"1400000US13045910200","Census Tract 9102, Carroll County, Georgia","12725","1146","10570","986","2012","714","0","21","27","45","0","21","0","21","116","106","34","55","82","93",
"1400000US13045910300","Census Tract 9103, Carroll County, Georgia","6751","528","5571","565","794","164","10","15","74","68","0","19","113","120","189","145","0","19","189","145",
"1400000US13045910400","Census Tract 9104, Carroll County, Georgia","3273","325","3027","317","215","110","0","13","0","13","0","13","0","13","31","35","0","13","31","35",
"1400000US13045910501","Census Tract 9105.01, Carroll County, Georgia","8778","672","4222","570","4059","706","0","19","159","106","0","19","220","224","118","76","0","19","118","76",
"1400000US13045910502","Census Tract 9105.02, Carroll County, Georgia","3047","475","1647","321","1230","357","0","13","10","21","0","13","150","166","10","17","0","13","10","17",
