"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","2840","374","2535","391","125","116","0","14","0","14","0","14","87","113","93","100","28","41","65","95",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","7556","1123","6949","1150","499","203","0","20","14","26","0","20","0","20","94","59","0","20","94","59",
"1400000US13015961001","Census Tract 9610.01, Bartow County, Georgia","5711","536","5097","538","385","116","1","2","0","20","0","20","0","20","228","158","0","20","228","158",
"1400000US13015961002","Census Tract 9610.02, Bartow County, Georgia","3272","396","3032","423","0","14","0","14","69","99","0","14","166","240","5","15","0","14","5","15",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","2813","525","2310","407","496","333","0","14","0","14","0","14","0","14","7","12","0","14","7","12",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1482","329","1174","318","263","178","0","14","0","14","0","14","14","23","31","52","0","14","31","52",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","3231","498","2155","453","883","264","0","14","99","128","0","14","42","71","52","53","0","14","52","53",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","4063","600","1318","395","2270","500","0","14","0","14","0","14","416","294","59","85","12","23","47","83",
"1400000US13017960501","Census Tract 9605.01, Ben Hill County, Georgia","869","256","317","120","516","215","0","14","0","14","0","14","0","14","36","65","0","14","36","65",
"1400000US13017960502","Census Tract 9605.02, Ben Hill County, Georgia","4431","712","2584","668","1810","554","0","14","0","14","0","14","13","20","24","46","0","14","24","46",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1638","259","1201","204","378","162","0","14","0","14","0","14","58","68","1","3","0","14","1","3",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","4284","460","3811","490","155","106","0","14","0","14","0","14","181","151","137","125","70","101","67","77",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","2735","412","2490","427","157","138","12","22","15","34","0","14","0","14","61","86","7","10","54","86",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","3485","600","2713","498","551","170","0","14","0","14","0","14","34","50","187","152","24","70","163","141",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","3612","546","2908","554","432","188","0","14","171","86","0","14","32","52","69","81","25","38","44","53",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","3452","477","2914","445","324","150","0","14","0","14","0","14","100","122","114","78","33","42","81","64",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","1724","400","21","22","1618","418","60","52","0","14","0","14","25","41","0","14","0","14","0","14",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","1813","273","1253","244","560","132","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","1877","397","81","105","1688","384","41","39","0","14","0","14","0","14","67","51","23","35","44","36",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","2665","395","1303","318","1095","232","0","14","203","79","0","14","0","14","64","35","0","14","64","35",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1691","273","1198","259","392","135","10","16","38","37","0","14","9","14","44","41","0","14","44","41",
