"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some Other Race alone","Margin of Error!!Total:!!Some Other Race alone","Estimate!!Total:!!Two or More Races:","Margin of Error!!Total:!!Two or More Races:","Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race","Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race","Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",
"0400000US13","Georgia","10722325","*****","5820019","8587","3373948","7461","37920","2768","465487","2788","7411","1145","378659","9956","638881","10809","315042","8455","323839","7764",
"1400000US13001950100","Census Tract 9501; Appling County; Georgia","3628","569","3056","519","349","329","0","14","0","14","0","14","221","247","2","5","0","14","2","5",
"1400000US13001950201","Census Tract 9502.01; Appling County; Georgia","2392","457","1688","457","557","220","0","14","74","119","0","14","37","45","36","42","11","17","25","38",
"1400000US13001950202","Census Tract 9502.02; Appling County; Georgia","2361","445","984","286","1232","329","0","14","0","14","0","14","22","35","123","78","62","65","61","51",
"1400000US13001950301","Census Tract 9503.01; Appling County; Georgia","2716","404","2171","356","111","152","28","3","17","29","0","14","150","180","239","182","181","176","58","71",
"1400000US13001950302","Census Tract 9503.02; Appling County; Georgia","1759","363","1309","288","240","199","18","29","14","27","0","14","0","14","178","138","68","75","110","126",
"1400000US13001950400","Census Tract 9504; Appling County; Georgia","1719","415","1215","317","261","140","6","7","0","14","0","14","28","31","209","198","20","28","189","198",
"1400000US13001950500","Census Tract 9505; Appling County; Georgia","3866","486","2609","449","599","348","53","71","0","14","0","14","207","208","398","304","383","291","15","28",
"1400000US13003960100","Census Tract 9601; Atkinson County; Georgia","2110","355","1483","292","462","161","0","14","0","14","0","14","165","113","0","14","0","14","0","14",
"1400000US13003960200","Census Tract 9602; Atkinson County; Georgia","4572","418","2668","348","788","159","0","14","0","14","0","14","669","364","447","243","212","204","235","124",
"1400000US13003960300","Census Tract 9603; Atkinson County; Georgia","1583","327","1366","327","9","15","0","14","0","14","0","14","77","93","131","137","131","137","0","14",
"1400000US13005970100","Census Tract 9701; Bacon County; Georgia","2510","447","2395","427","13","20","0","14","0","14","0","14","0","14","102","108","52","80","50","58",
"1400000US13005970201","Census Tract 9702.01; Bacon County; Georgia","4623","482","2985","420","899","212","0","14","70","93","0","14","116","147","553","222","488","250","65","77",
"1400000US13005970202","Census Tract 9702.02; Bacon County; Georgia","4005","578","2849","537","767","204","28","42","0","14","0","14","108","115","253","187","100","123","153","149",
"1400000US13007960100","Census Tract 9601; Baker County; Georgia","1854","238","931","227","699","290","20","4","124","128","0","14","0","14","80","69","18","24","62","63",
"1400000US13007960200","Census Tract 9602; Baker County; Georgia","1024","238","574","209","282","143","6","8","160","125","0","14","0","14","2","6","0","14","2","6",
"1400000US13009970101","Census Tract 9701.01; Baldwin County; Georgia","2406","473","912","179","1436","420","0","14","0","14","0","14","0","14","58","50","0","14","58","50",
"1400000US13009970102","Census Tract 9701.02; Baldwin County; Georgia","2989","485","2132","396","814","263","0","14","0","14","0","14","28","48","15","17","0","14","15","17",
"1400000US13009970201","Census Tract 9702.01; Baldwin County; Georgia","3376","598","1331","497","1547","570","0","14","498","208","0","14","0","14","0","14","0","14","0","14",
"1400000US13009970202","Census Tract 9702.02; Baldwin County; Georgia","3367","564","2357","419","872","508","6","11","32","54","0","14","26","44","74","61","0","14","74","61",
"1400000US13009970301","Census Tract 9703.01; Baldwin County; Georgia","2740","420","1769","390","877","330","0","14","0","14","0","14","0","14","94","87","24","39","70","78",
"1400000US13009970302","Census Tract 9703.02; Baldwin County; Georgia","3403","605","1726","346","1482","503","0","14","116","98","0","14","69","100","10","22","0","14","10","22",
"1400000US13009970400","Census Tract 9704; Baldwin County; Georgia","3664","654","1910","412","1613","536","0","14","0","14","0","14","44","68","97","60","68","55","29","27",
"1400000US13009970501","Census Tract 9705.01; Baldwin County; Georgia","3860","525","2225","398","1501","461","0","14","4","9","0","14","54","82","76","94","5","11","71","94",
"1400000US13009970502","Census Tract 9705.02; Baldwin County; Georgia","2701","456","1559","258","1036","445","31","23","13","20","0","14","18","37","44","45","30","43","14","13",
"1400000US13009970600","Census Tract 9706; Baldwin County; Georgia","3579","573","1033","244","2360","485","0","14","15","28","0","14","0","14","171","173","15","24","156","166",
"1400000US13009970701","Census Tract 9707.01; Baldwin County; Georgia","1763","279","551","150","1008","244","6","8","10","24","0","14","0","14","188","145","19","32","169","155",
"1400000US13009970702","Census Tract 9707.02; Baldwin County; Georgia","2275","589","593","106","1476","599","0","14","0","14","0","14","132","148","74","60","8","12","66","58",
"1400000US13009970801","Census Tract 9708.01; Baldwin County; Georgia","2761","695","2060","654","575","208","0","14","0","14","59","103","3","6","64","74","32","70","32","40",
"1400000US13009970802","Census Tract 9708.02; Baldwin County; Georgia","4894","409","2983","590","1687","629","7","15","7","28","0","14","70","47","140","68","32","16","108","69",
"1400000US13011970100","Census Tract 9701; Banks County; Georgia","4946","387","4180","402","0","14","0","14","14","25","0","14","290","186","462","253","439","251","23","20",
"1400000US13011970200","Census Tract 9702; Banks County; Georgia","4885","414","4518","412","127","102","2","5","72","85","0","14","2","5","164","142","37","40","127","133",
"1400000US13011970300","Census Tract 9703; Banks County; Georgia","4527","452","4133","443","94","119","7","18","28","34","0","14","49","46","216","171","142","162","74","58",
"1400000US13011970400","Census Tract 9704; Banks County; Georgia","4023","418","3232","391","320","226","8","15","145","138","0","14","171","185","147","121","91","109","56","44",
"1400000US13013180103","Census Tract 1801.03; Barrow County; Georgia","6014","598","4458","526","595","161","48","40","502","266","0","20","34","33","377","266","240","199","137","137",
"1400000US13013180104","Census Tract 1801.04; Barrow County; Georgia","2611","287","1732","299","256","180","42","42","41","51","0","14","304","194","236","100","150","100","86","50",
"1400000US13013180105","Census Tract 1801.05; Barrow County; Georgia","3041","379","2294","298","45","37","0","14","170","141","0","14","147","88","385","304","362","302","23","25",
"1400000US13013180106","Census Tract 1801.06; Barrow County; Georgia","2584","271","1625","278","272","220","89","104","159","128","0","14","103","100","336","165","196","153","140","106",
"1400000US13013180107","Census Tract 1801.07; Barrow County; Georgia","4212","570","3326","616","186","135","0","14","668","249","0","14","24","53","8","14","8","14","0","14",
"1400000US13013180108","Census Tract 1801.08; Barrow County; Georgia","3103","413","2604","453","175","143","12","20","80","75","0","14","110","132","122","80","58","68","64","51",
"1400000US13013180203","Census Tract 1802.03; Barrow County; Georgia","3201","635","1272","210","882","226","0","14","44","56","0","14","159","115","844","537","687","525","157","101",
