"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)",
"0400000US13","Georgia","49342","215",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","47045","14536",
"1400000US13001950200","Census Tract 9502, Appling County, Georgia","31964","4492",
"1400000US13001950300","Census Tract 9503, Appling County, Georgia","41856","7356",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","35625","14323",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","36542","12115",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","31667","5043",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","27891","5587",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","38250","15746",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","40893","19996",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","39360","12142",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","34320","4428",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","38607","14649",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","48720","11251",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","35000","8517",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","34428","5244",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","56953","11680",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","28174","4042",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","19466","6542",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","26069","5414",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","20313","3525",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","26066","5411",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","36024","9192",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","42522","6040",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","38125","4428",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","50529","9190",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","48709","15506",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","66869","7337",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","43587","15365",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","50000","11271",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","56583","10526",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","40328","7250",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","60556","13544",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","37466","10462",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","42703","4798",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","35714","6451",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","46000","14187",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","64607","5083",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","57692","10379",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","54563","8538",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","60066","6205",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","49338","5944",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","55648","4242",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","59539","12632",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","64267","8346",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","82688","22696",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","64975","6468",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","45913","6208",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","52120","11921",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","41118","6004",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","43059","5882",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","40465","3039",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","45934","6007",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","43631","4434",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","47332","7841",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","24871","4088",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","46802","4709",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","56436","8257",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","56024","7294",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","68944","8388",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","39394","6565",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","33438","13349",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","24473","3674",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","22365","8969",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","37783","4999",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","31843","10512",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","30286","7538",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","31389","12559",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","28295","6765",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","31531","10666",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","40814","7941",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","14398","3037",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","23788","6113",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","23973","3631",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","16178","5330",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","8845","1251",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","32639","8147",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","25419","6266",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","13384","2155",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","16063","1717",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","36092","4255",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","35819","9254",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","47440","8959",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","27813","9749",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","57500","8409",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","70313","41389",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","40770","3293",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","21795","3008",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","18176","4110",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","21740","2155",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","17754","4041",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","21781","4004",
"1400000US13021012700","Census Tract 127, Bibb County, Georgia","14315","3797",
"1400000US13021012800","Census Tract 128, Bibb County, Georgia","12708","5735",
"1400000US13021012900","Census Tract 129, Bibb County, Georgia","17034","2877",
"1400000US13021013101","Census Tract 131.01, Bibb County, Georgia","22856","2568",
"1400000US13021013102","Census Tract 131.02, Bibb County, Georgia","35881","6634",
"1400000US13021013201","Census Tract 132.01, Bibb County, Georgia","30024","4298",
"1400000US13021013202","Census Tract 132.02, Bibb County, Georgia","26875","5425",
"1400000US13021013302","Census Tract 133.02, Bibb County, Georgia","36920","8665",
"1400000US13021013407","Census Tract 134.07, Bibb County, Georgia","39383","7316",
"1400000US13021013408","Census Tract 134.08, Bibb County, Georgia","103796","19114",
