"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)",
"0400000US13","Georgia","55679","243",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","58152","13824",
"1400000US13001950200","Census Tract 9502, Appling County, Georgia","36552","5064",
"1400000US13001950300","Census Tract 9503, Appling County, Georgia","35289","4494",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","43446","9282",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","41281","4930",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","31055","5751",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","35505","3576",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","40662","9045",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","40871","12085",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","39604","12404",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","32139","5987",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","31481","11530",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","42292","13467",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","55858","5378",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","50040","7256",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","61250","9668",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","34306","7275",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","17870","5357",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","24543","3944",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","26591","8694",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","27740","7142",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","38750","5690",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","45675","6085",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","43750","5689",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","48304","11371",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","46875","16399",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","83450","8349",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","51016","11090",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","78125","13406",
