"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)",
"0400000US13","Georgia","49179","208",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","42941","11908",
"1400000US13001950200","Census Tract 9502, Appling County, Georgia","31861","3772",
"1400000US13001950300","Census Tract 9503, Appling County, Georgia","36815","6902",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","40119","7525",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","38149","10250",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","28250","6943",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","28866","4976",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","33750","19415",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","34481","25085",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","37500","14291",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","30909","7441",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","26505","8503",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","32708","20250",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","36696","11776",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","37689","7655",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","54554","16240",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","30100","5120",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","19467","6192",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","28438","6784",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","19504","2643",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","25372","6723",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","39858","8205",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","39777","7595",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","39185","4001",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","51042","10715",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","35757","19365",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","67146","11650",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","53125","26255",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","49327","9141",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","50238","3280",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","40665","8030",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","56354","8929",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","35972","11382",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","44200","6498",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","40347","11894",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","57679","9200",
