"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"0400000US13","Georgia","61224","306",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","48136","28742",
"1400000US13001950201","Census Tract 9502.01, Appling County, Georgia","42857","8633",
"1400000US13001950202","Census Tract 9502.02, Appling County, Georgia","24008","7673",
"1400000US13001950301","Census Tract 9503.01, Appling County, Georgia","44018","22102",
"1400000US13001950302","Census Tract 9503.02, Appling County, Georgia","26318","21087",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","44643","15413",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","38535","6255",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","29603","5264",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","43292","9145",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","31802","17215",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","38056","6505",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","44250","20352",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","32872","6183",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","32734","16812",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","34777","8796",
"1400000US13009970101","Census Tract 9701.01, Baldwin County, Georgia","85938","21397",
"1400000US13009970102","Census Tract 9701.02, Baldwin County, Georgia","56793","22817",
"1400000US13009970201","Census Tract 9702.01, Baldwin County, Georgia","31230","10814",
"1400000US13009970202","Census Tract 9702.02, Baldwin County, Georgia","66121","11720",
"1400000US13009970301","Census Tract 9703.01, Baldwin County, Georgia","80357","22573",
"1400000US13009970302","Census Tract 9703.02, Baldwin County, Georgia","61699","21563",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","47429","11481",
"1400000US13009970501","Census Tract 9705.01, Baldwin County, Georgia","13635","2127",
"1400000US13009970502","Census Tract 9705.02, Baldwin County, Georgia","75433","16095",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","35036","6532",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","20147","9911",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","37500","19951",
"1400000US13009970801","Census Tract 9708.01, Baldwin County, Georgia","65273","34865",
"1400000US13009970802","Census Tract 9708.02, Baldwin County, Georgia","27399","5923",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","47348","6127",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","53235","5461",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","53031","3951",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","47083","21722",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","84620","19646",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","63258","7300",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","85238","16009",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","44500","11404",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","57656","16787",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","62250","27454",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","44205","4333",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","60576","2491",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","52276","4969",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","59063","13955",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","67583","15148",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","58192","17681",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","82700","21457",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","73466","8331",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","54917","5763",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","76635","9941",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","58006","9697",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","67519","15008",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","76490","20180",
"1400000US13015960103","Census Tract 9601.03, Bartow County, Georgia","95167","11526",
"1400000US13015960104","Census Tract 9601.04, Bartow County, Georgia","52297","15903",
"1400000US13015960105","Census Tract 9601.05, Bartow County, Georgia","61763","34086",
"1400000US13015960201","Census Tract 9602.01, Bartow County, Georgia","79706","15553",
"1400000US13015960202","Census Tract 9602.02, Bartow County, Georgia","46975","22013",
"1400000US13015960203","Census Tract 9602.03, Bartow County, Georgia","41087","14023",
"1400000US13015960301","Census Tract 9603.01, Bartow County, Georgia","68400","12421",
"1400000US13015960302","Census Tract 9603.02, Bartow County, Georgia","64615","18996",
"1400000US13015960403","Census Tract 9604.03, Bartow County, Georgia","44750","15278",
"1400000US13015960404","Census Tract 9604.04, Bartow County, Georgia","61702","9186",
"1400000US13015960405","Census Tract 9604.05, Bartow County, Georgia","66825","14805",
"1400000US13015960406","Census Tract 9604.06, Bartow County, Georgia","59875","18210",
"1400000US13015960407","Census Tract 9604.07, Bartow County, Georgia","92071","22314",
"1400000US13015960501","Census Tract 9605.01, Bartow County, Georgia","59506","12556",
"1400000US13015960502","Census Tract 9605.02, Bartow County, Georgia","54868","17047",
"1400000US13015960601","Census Tract 9606.01, Bartow County, Georgia","57892","11489",
"1400000US13015960602","Census Tract 9606.02, Bartow County, Georgia","39590","16574",
"1400000US13015960701","Census Tract 9607.01, Bartow County, Georgia","46038","7009",
"1400000US13015960702","Census Tract 9607.02, Bartow County, Georgia","42997","23384",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","51477","21599",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","40982","8991",
"1400000US13015960804","Census Tract 9608.04, Bartow County, Georgia","89656","10757",
"1400000US13015960805","Census Tract 9608.05, Bartow County, Georgia","46023","9602",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","67399","21923",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","68984","2791",
"1400000US13015961001","Census Tract 9610.01, Bartow County, Georgia","84173","15285",
"1400000US13015961002","Census Tract 9610.02, Bartow County, Georgia","55300","7480",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","48037","5198",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","55667","21646",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","37525","5660",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","25702","10573",
"1400000US13017960501","Census Tract 9605.01, Ben Hill County, Georgia","-","**",
"1400000US13017960502","Census Tract 9605.02, Ben Hill County, Georgia","26734","10814",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","52802","16521",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","39645","5529",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","40071","6582",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","38571","12887",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","47000","9269",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","50052","15080",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","12427","8813",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","26832","8452",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","25496","5523",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","12821","2384",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","19425","8113",
"1400000US13021011001","Census Tract 110.01, Bibb County, Georgia","23287","4104",
"1400000US13021011002","Census Tract 110.02, Bibb County, Georgia","28779","6280",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","13462","6150",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","9644","4613",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","31438","7922",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","35132","12428",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","61154","11774",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","43125","14908",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","68058","2489",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","66625","17978",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","60208","13491",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","31034","8955",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","22876","3866",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","12062","9411",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","35518","12581",
"1400000US13021012700","Census Tract 127, Bibb County, Georgia","13536","5348",
"1400000US13021012800","Census Tract 128, Bibb County, Georgia","20234","2498",
"1400000US13021012900","Census Tract 129, Bibb County, Georgia","25224","8167",
"1400000US13021013101","Census Tract 131.01, Bibb County, Georgia","27662","6916",
"1400000US13021013102","Census Tract 131.02, Bibb County, Georgia","39149","19158",
"1400000US13021013201","Census Tract 132.01, Bibb County, Georgia","29164","5109",
"1400000US13021013202","Census Tract 132.02, Bibb County, Georgia","23404","10432",
"1400000US13021013302","Census Tract 133.02, Bibb County, Georgia","41151","1813",
"1400000US13021013407","Census Tract 134.07, Bibb County, Georgia","51462","3138",
"1400000US13021013408","Census Tract 134.08, Bibb County, Georgia","88065","12763",
"1400000US13021013409","Census Tract 134.09, Bibb County, Georgia","56557","7051",
"1400000US13021013411","Census Tract 134.11, Bibb County, Georgia","68750","15471",
"1400000US13021013412","Census Tract 134.12, Bibb County, Georgia","94844","26125",
"1400000US13021013413","Census Tract 134.13, Bibb County, Georgia","68816","13419",
"1400000US13021013502","Census Tract 135.02, Bibb County, Georgia","47566","14056",
"1400000US13021013503","Census Tract 135.03, Bibb County, Georgia","51742","9757",
"1400000US13021013505","Census Tract 135.05, Bibb County, Georgia","46079","10114",
"1400000US13021013506","Census Tract 135.06, Bibb County, Georgia","87796","34243",
"1400000US13021013603","Census Tract 136.03, Bibb County, Georgia","67817","9219",
"1400000US13021013604","Census Tract 136.04, Bibb County, Georgia","60648","12647",
"1400000US13021013605","Census Tract 136.05, Bibb County, Georgia","72295","16668",
"1400000US13021013607","Census Tract 136.07, Bibb County, Georgia","73397","33631",
"1400000US13021013608","Census Tract 136.08, Bibb County, Georgia","73813","28884",
"1400000US13021013701","Census Tract 137.01, Bibb County, Georgia","33304","13648",
"1400000US13021013702","Census Tract 137.02, Bibb County, Georgia","-","**",
"1400000US13021013800","Census Tract 138, Bibb County, Georgia","17784","10397",
"1400000US13021013900","Census Tract 139, Bibb County, Georgia","35670","8291",
"1400000US13021014000","Census Tract 140, Bibb County, Georgia","22464","9471",
"1400000US13023790100","Census Tract 7901, Bleckley County, Georgia","53630","4082",
"1400000US13023790200","Census Tract 7902, Bleckley County, Georgia","45109","11728",
"1400000US13023790301","Census Tract 7903.01, Bleckley County, Georgia","27189","8004",
"1400000US13023790302","Census Tract 7903.02, Bleckley County, Georgia","45625","12062",
"1400000US13025960101","Census Tract 9601.01, Brantley County, Georgia","38480","13165",
"1400000US13025960102","Census Tract 9601.02, Brantley County, Georgia","36083","15170",
"1400000US13025960201","Census Tract 9602.01, Brantley County, Georgia","19993","6133",
"1400000US13025960202","Census Tract 9602.02, Brantley County, Georgia","40821","6952",
"1400000US13025960300","Census Tract 9603, Brantley County, Georgia","40640","12148",
"1400000US13027960200","Census Tract 9602, Brooks County, Georgia","31118","11129",
"1400000US13027960301","Census Tract 9603.01, Brooks County, Georgia","59552","3494",
"1400000US13027960302","Census Tract 9603.02, Brooks County, Georgia","42786","25254",
"1400000US13027960400","Census Tract 9604, Brooks County, Georgia","29440","14935",
"1400000US13027960500","Census Tract 9605, Brooks County, Georgia","28580","11106",
"1400000US13027960600","Census Tract 9606, Brooks County, Georgia","41060","9505",
"1400000US13029920101","Census Tract 9201.01, Bryan County, Georgia","54000","8596",
"1400000US13029920103","Census Tract 9201.03, Bryan County, Georgia","52887","4221",
"1400000US13029920104","Census Tract 9201.04, Bryan County, Georgia","75935","13039",
"1400000US13029920301","Census Tract 9203.01, Bryan County, Georgia","68674","13405",
"1400000US13029920303","Census Tract 9203.03, Bryan County, Georgia","59974","15923",
"1400000US13029920305","Census Tract 9203.05, Bryan County, Georgia","115688","13349",
"1400000US13029920307","Census Tract 9203.07, Bryan County, Georgia","132582","14698",
"1400000US13029920308","Census Tract 9203.08, Bryan County, Georgia","89750","11534",
"1400000US13029980000","Census Tract 9800, Bryan County, Georgia","-","**",
"1400000US13031110100","Census Tract 1101, Bulloch County, Georgia","48197","5042",
"1400000US13031110201","Census Tract 1102.01, Bulloch County, Georgia","52923","11021",
"1400000US13031110202","Census Tract 1102.02, Bulloch County, Georgia","54150","13047",
"1400000US13031110301","Census Tract 1103.01, Bulloch County, Georgia","61411","13688",
"1400000US13031110302","Census Tract 1103.02, Bulloch County, Georgia","78875","23068",
"1400000US13031110401","Census Tract 1104.01, Bulloch County, Georgia","26477","4106",
"1400000US13031110405","Census Tract 1104.05, Bulloch County, Georgia","32885","11519",
"1400000US13031110406","Census Tract 1104.06, Bulloch County, Georgia","31146","17543",
"1400000US13031110407","Census Tract 1104.07, Bulloch County, Georgia","28194","21974",
"1400000US13031110408","Census Tract 1104.08, Bulloch County, Georgia","30343","4737",
"1400000US13031110500","Census Tract 1105, Bulloch County, Georgia","35758","13398",
"1400000US13031110602","Census Tract 1106.02, Bulloch County, Georgia","37864","5288",
"1400000US13031110603","Census Tract 1106.03, Bulloch County, Georgia","67995","9164",
"1400000US13031110604","Census Tract 1106.04, Bulloch County, Georgia","24633","23131",
"1400000US13031110701","Census Tract 1107.01, Bulloch County, Georgia","54561","11510",
"1400000US13031110702","Census Tract 1107.02, Bulloch County, Georgia","73942","29066",
"1400000US13031110703","Census Tract 1107.03, Bulloch County, Georgia","54679","27981",
"1400000US13031110800","Census Tract 1108, Bulloch County, Georgia","52800","12520",
"1400000US13031110901","Census Tract 1109.01, Bulloch County, Georgia","66086","14806",
"1400000US13031110902","Census Tract 1109.02, Bulloch County, Georgia","54148","44694",
"1400000US13033950101","Census Tract 9501.01, Burke County, Georgia","49354","38205",
