"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)",
"0400000US13","Georgia","49604","201",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","38807","5478",
"1400000US13001950200","Census Tract 9502, Appling County, Georgia","30894","2065",
"1400000US13001950300","Census Tract 9503, Appling County, Georgia","38419","10406",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","39943","5761",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","37050","6511",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","22323","4637",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","29583","5611",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","35882","9460",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","34539","15181",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","33264","9069",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","33422","3539",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","23125","7751",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","25195","8943",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","43021","7964",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","40150","11143",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","51577","16856",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","31902","5693",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","19250","6165",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","28086","8399",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","19679","2645",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","29348","9208",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","41513","5905",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","38291","4976",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","40600","6126",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","41696","6905",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","48155","17078",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","67232","14259",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","47500","11326",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","50881","12388",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","49020","4016",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","38668","4622",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","63538","9742",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","35068","10152",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","41769","10073",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","34735","12657",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","53594","21930",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","58365","16325",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","58536","7471",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","56066","7186",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","62750","5719",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","45606","8487",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","52595","5354",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","45625","7433",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","60045","10250",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","78833","24194",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","63639","11189",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","45088","5874",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","59327","10864",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","46930","7333",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","40516","5868",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","40269","3113",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","44966","5091",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","41958","4808",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","61250","9148",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","40222","7055",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","54051","7088",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","42647","8310",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","55625","6184",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","68750","6324",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","38571","9911",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","31250","8121",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","24877","6620",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","24552","4502",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","33289","10450",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","27898","6245",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","24194","8259",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","26178","5773",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","31078","3744",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","35448","12429",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","44544","5844",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","14068","1895",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","23542","5846",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","21750","5514",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","18542","6290",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","10824","3394",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","30903","8226",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","27486","5397",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","15496","3078",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","16296","7544",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","36181","6769",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","29557","7664",
