"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)",
"0400000US13","Georgia","65030","355",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","59118","19099",
"1400000US13001950201","Census Tract 9502.01, Appling County, Georgia","40417","16406",
"1400000US13001950202","Census Tract 9502.02, Appling County, Georgia","25508","7865",
"1400000US13001950301","Census Tract 9503.01, Appling County, Georgia","46493","26705",
"1400000US13001950302","Census Tract 9503.02, Appling County, Georgia","32690","25650",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","47188","16294",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","35921","11158",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","30268","4595",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","41488","8903",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","34335","22767",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","46202","12498",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","46731","16417",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","29424","3818",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","41307","18872",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","30583","12338",
"1400000US13009970101","Census Tract 9701.01, Baldwin County, Georgia","89318","8796",
"1400000US13009970102","Census Tract 9701.02, Baldwin County, Georgia","59502","19056",
"1400000US13009970201","Census Tract 9702.01, Baldwin County, Georgia","31716","3756",
"1400000US13009970202","Census Tract 9702.02, Baldwin County, Georgia","70722","18034",
"1400000US13009970301","Census Tract 9703.01, Baldwin County, Georgia","74286","12886",
"1400000US13009970302","Census Tract 9703.02, Baldwin County, Georgia","64457","25804",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","48856","7221",
"1400000US13009970501","Census Tract 9705.01, Baldwin County, Georgia","14632","2837",
"1400000US13009970502","Census Tract 9705.02, Baldwin County, Georgia","78040","21490",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","31667","9581",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","21875","10697",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","41034","13521",
"1400000US13009970801","Census Tract 9708.01, Baldwin County, Georgia","68487","24027",
"1400000US13009970802","Census Tract 9708.02, Baldwin County, Georgia","44866","21786",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","52006","8428",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","64044","15029",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","59442","4700",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","60694","12906",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","100046","26957",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","68911","5210",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","78712","10731",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","53072","10319",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","64917","22764",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","78636","19668",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","44081","9751",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","63825","6561",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","55660","6428",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","60739","20850",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","65625","13784",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","61477","17257",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","86326","21365",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","80808","3418",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","60466","4217",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","77372","9532",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","61515","10237",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","58934","5771",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","72500","21674",
"1400000US13015960103","Census Tract 9601.03, Bartow County, Georgia","91766","10430",
"1400000US13015960104","Census Tract 9601.04, Bartow County, Georgia","54474","14251",
"1400000US13015960105","Census Tract 9601.05, Bartow County, Georgia","93750","50819",
"1400000US13015960201","Census Tract 9602.01, Bartow County, Georgia","83462","10418",
"1400000US13015960202","Census Tract 9602.02, Bartow County, Georgia","68601","13558",
"1400000US13015960203","Census Tract 9602.03, Bartow County, Georgia","65123","15783",
"1400000US13015960301","Census Tract 9603.01, Bartow County, Georgia","76667","5711",
"1400000US13015960302","Census Tract 9603.02, Bartow County, Georgia","50234","18296",
"1400000US13015960403","Census Tract 9604.03, Bartow County, Georgia","42426","15426",
"1400000US13015960404","Census Tract 9604.04, Bartow County, Georgia","63913","10909",
"1400000US13015960405","Census Tract 9604.05, Bartow County, Georgia","69102","20528",
