"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"13","Georgia","13063040520","Clayton County, GA - 13063040520","2021","5.0%","","(4.0% - 6.0%)","4.0%","6.0%",
"13","Georgia","13063040520","Clayton County, GA - 13063040520","2022","Low Population","","","","",
"13","Georgia","13063040521","Clayton County, GA - 13063040521","2018","8.1%","","(7.3% - 8.8%)","7.3%","8.8%",
"13","Georgia","13063040521","Clayton County, GA - 13063040521","2019","8.1%","","(7.4% - 8.9%)","7.4%","8.9%",
"13","Georgia","13063040521","Clayton County, GA - 13063040521","2020","7.4%","","(6.5% - 8.3%)","6.5%","8.3%",
"13","Georgia","13063040521","Clayton County, GA - 13063040521","2021","7.4%","","(6.4% - 8.6%)","6.4%","8.6%",
"13","Georgia","13063040521","Clayton County, GA - 13063040521","2022","8.3%","","(7.5% - 9.2%)","7.5%","9.2%",
"13","Georgia","13063040522","Clayton County, GA - 13063040522","2018","7.7%","","(7.1% - 8.3%)","7.1%","8.3%",
"13","Georgia","13063040522","Clayton County, GA - 13063040522","2019","8.0%","","(7.4% - 8.6%)","7.4%","8.6%",
"13","Georgia","13063040522","Clayton County, GA - 13063040522","2020","7.2%","","(6.5% - 8.1%)","6.5%","8.1%",
"13","Georgia","13063040522","Clayton County, GA - 13063040522","2021","7.2%","","(6.3% - 8.3%)","6.3%","8.3%",
"13","Georgia","13063040522","Clayton County, GA - 13063040522","2022","9.3%","","(8.4% - 10.2%)","8.4%","10.2%",
"13","Georgia","13063040523","Clayton County, GA - 13063040523","2018","6.3%","","(5.6% - 7.0%)","5.6%","7.0%",
"13","Georgia","13063040523","Clayton County, GA - 13063040523","2019","6.1%","","(5.4% - 6.7%)","5.4%","6.7%",
"13","Georgia","13063040523","Clayton County, GA - 13063040523","2020","5.3%","","(4.7% - 6.0%)","4.7%","6.0%",
"13","Georgia","13063040523","Clayton County, GA - 13063040523","2021","5.4%","","(4.6% - 6.3%)","4.6%","6.3%",
"13","Georgia","13063040523","Clayton County, GA - 13063040523","2022","8.3%","","(7.4% - 9.1%)","7.4%","9.1%",
"13","Georgia","13063040524","Clayton County, GA - 13063040524","2018","7.1%","","(6.5% - 7.9%)","6.5%","7.9%",
"13","Georgia","13063040524","Clayton County, GA - 13063040524","2019","6.9%","","(6.3% - 7.6%)","6.3%","7.6%",
"13","Georgia","13063040524","Clayton County, GA - 13063040524","2020","6.1%","","(5.5% - 6.9%)","5.5%","6.9%",
"13","Georgia","13063040524","Clayton County, GA - 13063040524","2021","6.2%","","(5.3% - 7.2%)","5.3%","7.2%",
"13","Georgia","13063040524","Clayton County, GA - 13063040524","2022","Low Population","","","","",
"13","Georgia","13063040525","Clayton County, GA - 13063040525","2018","7.1%","","(6.1% - 8.2%)","6.1%","8.2%",
"13","Georgia","13063040525","Clayton County, GA - 13063040525","2019","6.9%","","(5.9% - 8.0%)","5.9%","8.0%",
"13","Georgia","13063040525","Clayton County, GA - 13063040525","2020","6.2%","","(5.4% - 7.3%)","5.4%","7.3%",
"13","Georgia","13063040525","Clayton County, GA - 13063040525","2021","6.3%","","(5.2% - 7.6%)","5.2%","7.6%",
"13","Georgia","13063040525","Clayton County, GA - 13063040525","2022","7.4%","","(6.6% - 8.2%)","6.6%","8.2%",
"13","Georgia","13063040526","Clayton County, GA - 13063040526","2018","7.5%","","(6.6% - 8.5%)","6.6%","8.5%",
"13","Georgia","13063040526","Clayton County, GA - 13063040526","2019","6.8%","","(5.9% - 7.8%)","5.9%","7.8%",
"13","Georgia","13063040526","Clayton County, GA - 13063040526","2020","6.1%","","(5.3% - 6.9%)","5.3%","6.9%",
"13","Georgia","13063040526","Clayton County, GA - 13063040526","2021","6.2%","","(5.1% - 7.4%)","5.1%","7.4%",
"13","Georgia","13063040526","Clayton County, GA - 13063040526","2022","Low Population","","","","",
"13","Georgia","13063040527","Clayton County, GA - 13063040527","2022","5.0%","","(4.5% - 5.6%)","4.5%","5.6%",
"13","Georgia","13063040528","Clayton County, GA - 13063040528","2022","6.6%","","(5.9% - 7.3%)","5.9%","7.3%",
"13","Georgia","13063040529","Clayton County, GA - 13063040529","2022","8.1%","","(7.3% - 8.9%)","7.3%","8.9%",
"13","Georgia","13063040530","Clayton County, GA - 13063040530","2022","5.9%","","(5.3% - 6.6%)","5.3%","6.6%",
"13","Georgia","13063040531","Clayton County, GA - 13063040531","2022","7.4%","","(6.6% - 8.2%)","6.6%","8.2%",
"13","Georgia","13063040532","Clayton County, GA - 13063040532","2022","6.3%","","(5.6% - 7.0%)","5.6%","7.0%",
"13","Georgia","13063040533","Clayton County, GA - 13063040533","2022","6.9%","","(6.3% - 7.7%)","6.3%","7.7%",
"13","Georgia","13063040534","Clayton County, GA - 13063040534","2022","7.3%","","(6.6% - 8.1%)","6.6%","8.1%",
"13","Georgia","13063040535","Clayton County, GA - 13063040535","2022","7.1%","","(6.4% - 7.9%)","6.4%","7.9%",
"13","Georgia","13063040536","Clayton County, GA - 13063040536","2022","8.4%","","(7.5% - 9.3%)","7.5%","9.3%",
"13","Georgia","13063040537","Clayton County, GA - 13063040537","2022","7.0%","","(6.3% - 7.8%)","6.3%","7.8%",
"13","Georgia","13063040538","Clayton County, GA - 13063040538","2022","5.5%","","(4.9% - 6.1%)","4.9%","6.1%",
"13","Georgia","13063040606","Clayton County, GA - 13063040606","2018","8.2%","","(7.7% - 8.7%)","7.7%","8.7%",
"13","Georgia","13063040606","Clayton County, GA - 13063040606","2019","8.5%","","(8.0% - 9.1%)","8.0%","9.1%",
"13","Georgia","13063040606","Clayton County, GA - 13063040606","2020","7.8%","","(7.3% - 8.5%)","7.3%","8.5%",
"13","Georgia","13063040606","Clayton County, GA - 13063040606","2021","7.8%","","(6.8% - 8.9%)","6.8%","8.9%",
"13","Georgia","13063040606","Clayton County, GA - 13063040606","2022","6.7%","","(6.1% - 7.4%)","6.1%","7.4%",
"13","Georgia","13063040608","Clayton County, GA - 13063040608","2018","5.6%","","(5.1% - 6.1%)","5.1%","6.1%",
"13","Georgia","13063040608","Clayton County, GA - 13063040608","2019","5.6%","","(5.1% - 6.1%)","5.1%","6.1%",
"13","Georgia","13063040608","Clayton County, GA - 13063040608","2020","4.9%","","(4.4% - 5.4%)","4.4%","5.4%",
"13","Georgia","13063040608","Clayton County, GA - 13063040608","2021","5.0%","","(4.3% - 5.8%)","4.3%","5.8%",
"13","Georgia","13063040608","Clayton County, GA - 13063040608","2022","Low Population","","","","",
"13","Georgia","13063040609","Clayton County, GA - 13063040609","2018","7.3%","","(6.7% - 8.1%)","6.7%","8.1%",
"13","Georgia","13063040609","Clayton County, GA - 13063040609","2019","6.9%","","(6.2% - 7.6%)","6.2%","7.6%",
"13","Georgia","13063040609","Clayton County, GA - 13063040609","2020","6.2%","","(5.5% - 6.9%)","5.5%","6.9%",
"13","Georgia","13063040609","Clayton County, GA - 13063040609","2021","6.2%","","(5.3% - 7.2%)","5.3%","7.2%",
"13","Georgia","13063040609","Clayton County, GA - 13063040609","2022","6.7%","","(6.0% - 7.5%)","6.0%","7.5%",
"13","Georgia","13063040611","Clayton County, GA - 13063040611","2018","7.9%","","(7.3% - 8.5%)","7.3%","8.5%",
"13","Georgia","13063040611","Clayton County, GA - 13063040611","2019","7.2%","","(6.6% - 7.7%)","6.6%","7.7%",
"13","Georgia","13063040611","Clayton County, GA - 13063040611","2020","6.4%","","(5.9% - 7.0%)","5.9%","7.0%",
"13","Georgia","13063040611","Clayton County, GA - 13063040611","2021","6.5%","","(5.6% - 7.5%)","5.6%","7.5%",
"13","Georgia","13063040611","Clayton County, GA - 13063040611","2022","Low Population","","","","",
"13","Georgia","13063040612","Clayton County, GA - 13063040612","2018","7.8%","","(7.1% - 8.5%)","7.1%","8.5%",
"13","Georgia","13063040612","Clayton County, GA - 13063040612","2019","7.9%","","(7.2% - 8.5%)","7.2%","8.5%",
"13","Georgia","13063040612","Clayton County, GA - 13063040612","2020","7.1%","","(6.5% - 7.7%)","6.5%","7.7%",
"13","Georgia","13063040612","Clayton County, GA - 13063040612","2021","7.2%","","(6.2% - 8.3%)","6.2%","8.3%",
"13","Georgia","13063040612","Clayton County, GA - 13063040612","2022","Low Population","","","","",
"13","Georgia","13063040613","Clayton County, GA - 13063040613","2018","7.2%","","(6.4% - 8.1%)","6.4%","8.1%",
"13","Georgia","13063040613","Clayton County, GA - 13063040613","2019","7.0%","","(6.2% - 7.8%)","6.2%","7.8%",
"13","Georgia","13063040613","Clayton County, GA - 13063040613","2020","6.2%","","(5.4% - 7.1%)","5.4%","7.1%",
"13","Georgia","13063040613","Clayton County, GA - 13063040613","2021","6.3%","","(5.2% - 7.4%)","5.2%","7.4%",
"13","Georgia","13063040613","Clayton County, GA - 13063040613","2022","Low Population","","","","",
"13","Georgia","13063040614","Clayton County, GA - 13063040614","2018","7.2%","","(6.1% - 8.5%)","6.1%","8.5%",
"13","Georgia","13063040614","Clayton County, GA - 13063040614","2019","6.3%","","(5.3% - 7.4%)","5.3%","7.4%",
"13","Georgia","13063040614","Clayton County, GA - 13063040614","2020","5.6%","","(4.7% - 6.6%)","4.7%","6.6%",
"13","Georgia","13063040614","Clayton County, GA - 13063040614","2021","5.6%","","(4.5% - 6.8%)","4.5%","6.8%",
"13","Georgia","13063040614","Clayton County, GA - 13063040614","2022","7.0%","","(6.2% - 7.7%)","6.2%","7.7%",
"13","Georgia","13063040615","Clayton County, GA - 13063040615","2018","7.0%","","(6.0% - 8.0%)","6.0%","8.0%",
"13","Georgia","13063040615","Clayton County, GA - 13063040615","2019","7.0%","","(6.0% - 7.9%)","6.0%","7.9%",
"13","Georgia","13063040615","Clayton County, GA - 13063040615","2020","6.2%","","(5.4% - 7.1%)","5.4%","7.1%",
"13","Georgia","13063040615","Clayton County, GA - 13063040615","2021","6.3%","","(5.2% - 7.6%)","5.2%","7.6%",
"13","Georgia","13063040615","Clayton County, GA - 13063040615","2022","7.0%","","(6.2% - 7.7%)","6.2%","7.7%",
"13","Georgia","13063040616","Clayton County, GA - 13063040616","2018","5.1%","","(4.7% - 5.5%)","4.7%","5.5%",
"13","Georgia","13063040616","Clayton County, GA - 13063040616","2019","5.0%","","(4.6% - 5.4%)","4.6%","5.4%",
"13","Georgia","13063040616","Clayton County, GA - 13063040616","2020","4.4%","","(4.1% - 4.7%)","4.1%","4.7%",
"13","Georgia","13063040616","Clayton County, GA - 13063040616","2021","4.5%","","(3.9% - 5.1%)","3.9%","5.1%",
"13","Georgia","13063040616","Clayton County, GA - 13063040616","2022","Low Population","","","","",
"13","Georgia","13063040617","Clayton County, GA - 13063040617","2018","9.4%","","(8.5% - 10.2%)","8.5%","10.2%",
"13","Georgia","13063040617","Clayton County, GA - 13063040617","2019","10.0%","","(9.1% - 10.9%)","9.1%","10.9%",
"13","Georgia","13063040617","Clayton County, GA - 13063040617","2020","9.4%","","(8.5% - 10.3%)","8.5%","10.3%",
"13","Georgia","13063040617","Clayton County, GA - 13063040617","2021","9.3%","","(8.0% - 10.6%)","8.0%","10.6%",
"13","Georgia","13063040617","Clayton County, GA - 13063040617","2022","10.0%","","(9.1% - 11.0%)","9.1%","11.0%",
"13","Georgia","13063040619","Clayton County, GA - 13063040619","2018","5.1%","","(4.3% - 5.9%)","4.3%","5.9%",
"13","Georgia","13063040619","Clayton County, GA - 13063040619","2019","5.2%","","(4.5% - 6.0%)","4.5%","6.0%",
"13","Georgia","13063040619","Clayton County, GA - 13063040619","2020","4.5%","","(3.8% - 5.2%)","3.8%","5.2%",
"13","Georgia","13063040619","Clayton County, GA - 13063040619","2021","4.6%","","(3.8% - 5.5%)","3.8%","5.5%",
"13","Georgia","13063040619","Clayton County, GA - 13063040619","2022","Low Population","","","","",
"13","Georgia","13063040620","Clayton County, GA - 13063040620","2018","5.7%","","(4.9% - 6.5%)","4.9%","6.5%",
"13","Georgia","13063040620","Clayton County, GA - 13063040620","2019","5.9%","","(5.1% - 6.7%)","5.1%","6.7%",
"13","Georgia","13063040620","Clayton County, GA - 13063040620","2020","5.1%","","(4.5% - 5.8%)","4.5%","5.8%",
"13","Georgia","13063040620","Clayton County, GA - 13063040620","2021","5.2%","","(4.4% - 6.2%)","4.4%","6.2%",
"13","Georgia","13063040620","Clayton County, GA - 13063040620","2022","Low Population","","","","",
"13","Georgia","13063040621","Clayton County, GA - 13063040621","2018","5.5%","","(5.1% - 5.9%)","5.1%","5.9%",
"13","Georgia","13063040621","Clayton County, GA - 13063040621","2019","5.7%","","(5.3% - 6.2%)","5.3%","6.2%",
"13","Georgia","13063040621","Clayton County, GA - 13063040621","2020","5.0%","","(4.5% - 5.6%)","4.5%","5.6%",
"13","Georgia","13063040621","Clayton County, GA - 13063040621","2021","5.1%","","(4.4% - 5.9%)","4.4%","5.9%",
"13","Georgia","13063040621","Clayton County, GA - 13063040621","2022","Low Population","","","","",
"13","Georgia","13063040622","Clayton County, GA - 13063040622","2018","7.5%","","(6.7% - 8.5%)","6.7%","8.5%",
"13","Georgia","13063040622","Clayton County, GA - 13063040622","2019","7.2%","","(6.4% - 8.1%)","6.4%","8.1%",
"13","Georgia","13063040622","Clayton County, GA - 13063040622","2020","6.4%","","(5.7% - 7.2%)","5.7%","7.2%",
"13","Georgia","13063040622","Clayton County, GA - 13063040622","2021","6.5%","","(5.5% - 7.7%)","5.5%","7.7%",
"13","Georgia","13063040622","Clayton County, GA - 13063040622","2022","Low Population","","","","",
"13","Georgia","13063040623","Clayton County, GA - 13063040623","2022","9.6%","","(8.7% - 10.7%)","8.7%","10.7%",
"13","Georgia","13063040624","Clayton County, GA - 13063040624","2022","9.8%","","(8.8% - 10.7%)","8.8%","10.7%",
"13","Georgia","13063040625","Clayton County, GA - 13063040625","2022","5.7%","","(5.1% - 6.3%)","5.1%","6.3%",
"13","Georgia","13063040626","Clayton County, GA - 13063040626","2022","6.9%","","(6.2% - 7.7%)","6.2%","7.7%",
"13","Georgia","13063040627","Clayton County, GA - 13063040627","2022","7.9%","","(7.1% - 8.7%)","7.1%","8.7%",
"13","Georgia","13063040628","Clayton County, GA - 13063040628","2022","6.8%","","(6.1% - 7.5%)","6.1%","7.5%",
"13","Georgia","13063040629","Clayton County, GA - 13063040629","2022","7.2%","","(6.5% - 8.0%)","6.5%","8.0%",
"13","Georgia","13063040630","Clayton County, GA - 13063040630","2022","7.0%","","(6.3% - 7.8%)","6.3%","7.8%",
"13","Georgia","13063040631","Clayton County, GA - 13063040631","2022","6.8%","","(6.1% - 7.6%)","6.1%","7.6%",
"13","Georgia","13063040632","Clayton County, GA - 13063040632","2022","5.9%","","(5.3% - 6.6%)","5.3%","6.6%",
"13","Georgia","13063040633","Clayton County, GA - 13063040633","2022","9.1%","","(8.2% - 10.0%)","8.2%","10.0%",
"13","Georgia","13063040634","Clayton County, GA - 13063040634","2022","10.3%","","(9.3% - 11.4%)","9.3%","11.4%",
"13","Georgia","13063040635","Clayton County, GA - 13063040635","2022","8.6%","","(7.8% - 9.6%)","7.8%","9.6%",
"13","Georgia","13063040636","Clayton County, GA - 13063040636","2022","6.6%","","(5.9% - 7.3%)","5.9%","7.3%",
"13","Georgia","13063040637","Clayton County, GA - 13063040637","2022","6.9%","","(6.2% - 7.7%)","6.2%","7.7%",
"13","Georgia","13063040638","Clayton County, GA - 13063040638","2022","7.2%","","(6.5% - 8.0%)","6.5%","8.0%",
"13","Georgia","13063040639","Clayton County, GA - 13063040639","2022","4.9%","","(4.3% - 5.4%)","4.3%","5.4%",
"13","Georgia","13063980000","Clayton County, GA - 13063980000","2018","Low Population","","","","",
"13","Georgia","13063980000","Clayton County, GA - 13063980000","2019","Low Population","","","","",
"13","Georgia","13063980000","Clayton County, GA - 13063980000","2020","Low Population","","","","",
"13","Georgia","13063980000","Clayton County, GA - 13063980000","2021","Low Population","","","","",
"13","Georgia","13063980000","Clayton County, GA - 13063980000","2022","Low Population","","","","",
"13","Georgia","13065970100","Clinch County, GA - 13065970100","2018","12.6%","","(11.5% - 13.9%)","11.5%","13.9%",
"13","Georgia","13065970100","Clinch County, GA - 13065970100","2019","13.1%","","(12.0% - 14.2%)","12.0%","14.2%",
"13","Georgia","13065970100","Clinch County, GA - 13065970100","2020","12.2%","","(10.9% - 13.6%)","10.9%","13.6%",
"13","Georgia","13065970100","Clinch County, GA - 13065970100","2021","12.0%","","(10.4% - 13.7%)","10.4%","13.7%",
"13","Georgia","13065970100","Clinch County, GA - 13065970100","2022","15.0%","","(13.7% - 16.4%)","13.7%","16.4%",
"13","Georgia","13065970200","Clinch County, GA - 13065970200","2018","15.8%","","(14.9% - 16.8%)","14.9%","16.8%",
"13","Georgia","13065970200","Clinch County, GA - 13065970200","2019","17.1%","","(16.1% - 18.0%)","16.1%","18.0%",
"13","Georgia","13065970200","Clinch County, GA - 13065970200","2020","16.3%","","(15.2% - 17.6%)","15.2%","17.6%",
"13","Georgia","13065970200","Clinch County, GA - 13065970200","2021","15.9%","","(14.0% - 17.7%)","14.0%","17.7%",
"13","Georgia","13065970200","Clinch County, GA - 13065970200","2022","11.2%","","(10.2% - 12.4%)","10.2%","12.4%",
"13","Georgia","13067030101","Cobb County, GA - 13067030101","2018","7.1%","","(6.1% - 8.1%)","6.1%","8.1%",
"13","Georgia","13067030101","Cobb County, GA - 13067030101","2019","6.6%","","(5.8% - 7.6%)","5.8%","7.6%",
"13","Georgia","13067030101","Cobb County, GA - 13067030101","2020","5.9%","","(4.9% - 6.9%)","4.9%","6.9%",
"13","Georgia","13067030101","Cobb County, GA - 13067030101","2021","5.8%","","(4.7% - 6.9%)","4.7%","6.9%",
"13","Georgia","13067030101","Cobb County, GA - 13067030101","2022","Low Population","","","","",
"13","Georgia","13067030103","Cobb County, GA - 13067030103","2018","5.4%","","(5.0% - 6.0%)","5.0%","6.0%",
"13","Georgia","13067030103","Cobb County, GA - 13067030103","2019","5.2%","","(4.7% - 5.8%)","4.7%","5.8%",
"13","Georgia","13067030103","Cobb County, GA - 13067030103","2020","4.6%","","(4.1% - 5.1%)","4.1%","5.1%",
"13","Georgia","13067030103","Cobb County, GA - 13067030103","2021","4.5%","","(3.9% - 5.3%)","3.9%","5.3%",
"13","Georgia","13067030103","Cobb County, GA - 13067030103","2022","Low Population","","","","",
"13","Georgia","13067030104","Cobb County, GA - 13067030104","2018","7.3%","","(6.4% - 8.4%)","6.4%","8.4%",
"13","Georgia","13067030104","Cobb County, GA - 13067030104","2019","6.9%","","(6.1% - 7.8%)","6.1%","7.8%",
"13","Georgia","13067030104","Cobb County, GA - 13067030104","2020","6.2%","","(5.3% - 7.1%)","5.3%","7.1%",
"13","Georgia","13067030104","Cobb County, GA - 13067030104","2021","6.1%","","(5.1% - 7.3%)","5.1%","7.3%",
"13","Georgia","13067030104","Cobb County, GA - 13067030104","2022","8.0%","","(7.2% - 8.8%)","7.2%","8.8%",
"13","Georgia","13067030106","Cobb County, GA - 13067030106","2018","5.5%","","(4.9% - 6.1%)","4.9%","6.1%",
"13","Georgia","13067030106","Cobb County, GA - 13067030106","2019","5.3%","","(4.7% - 5.9%)","4.7%","5.9%",
"13","Georgia","13067030106","Cobb County, GA - 13067030106","2020","4.7%","","(4.1% - 5.3%)","4.1%","5.3%",
"13","Georgia","13067030106","Cobb County, GA - 13067030106","2021","4.6%","","(3.9% - 5.4%)","3.9%","5.4%",
"13","Georgia","13067030106","Cobb County, GA - 13067030106","2022","Low Population","","","","",
"13","Georgia","13067030107","Cobb County, GA - 13067030107","2018","4.6%","","(4.1% - 5.2%)","4.1%","5.2%",
"13","Georgia","13067030107","Cobb County, GA - 13067030107","2019","4.4%","","(4.0% - 4.9%)","4.0%","4.9%",
"13","Georgia","13067030107","Cobb County, GA - 13067030107","2020","3.8%","","(3.4% - 4.2%)","3.4%","4.2%",
"13","Georgia","13067030107","Cobb County, GA - 13067030107","2021","3.8%","","(3.2% - 4.4%)","3.2%","4.4%",
"13","Georgia","13067030107","Cobb County, GA - 13067030107","2022","5.0%","","(4.5% - 5.5%)","4.5%","5.5%",
"13","Georgia","13067030108","Cobb County, GA - 13067030108","2022","6.7%","","(6.0% - 7.4%)","6.0%","7.4%",
"13","Georgia","13067030109","Cobb County, GA - 13067030109","2022","5.7%","","(5.2% - 6.3%)","5.2%","6.3%",
"13","Georgia","13067030110","Cobb County, GA - 13067030110","2022","7.6%","","(6.9% - 8.4%)","6.9%","8.4%",
"13","Georgia","13067030111","Cobb County, GA - 13067030111","2022","7.1%","","(6.4% - 7.8%)","6.4%","7.8%",
"13","Georgia","13067030112","Cobb County, GA - 13067030112","2022","5.2%","","(4.7% - 5.7%)","4.7%","5.7%",
"13","Georgia","13067030113","Cobb County, GA - 13067030113","2022","5.4%","","(4.9% - 6.0%)","4.9%","6.0%",
"13","Georgia","13067030209","Cobb County, GA - 13067030209","2018","5.6%","","(4.8% - 6.5%)","4.8%","6.5%",
"13","Georgia","13067030209","Cobb County, GA - 13067030209","2019","5.4%","","(4.7% - 6.3%)","4.7%","6.3%",
"13","Georgia","13067030209","Cobb County, GA - 13067030209","2020","4.7%","","(4.1% - 5.5%)","4.1%","5.5%",
"13","Georgia","13067030209","Cobb County, GA - 13067030209","2021","4.7%","","(3.8% - 5.6%)","3.8%","5.6%",
"13","Georgia","13067030209","Cobb County, GA - 13067030209","2022","Low Population","","","","",
"13","Georgia","13067030214","Cobb County, GA - 13067030214","2018","5.3%","","(4.4% - 6.4%)","4.4%","6.4%",
"13","Georgia","13067030214","Cobb County, GA - 13067030214","2019","5.1%","","(4.3% - 6.1%)","4.3%","6.1%",
"13","Georgia","13067030214","Cobb County, GA - 13067030214","2020","4.4%","","(3.6% - 5.4%)","3.6%","5.4%",
"13","Georgia","13067030214","Cobb County, GA - 13067030214","2021","4.4%","","(3.5% - 5.4%)","3.5%","5.4%",
"13","Georgia","13067030214","Cobb County, GA - 13067030214","2022","Low Population","","","","",
"13","Georgia","13067030215","Cobb County, GA - 13067030215","2018","5.7%","","(4.9% - 6.4%)","4.9%","6.4%",
"13","Georgia","13067030215","Cobb County, GA - 13067030215","2019","5.7%","","(5.0% - 6.5%)","5.0%","6.5%",
"13","Georgia","13067030215","Cobb County, GA - 13067030215","2020","4.9%","","(4.2% - 5.8%)","4.2%","5.8%",
"13","Georgia","13067030215","Cobb County, GA - 13067030215","2021","4.9%","","(4.1% - 5.8%)","4.1%","5.8%",
"13","Georgia","13067030215","Cobb County, GA - 13067030215","2022","Low Population","","","","",
"13","Georgia","13067030218","Cobb County, GA - 13067030218","2018","4.3%","","(3.5% - 5.2%)","3.5%","5.2%",
"13","Georgia","13067030218","Cobb County, GA - 13067030218","2019","4.1%","","(3.4% - 5.1%)","3.4%","5.1%",
"13","Georgia","13067030218","Cobb County, GA - 13067030218","2020","3.5%","","(2.8% - 4.4%)","2.8%","4.4%",
"13","Georgia","13067030218","Cobb County, GA - 13067030218","2021","3.5%","","(2.7% - 4.5%)","2.7%","4.5%",
"13","Georgia","13067030218","Cobb County, GA - 13067030218","2022","Low Population","","","","",
"13","Georgia","13067030219","Cobb County, GA - 13067030219","2018","5.0%","","(4.3% - 5.8%)","4.3%","5.8%",
"13","Georgia","13067030219","Cobb County, GA - 13067030219","2019","4.8%","","(4.0% - 5.5%)","4.0%","5.5%",
"13","Georgia","13067030219","Cobb County, GA - 13067030219","2020","4.1%","","(3.5% - 4.8%)","3.5%","4.8%",
"13","Georgia","13067030219","Cobb County, GA - 13067030219","2021","4.1%","","(3.3% - 5.0%)","3.3%","5.0%",
"13","Georgia","13067030219","Cobb County, GA - 13067030219","2022","Low Population","","","","",
"13","Georgia","13067030220","Cobb County, GA - 13067030220","2018","5.4%","","(4.5% - 6.4%)","4.5%","6.4%",
"13","Georgia","13067030220","Cobb County, GA - 13067030220","2019","4.8%","","(4.0% - 5.6%)","4.0%","5.6%",
"13","Georgia","13067030220","Cobb County, GA - 13067030220","2020","4.2%","","(3.5% - 4.9%)","3.5%","4.9%",
"13","Georgia","13067030220","Cobb County, GA - 13067030220","2021","4.1%","","(3.3% - 5.0%)","3.3%","5.0%",
"13","Georgia","13067030220","Cobb County, GA - 13067030220","2022","5.8%","","(5.2% - 6.4%)","5.2%","6.4%",
"13","Georgia","13067030222","Cobb County, GA - 13067030222","2018","4.7%","","(4.1% - 5.4%)","4.1%","5.4%",
"13","Georgia","13067030222","Cobb County, GA - 13067030222","2019","4.6%","","(3.9% - 5.3%)","3.9%","5.3%",
"13","Georgia","13067030222","Cobb County, GA - 13067030222","2020","4.0%","","(3.4% - 4.6%)","3.4%","4.6%",
"13","Georgia","13067030222","Cobb County, GA - 13067030222","2021","3.9%","","(3.3% - 4.7%)","3.3%","4.7%",
"13","Georgia","13067030222","Cobb County, GA - 13067030222","2022","Low Population","","","","",
"13","Georgia","13067030223","Cobb County, GA - 13067030223","2018","5.4%","","(4.9% - 6.0%)","4.9%","6.0%",
"13","Georgia","13067030223","Cobb County, GA - 13067030223","2019","5.5%","","(4.9% - 6.0%)","4.9%","6.0%",
"13","Georgia","13067030223","Cobb County, GA - 13067030223","2020","4.8%","","(4.3% - 5.3%)","4.3%","5.3%",
"13","Georgia","13067030223","Cobb County, GA - 13067030223","2021","4.7%","","(4.0% - 5.5%)","4.0%","5.5%",
"13","Georgia","13067030223","Cobb County, GA - 13067030223","2022","Low Population","","","","",
"13","Georgia","13067030224","Cobb County, GA - 13067030224","2018","5.1%","","(4.5% - 5.6%)","4.5%","5.6%",
"13","Georgia","13067030224","Cobb County, GA - 13067030224","2019","4.8%","","(4.3% - 5.3%)","4.3%","5.3%",
"13","Georgia","13067030224","Cobb County, GA - 13067030224","2020","4.2%","","(3.6% - 4.9%)","3.6%","4.9%",
"13","Georgia","13067030224","Cobb County, GA - 13067030224","2021","4.1%","","(3.5% - 4.9%)","3.5%","4.9%",
"13","Georgia","13067030224","Cobb County, GA - 13067030224","2022","Low Population","","","","",
"13","Georgia","13067030226","Cobb County, GA - 13067030226","2018","3.9%","","(3.6% - 4.2%)","3.6%","4.2%",
"13","Georgia","13067030226","Cobb County, GA - 13067030226","2019","4.2%","","(3.8% - 4.5%)","3.8%","4.5%",
"13","Georgia","13067030226","Cobb County, GA - 13067030226","2020","3.6%","","(3.2% - 4.0%)","3.2%","4.0%",
"13","Georgia","13067030226","Cobb County, GA - 13067030226","2021","3.6%","","(3.1% - 4.2%)","3.1%","4.2%",
"13","Georgia","13067030226","Cobb County, GA - 13067030226","2022","Low Population","","","","",
"13","Georgia","13067030227","Cobb County, GA - 13067030227","2018","5.7%","","(5.0% - 6.5%)","5.0%","6.5%",
"13","Georgia","13067030227","Cobb County, GA - 13067030227","2019","6.0%","","(5.2% - 6.8%)","5.2%","6.8%",
"13","Georgia","13067030227","Cobb County, GA - 13067030227","2020","5.3%","","(4.6% - 6.1%)","4.6%","6.1%",
"13","Georgia","13067030227","Cobb County, GA - 13067030227","2021","5.3%","","(4.4% - 6.3%)","4.4%","6.3%",
"13","Georgia","13067030227","Cobb County, GA - 13067030227","2022","Low Population","","","","",
"13","Georgia","13067030228","Cobb County, GA - 13067030228","2018","5.5%","","(5.0% - 6.1%)","5.0%","6.1%",
"13","Georgia","13067030228","Cobb County, GA - 13067030228","2019","5.1%","","(4.6% - 5.7%)","4.6%","5.7%",
"13","Georgia","13067030228","Cobb County, GA - 13067030228","2020","4.6%","","(4.1% - 5.1%)","4.1%","5.1%",
"13","Georgia","13067030228","Cobb County, GA - 13067030228","2021","4.5%","","(3.8% - 5.3%)","3.8%","5.3%",
"13","Georgia","13067030228","Cobb County, GA - 13067030228","2022","Low Population","","","","",
"13","Georgia","13067030229","Cobb County, GA - 13067030229","2018","3.9%","","(3.5% - 4.3%)","3.5%","4.3%",
