"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"13","Georgia","13129970400","Gordon County, GA - 13129970400","2022","10.3%","","(9.3% - 11.4%)","9.3%","11.4%",
"13","Georgia","13129970500","Gordon County, GA - 13129970500","2018","9.9%","","(8.8% - 11.0%)","8.8%","11.0%",
"13","Georgia","13129970500","Gordon County, GA - 13129970500","2019","8.9%","","(7.8% - 10.0%)","7.8%","10.0%",
"13","Georgia","13129970500","Gordon County, GA - 13129970500","2020","8.2%","","(6.9% - 9.5%)","6.9%","9.5%",
"13","Georgia","13129970500","Gordon County, GA - 13129970500","2021","8.1%","","(6.8% - 9.4%)","6.8%","9.4%",
"13","Georgia","13129970500","Gordon County, GA - 13129970500","2022","10.0%","","(9.0% - 11.1%)","9.0%","11.1%",
"13","Georgia","13129970600","Gordon County, GA - 13129970600","2018","11.4%","","(10.5% - 12.2%)","10.5%","12.2%",
"13","Georgia","13129970600","Gordon County, GA - 13129970600","2019","10.7%","","(10.0% - 11.6%)","10.0%","11.6%",
"13","Georgia","13129970600","Gordon County, GA - 13129970600","2020","10.0%","","(9.0% - 11.1%)","9.0%","11.1%",
"13","Georgia","13129970600","Gordon County, GA - 13129970600","2021","9.9%","","(8.6% - 11.4%)","8.6%","11.4%",
"13","Georgia","13129970600","Gordon County, GA - 13129970600","2022","Low Population","","","","",
"13","Georgia","13129970601","Gordon County, GA - 13129970601","2022","12.0%","","(10.8% - 13.2%)","10.8%","13.2%",
"13","Georgia","13129970602","Gordon County, GA - 13129970602","2022","11.1%","","(10.0% - 12.1%)","10.0%","12.1%",
"13","Georgia","13129970700","Gordon County, GA - 13129970700","2018","9.8%","","(9.0% - 10.7%)","9.0%","10.7%",
"13","Georgia","13129970700","Gordon County, GA - 13129970700","2019","9.9%","","(9.1% - 10.8%)","9.1%","10.8%",
"13","Georgia","13129970700","Gordon County, GA - 13129970700","2020","9.1%","","(8.3% - 9.9%)","8.3%","9.9%",
"13","Georgia","13129970700","Gordon County, GA - 13129970700","2021","9.0%","","(7.7% - 10.3%)","7.7%","10.3%",
"13","Georgia","13129970700","Gordon County, GA - 13129970700","2022","10.7%","","(9.7% - 11.8%)","9.7%","11.8%",
"13","Georgia","13129970800","Gordon County, GA - 13129970800","2018","7.5%","","(6.8% - 8.4%)","6.8%","8.4%",
"13","Georgia","13129970800","Gordon County, GA - 13129970800","2019","7.0%","","(6.2% - 7.8%)","6.2%","7.8%",
"13","Georgia","13129970800","Gordon County, GA - 13129970800","2020","6.2%","","(5.5% - 7.1%)","5.5%","7.1%",
"13","Georgia","13129970800","Gordon County, GA - 13129970800","2021","6.2%","","(5.2% - 7.3%)","5.2%","7.3%",
"13","Georgia","13129970800","Gordon County, GA - 13129970800","2022","Low Population","","","","",
"13","Georgia","13129970801","Gordon County, GA - 13129970801","2022","8.3%","","(7.5% - 9.1%)","7.5%","9.1%",
"13","Georgia","13129970802","Gordon County, GA - 13129970802","2022","9.6%","","(8.6% - 10.6%)","8.6%","10.6%",
"13","Georgia","13129970900","Gordon County, GA - 13129970900","2018","8.4%","","(7.7% - 9.1%)","7.7%","9.1%",
"13","Georgia","13129970900","Gordon County, GA - 13129970900","2019","7.6%","","(7.0% - 8.2%)","7.0%","8.2%",
"13","Georgia","13129970900","Gordon County, GA - 13129970900","2020","6.8%","","(6.3% - 7.4%)","6.3%","7.4%",
"13","Georgia","13129970900","Gordon County, GA - 13129970900","2021","6.8%","","(5.9% - 7.8%)","5.9%","7.8%",
"13","Georgia","13129970900","Gordon County, GA - 13129970900","2022","Low Population","","","","",
"13","Georgia","13129970901","Gordon County, GA - 13129970901","2022","7.0%","","(6.2% - 7.7%)","6.2%","7.7%",
"13","Georgia","13129970902","Gordon County, GA - 13129970902","2022","9.2%","","(8.3% - 10.2%)","8.3%","10.2%",
"13","Georgia","13131950100","Grady County, GA - 13131950100","2018","10.2%","","(9.3% - 11.0%)","9.3%","11.0%",
"13","Georgia","13131950100","Grady County, GA - 13131950100","2019","10.2%","","(9.4% - 11.0%)","9.4%","11.0%",
"13","Georgia","13131950100","Grady County, GA - 13131950100","2020","9.5%","","(8.7% - 10.3%)","8.7%","10.3%",
"13","Georgia","13131950100","Grady County, GA - 13131950100","2021","9.2%","","(8.0% - 10.7%)","8.0%","10.7%",
"13","Georgia","13131950100","Grady County, GA - 13131950100","2022","10.2%","","(9.2% - 11.3%)","9.2%","11.3%",
"13","Georgia","13131950200","Grady County, GA - 13131950200","2018","11.4%","","(10.3% - 12.4%)","10.3%","12.4%",
"13","Georgia","13131950200","Grady County, GA - 13131950200","2019","10.1%","","(9.2% - 11.1%)","9.2%","11.1%",
"13","Georgia","13131950200","Grady County, GA - 13131950200","2020","9.4%","","(8.2% - 10.6%)","8.2%","10.6%",
"13","Georgia","13131950200","Grady County, GA - 13131950200","2021","9.2%","","(7.8% - 10.8%)","7.8%","10.8%",
"13","Georgia","13131950200","Grady County, GA - 13131950200","2022","9.8%","","(8.8% - 10.8%)","8.8%","10.8%",
"13","Georgia","13131950300","Grady County, GA - 13131950300","2018","9.3%","","(8.5% - 10.1%)","8.5%","10.1%",
"13","Georgia","13131950300","Grady County, GA - 13131950300","2019","9.3%","","(8.4% - 10.1%)","8.4%","10.1%",
"13","Georgia","13131950300","Grady County, GA - 13131950300","2020","8.6%","","(7.7% - 9.4%)","7.7%","9.4%",
"13","Georgia","13131950300","Grady County, GA - 13131950300","2021","8.4%","","(7.3% - 9.7%)","7.3%","9.7%",
"13","Georgia","13131950300","Grady County, GA - 13131950300","2022","10.0%","","(9.0% - 11.0%)","9.0%","11.0%",
"13","Georgia","13131950400","Grady County, GA - 13131950400","2018","10.2%","","(9.5% - 10.9%)","9.5%","10.9%",
"13","Georgia","13131950400","Grady County, GA - 13131950400","2019","11.0%","","(10.2% - 11.7%)","10.2%","11.7%",
"13","Georgia","13131950400","Grady County, GA - 13131950400","2020","10.3%","","(9.5% - 11.0%)","9.5%","11.0%",
"13","Georgia","13131950400","Grady County, GA - 13131950400","2021","10.0%","","(8.8% - 11.4%)","8.8%","11.4%",
"13","Georgia","13131950400","Grady County, GA - 13131950400","2022","Low Population","","","","",
"13","Georgia","13131950401","Grady County, GA - 13131950401","2022","12.8%","","(11.6% - 14.0%)","11.6%","14.0%",
"13","Georgia","13131950402","Grady County, GA - 13131950402","2022","12.5%","","(11.4% - 13.7%)","11.4%","13.7%",
"13","Georgia","13131950500","Grady County, GA - 13131950500","2018","9.9%","","(9.1% - 10.7%)","9.1%","10.7%",
"13","Georgia","13131950500","Grady County, GA - 13131950500","2019","9.8%","","(9.0% - 10.5%)","9.0%","10.5%",
"13","Georgia","13131950500","Grady County, GA - 13131950500","2020","9.1%","","(8.0% - 10.2%)","8.0%","10.2%",
"13","Georgia","13131950500","Grady County, GA - 13131950500","2021","8.9%","","(7.7% - 10.2%)","7.7%","10.2%",
"13","Georgia","13131950500","Grady County, GA - 13131950500","2022","Low Population","","","","",
"13","Georgia","13131950501","Grady County, GA - 13131950501","2022","9.5%","","(8.6% - 10.5%)","8.6%","10.5%",
"13","Georgia","13131950502","Grady County, GA - 13131950502","2022","8.2%","","(7.4% - 9.1%)","7.4%","9.1%",
"13","Georgia","13131950600","Grady County, GA - 13131950600","2018","8.8%","","(8.1% - 9.6%)","8.1%","9.6%",
"13","Georgia","13131950600","Grady County, GA - 13131950600","2019","9.3%","","(8.5% - 10.2%)","8.5%","10.2%",
"13","Georgia","13131950600","Grady County, GA - 13131950600","2020","8.5%","","(7.7% - 9.4%)","7.7%","9.4%",
"13","Georgia","13131950600","Grady County, GA - 13131950600","2021","8.4%","","(7.2% - 9.9%)","7.2%","9.9%",
"13","Georgia","13131950600","Grady County, GA - 13131950600","2022","9.5%","","(8.5% - 10.5%)","8.5%","10.5%",
"13","Georgia","13133950100","Greene County, GA - 13133950100","2018","12.2%","","(11.4% - 13.1%)","11.4%","13.1%",
"13","Georgia","13133950100","Greene County, GA - 13133950100","2019","10.9%","","(10.0% - 11.7%)","10.0%","11.7%",
"13","Georgia","13133950100","Greene County, GA - 13133950100","2020","10.0%","","(9.1% - 10.8%)","9.1%","10.8%",
"13","Georgia","13133950100","Greene County, GA - 13133950100","2021","9.9%","","(8.5% - 11.3%)","8.5%","11.3%",
"13","Georgia","13133950100","Greene County, GA - 13133950100","2022","10.4%","","(9.4% - 11.5%)","9.4%","11.5%",
"13","Georgia","13133950200","Greene County, GA - 13133950200","2018","13.4%","","(12.5% - 14.4%)","12.5%","14.4%",
"13","Georgia","13133950200","Greene County, GA - 13133950200","2019","12.9%","","(12.1% - 13.8%)","12.1%","13.8%",
"13","Georgia","13133950200","Greene County, GA - 13133950200","2020","12.0%","","(11.0% - 13.1%)","11.0%","13.1%",
"13","Georgia","13133950200","Greene County, GA - 13133950200","2021","11.9%","","(10.4% - 13.4%)","10.4%","13.4%",
"13","Georgia","13133950200","Greene County, GA - 13133950200","2022","10.6%","","(9.6% - 11.6%)","9.6%","11.6%",
"13","Georgia","13133950301","Greene County, GA - 13133950301","2018","7.4%","","(5.7% - 9.8%)","5.7%","9.8%",
"13","Georgia","13133950301","Greene County, GA - 13133950301","2019","7.5%","","(5.7% - 9.6%)","5.7%","9.6%",
"13","Georgia","13133950301","Greene County, GA - 13133950301","2020","6.8%","","(5.2% - 9.0%)","5.2%","9.0%",
"13","Georgia","13133950301","Greene County, GA - 13133950301","2021","6.7%","","(4.9% - 9.0%)","4.9%","9.0%",
"13","Georgia","13133950301","Greene County, GA - 13133950301","2022","7.2%","","(6.4% - 8.0%)","6.4%","8.0%",
"13","Georgia","13133950302","Greene County, GA - 13133950302","2018","7.9%","","(6.5% - 9.4%)","6.5%","9.4%",
"13","Georgia","13133950302","Greene County, GA - 13133950302","2019","8.2%","","(6.7% - 9.9%)","6.7%","9.9%",
"13","Georgia","13133950302","Greene County, GA - 13133950302","2020","7.6%","","(6.2% - 9.2%)","6.2%","9.2%",
"13","Georgia","13133950302","Greene County, GA - 13133950302","2021","7.4%","","(5.7% - 9.2%)","5.7%","9.2%",
"13","Georgia","13133950302","Greene County, GA - 13133950302","2022","8.3%","","(7.4% - 9.2%)","7.4%","9.2%",
"13","Georgia","13133950303","Greene County, GA - 13133950303","2018","11.5%","","(10.8% - 12.3%)","10.8%","12.3%",
"13","Georgia","13133950303","Greene County, GA - 13133950303","2019","10.5%","","(9.8% - 11.3%)","9.8%","11.3%",
"13","Georgia","13133950303","Greene County, GA - 13133950303","2020","9.7%","","(8.8% - 10.7%)","8.8%","10.7%",
"13","Georgia","13133950303","Greene County, GA - 13133950303","2021","9.6%","","(8.4% - 11.1%)","8.4%","11.1%",
"13","Georgia","13133950303","Greene County, GA - 13133950303","2022","Low Population","","","","",
"13","Georgia","13133950304","Greene County, GA - 13133950304","2022","6.5%","","(5.9% - 7.2%)","5.9%","7.2%",
"13","Georgia","13133950305","Greene County, GA - 13133950305","2022","11.1%","","(10.0% - 12.2%)","10.0%","12.2%",
"13","Georgia","13133950400","Greene County, GA - 13133950400","2018","11.8%","","(10.8% - 12.7%)","10.8%","12.7%",
"13","Georgia","13133950400","Greene County, GA - 13133950400","2019","13.2%","","(12.2% - 14.2%)","12.2%","14.2%",
"13","Georgia","13133950400","Greene County, GA - 13133950400","2020","12.2%","","(11.1% - 13.3%)","11.1%","13.3%",
"13","Georgia","13133950400","Greene County, GA - 13133950400","2021","12.1%","","(10.5% - 13.9%)","10.5%","13.9%",
"13","Georgia","13133950400","Greene County, GA - 13133950400","2022","14.2%","","(12.9% - 15.6%)","12.9%","15.6%",
"13","Georgia","13133950500","Greene County, GA - 13133950500","2018","10.7%","","(9.5% - 11.9%)","9.5%","11.9%",
"13","Georgia","13133950500","Greene County, GA - 13133950500","2019","10.8%","","(9.6% - 11.9%)","9.6%","11.9%",
"13","Georgia","13133950500","Greene County, GA - 13133950500","2020","9.9%","","(8.7% - 11.0%)","8.7%","11.0%",
"13","Georgia","13133950500","Greene County, GA - 13133950500","2021","9.8%","","(8.4% - 11.4%)","8.4%","11.4%",
"13","Georgia","13133950500","Greene County, GA - 13133950500","2022","10.5%","","(9.5% - 11.7%)","9.5%","11.7%",
"13","Georgia","13135050103","Gwinnett County, GA - 13135050103","2018","6.0%","","(5.5% - 6.6%)","5.5%","6.6%",
"13","Georgia","13135050103","Gwinnett County, GA - 13135050103","2019","5.8%","","(5.2% - 6.4%)","5.2%","6.4%",
"13","Georgia","13135050103","Gwinnett County, GA - 13135050103","2020","5.1%","","(4.3% - 6.0%)","4.3%","6.0%",
"13","Georgia","13135050103","Gwinnett County, GA - 13135050103","2021","5.1%","","(4.4% - 6.0%)","4.4%","6.0%",
"13","Georgia","13135050103","Gwinnett County, GA - 13135050103","2022","Low Population","","","","",
"13","Georgia","13135050105","Gwinnett County, GA - 13135050105","2018","9.4%","","(8.6% - 10.3%)","8.6%","10.3%",
"13","Georgia","13135050105","Gwinnett County, GA - 13135050105","2019","9.9%","","(9.0% - 10.8%)","9.0%","10.8%",
"13","Georgia","13135050105","Gwinnett County, GA - 13135050105","2020","8.9%","","(8.0% - 9.9%)","8.0%","9.9%",
"13","Georgia","13135050105","Gwinnett County, GA - 13135050105","2021","9.0%","","(7.6% - 10.3%)","7.6%","10.3%",
"13","Georgia","13135050105","Gwinnett County, GA - 13135050105","2022","8.5%","","(7.7% - 9.4%)","7.7%","9.4%",
"13","Georgia","13135050106","Gwinnett County, GA - 13135050106","2018","7.0%","","(6.4% - 7.6%)","6.4%","7.6%",
"13","Georgia","13135050106","Gwinnett County, GA - 13135050106","2019","7.0%","","(6.4% - 7.6%)","6.4%","7.6%",
"13","Georgia","13135050106","Gwinnett County, GA - 13135050106","2020","6.2%","","(5.4% - 7.0%)","5.4%","7.0%",
"13","Georgia","13135050106","Gwinnett County, GA - 13135050106","2021","6.2%","","(5.3% - 7.2%)","5.3%","7.2%",
"13","Georgia","13135050106","Gwinnett County, GA - 13135050106","2022","Low Population","","","","",
"13","Georgia","13135050107","Gwinnett County, GA - 13135050107","2018","4.5%","","(3.9% - 5.1%)","3.9%","5.1%",
"13","Georgia","13135050107","Gwinnett County, GA - 13135050107","2019","4.4%","","(3.9% - 5.0%)","3.9%","5.0%",
"13","Georgia","13135050107","Gwinnett County, GA - 13135050107","2020","3.7%","","(3.1% - 4.4%)","3.1%","4.4%",
"13","Georgia","13135050107","Gwinnett County, GA - 13135050107","2021","3.8%","","(3.2% - 4.5%)","3.2%","4.5%",
"13","Georgia","13135050107","Gwinnett County, GA - 13135050107","2022","Low Population","","","","",
"13","Georgia","13135050108","Gwinnett County, GA - 13135050108","2018","3.9%","","(3.5% - 4.4%)","3.5%","4.4%",
"13","Georgia","13135050108","Gwinnett County, GA - 13135050108","2019","4.2%","","(3.8% - 4.7%)","3.8%","4.7%",
"13","Georgia","13135050108","Gwinnett County, GA - 13135050108","2020","3.6%","","(3.2% - 4.2%)","3.2%","4.2%",
"13","Georgia","13135050108","Gwinnett County, GA - 13135050108","2021","3.6%","","(3.1% - 4.3%)","3.1%","4.3%",
"13","Georgia","13135050108","Gwinnett County, GA - 13135050108","2022","Low Population","","","","",
"13","Georgia","13135050109","Gwinnett County, GA - 13135050109","2018","5.3%","","(4.7% - 5.8%)","4.7%","5.8%",
"13","Georgia","13135050109","Gwinnett County, GA - 13135050109","2019","5.6%","","(5.1% - 6.2%)","5.1%","6.2%",
"13","Georgia","13135050109","Gwinnett County, GA - 13135050109","2020","4.9%","","(4.3% - 5.6%)","4.3%","5.6%",
"13","Georgia","13135050109","Gwinnett County, GA - 13135050109","2021","4.9%","","(4.2% - 5.8%)","4.2%","5.8%",
"13","Georgia","13135050109","Gwinnett County, GA - 13135050109","2022","Low Population","","","","",
"13","Georgia","13135050110","Gwinnett County, GA - 13135050110","2022","7.2%","","(6.5% - 8.0%)","6.5%","8.0%",
"13","Georgia","13135050111","Gwinnett County, GA - 13135050111","2022","7.9%","","(7.2% - 8.8%)","7.2%","8.8%",
"13","Georgia","13135050112","Gwinnett County, GA - 13135050112","2022","5.0%","","(4.5% - 5.6%)","4.5%","5.6%",
"13","Georgia","13135050113","Gwinnett County, GA - 13135050113","2022","4.8%","","(4.3% - 5.4%)","4.3%","5.4%",
"13","Georgia","13135050114","Gwinnett County, GA - 13135050114","2022","6.5%","","(5.8% - 7.2%)","5.8%","7.2%",
"13","Georgia","13135050115","Gwinnett County, GA - 13135050115","2022","8.2%","","(7.4% - 9.0%)","7.4%","9.0%",
"13","Georgia","13135050116","Gwinnett County, GA - 13135050116","2022","4.0%","","(3.6% - 4.4%)","3.6%","4.4%",
"13","Georgia","13135050117","Gwinnett County, GA - 13135050117","2022","6.1%","","(5.5% - 6.8%)","5.5%","6.8%",
"13","Georgia","13135050118","Gwinnett County, GA - 13135050118","2022","5.5%","","(4.9% - 6.1%)","4.9%","6.1%",
"13","Georgia","13135050119","Gwinnett County, GA - 13135050119","2022","5.1%","","(4.6% - 5.7%)","4.6%","5.7%",
"13","Georgia","13135050120","Gwinnett County, GA - 13135050120","2022","4.1%","","(3.7% - 4.6%)","3.7%","4.6%",
"13","Georgia","13135050121","Gwinnett County, GA - 13135050121","2022","4.6%","","(4.1% - 5.1%)","4.1%","5.1%",
"13","Georgia","13135050205","Gwinnett County, GA - 13135050205","2018","5.9%","","(5.0% - 6.9%)","5.0%","6.9%",
"13","Georgia","13135050205","Gwinnett County, GA - 13135050205","2019","5.8%","","(4.9% - 6.7%)","4.9%","6.7%",
"13","Georgia","13135050205","Gwinnett County, GA - 13135050205","2020","5.0%","","(4.2% - 5.9%)","4.2%","5.9%",
"13","Georgia","13135050205","Gwinnett County, GA - 13135050205","2021","5.0%","","(4.1% - 6.0%)","4.1%","6.0%",
"13","Georgia","13135050205","Gwinnett County, GA - 13135050205","2022","4.8%","","(4.2% - 5.3%)","4.2%","5.3%",
"13","Georgia","13135050208","Gwinnett County, GA - 13135050208","2018","4.7%","","(4.1% - 5.4%)","4.1%","5.4%",
"13","Georgia","13135050208","Gwinnett County, GA - 13135050208","2019","4.6%","","(4.1% - 5.3%)","4.1%","5.3%",
"13","Georgia","13135050208","Gwinnett County, GA - 13135050208","2020","4.0%","","(3.5% - 4.6%)","3.5%","4.6%",
"13","Georgia","13135050208","Gwinnett County, GA - 13135050208","2021","4.0%","","(3.4% - 4.9%)","3.4%","4.9%",
"13","Georgia","13135050208","Gwinnett County, GA - 13135050208","2022","Low Population","","","","",
"13","Georgia","13135050209","Gwinnett County, GA - 13135050209","2018","5.0%","","(4.4% - 5.7%)","4.4%","5.7%",
"13","Georgia","13135050209","Gwinnett County, GA - 13135050209","2019","5.5%","","(4.8% - 6.3%)","4.8%","6.3%",
"13","Georgia","13135050209","Gwinnett County, GA - 13135050209","2020","4.8%","","(4.2% - 5.6%)","4.2%","5.6%",
"13","Georgia","13135050209","Gwinnett County, GA - 13135050209","2021","4.8%","","(4.0% - 5.7%)","4.0%","5.7%",
"13","Georgia","13135050209","Gwinnett County, GA - 13135050209","2022","Low Population","","","","",
"13","Georgia","13135050210","Gwinnett County, GA - 13135050210","2018","3.9%","","(3.4% - 4.5%)","3.4%","4.5%",
"13","Georgia","13135050210","Gwinnett County, GA - 13135050210","2019","3.9%","","(3.4% - 4.5%)","3.4%","4.5%",
"13","Georgia","13135050210","Gwinnett County, GA - 13135050210","2020","3.4%","","(2.9% - 3.9%)","2.9%","3.9%",
"13","Georgia","13135050210","Gwinnett County, GA - 13135050210","2021","3.4%","","(2.8% - 4.1%)","2.8%","4.1%",
"13","Georgia","13135050210","Gwinnett County, GA - 13135050210","2022","Low Population","","","","",
"13","Georgia","13135050211","Gwinnett County, GA - 13135050211","2018","5.9%","","(5.4% - 6.5%)","5.4%","6.5%",
"13","Georgia","13135050211","Gwinnett County, GA - 13135050211","2019","5.1%","","(4.7% - 5.6%)","4.7%","5.6%",
"13","Georgia","13135050211","Gwinnett County, GA - 13135050211","2020","4.5%","","(4.0% - 4.9%)","4.0%","4.9%",
"13","Georgia","13135050211","Gwinnett County, GA - 13135050211","2021","4.5%","","(3.8% - 5.2%)","3.8%","5.2%",
"13","Georgia","13135050211","Gwinnett County, GA - 13135050211","2022","Low Population","","","","",
"13","Georgia","13135050212","Gwinnett County, GA - 13135050212","2018","4.0%","","(3.5% - 4.5%)","3.5%","4.5%",
"13","Georgia","13135050212","Gwinnett County, GA - 13135050212","2019","3.9%","","(3.4% - 4.4%)","3.4%","4.4%",
"13","Georgia","13135050212","Gwinnett County, GA - 13135050212","2020","3.3%","","(2.8% - 4.0%)","2.8%","4.0%",
"13","Georgia","13135050212","Gwinnett County, GA - 13135050212","2021","3.3%","","(2.7% - 4.0%)","2.7%","4.0%",
"13","Georgia","13135050212","Gwinnett County, GA - 13135050212","2022","Low Population","","","","",
"13","Georgia","13135050213","Gwinnett County, GA - 13135050213","2018","4.2%","","(3.7% - 4.6%)","3.7%","4.6%",
"13","Georgia","13135050213","Gwinnett County, GA - 13135050213","2019","4.2%","","(3.7% - 4.6%)","3.7%","4.6%",
"13","Georgia","13135050213","Gwinnett County, GA - 13135050213","2020","3.6%","","(3.0% - 4.2%)","3.0%","4.2%",
"13","Georgia","13135050213","Gwinnett County, GA - 13135050213","2021","3.5%","","(3.0% - 4.1%)","3.0%","4.1%",
"13","Georgia","13135050213","Gwinnett County, GA - 13135050213","2022","Low Population","","","","",
"13","Georgia","13135050214","Gwinnett County, GA - 13135050214","2018","4.7%","","(4.2% - 5.3%)","4.2%","5.3%",
"13","Georgia","13135050214","Gwinnett County, GA - 13135050214","2019","4.5%","","(4.0% - 5.0%)","4.0%","5.0%",
"13","Georgia","13135050214","Gwinnett County, GA - 13135050214","2020","3.9%","","(3.4% - 4.4%)","3.4%","4.4%",
"13","Georgia","13135050214","Gwinnett County, GA - 13135050214","2021","3.9%","","(3.2% - 4.6%)","3.2%","4.6%",
"13","Georgia","13135050214","Gwinnett County, GA - 13135050214","2022","Low Population","","","","",
"13","Georgia","13135050215","Gwinnett County, GA - 13135050215","2018","2.7%","","(2.3% - 3.0%)","2.3%","3.0%",
"13","Georgia","13135050215","Gwinnett County, GA - 13135050215","2019","2.7%","","(2.4% - 3.1%)","2.4%","3.1%",
"13","Georgia","13135050215","Gwinnett County, GA - 13135050215","2020","2.2%","","(2.0% - 2.5%)","2.0%","2.5%",
"13","Georgia","13135050215","Gwinnett County, GA - 13135050215","2021","2.2%","","(1.9% - 2.7%)","1.9%","2.7%",
"13","Georgia","13135050215","Gwinnett County, GA - 13135050215","2022","3.7%","","(3.3% - 4.1%)","3.3%","4.1%",
"13","Georgia","13135050216","Gwinnett County, GA - 13135050216","2018","4.3%","","(3.9% - 4.8%)","3.9%","4.8%",
"13","Georgia","13135050216","Gwinnett County, GA - 13135050216","2019","4.4%","","(3.9% - 4.8%)","3.9%","4.8%",
"13","Georgia","13135050216","Gwinnett County, GA - 13135050216","2020","3.8%","","(3.3% - 4.2%)","3.3%","4.2%",
"13","Georgia","13135050216","Gwinnett County, GA - 13135050216","2021","3.7%","","(3.1% - 4.3%)","3.1%","4.3%",
"13","Georgia","13135050216","Gwinnett County, GA - 13135050216","2022","Low Population","","","","",
"13","Georgia","13135050217","Gwinnett County, GA - 13135050217","2018","5.1%","","(4.5% - 5.7%)","4.5%","5.7%",
"13","Georgia","13135050217","Gwinnett County, GA - 13135050217","2019","4.7%","","(4.2% - 5.3%)","4.2%","5.3%",
"13","Georgia","13135050217","Gwinnett County, GA - 13135050217","2020","4.1%","","(3.6% - 4.7%)","3.6%","4.7%",
"13","Georgia","13135050217","Gwinnett County, GA - 13135050217","2021","4.1%","","(3.4% - 4.8%)","3.4%","4.8%",
"13","Georgia","13135050217","Gwinnett County, GA - 13135050217","2022","Low Population","","","","",
"13","Georgia","13135050218","Gwinnett County, GA - 13135050218","2018","6.0%","","(5.5% - 6.6%)","5.5%","6.6%",
"13","Georgia","13135050218","Gwinnett County, GA - 13135050218","2019","6.4%","","(5.8% - 7.0%)","5.8%","7.0%",
"13","Georgia","13135050218","Gwinnett County, GA - 13135050218","2020","5.7%","","(4.9% - 6.4%)","4.9%","6.4%",
"13","Georgia","13135050218","Gwinnett County, GA - 13135050218","2021","5.6%","","(4.8% - 6.4%)","4.8%","6.4%",
"13","Georgia","13135050218","Gwinnett County, GA - 13135050218","2022","5.4%","","(4.9% - 6.0%)","4.9%","6.0%",
"13","Georgia","13135050219","Gwinnett County, GA - 13135050219","2018","5.2%","","(4.5% - 5.9%)","4.5%","5.9%",
"13","Georgia","13135050219","Gwinnett County, GA - 13135050219","2019","5.2%","","(4.5% - 5.9%)","4.5%","5.9%",
"13","Georgia","13135050219","Gwinnett County, GA - 13135050219","2020","4.6%","","(3.9% - 5.3%)","3.9%","5.3%",
"13","Georgia","13135050219","Gwinnett County, GA - 13135050219","2021","4.5%","","(3.7% - 5.4%)","3.7%","5.4%",
"13","Georgia","13135050219","Gwinnett County, GA - 13135050219","2022","4.6%","","(4.2% - 5.2%)","4.2%","5.2%",
"13","Georgia","13135050220","Gwinnett County, GA - 13135050220","2018","4.3%","","(3.8% - 4.8%)","3.8%","4.8%",
"13","Georgia","13135050220","Gwinnett County, GA - 13135050220","2019","4.3%","","(3.8% - 4.9%)","3.8%","4.9%",
"13","Georgia","13135050220","Gwinnett County, GA - 13135050220","2020","3.8%","","(3.3% - 4.4%)","3.3%","4.4%",
"13","Georgia","13135050220","Gwinnett County, GA - 13135050220","2021","3.8%","","(3.2% - 4.5%)","3.2%","4.5%",
"13","Georgia","13135050220","Gwinnett County, GA - 13135050220","2022","Low Population","","","","",
"13","Georgia","13135050221","Gwinnett County, GA - 13135050221","2022","3.3%","","(3.0% - 3.7%)","3.0%","3.7%",
"13","Georgia","13135050222","Gwinnett County, GA - 13135050222","2022","5.8%","","(5.3% - 6.5%)","5.3%","6.5%",
"13","Georgia","13135050223","Gwinnett County, GA - 13135050223","2022","5.0%","","(4.5% - 5.6%)","4.5%","5.6%",
"13","Georgia","13135050224","Gwinnett County, GA - 13135050224","2022","4.7%","","(4.2% - 5.2%)","4.2%","5.2%",
"13","Georgia","13135050225","Gwinnett County, GA - 13135050225","2022","5.7%","","(5.1% - 6.4%)","5.1%","6.4%",
"13","Georgia","13135050226","Gwinnett County, GA - 13135050226","2022","4.3%","","(3.9% - 4.8%)","3.9%","4.8%",
"13","Georgia","13135050227","Gwinnett County, GA - 13135050227","2022","6.0%","","(5.4% - 6.6%)","5.4%","6.6%",
"13","Georgia","13135050228","Gwinnett County, GA - 13135050228","2022","5.0%","","(4.5% - 5.5%)","4.5%","5.5%",
"13","Georgia","13135050229","Gwinnett County, GA - 13135050229","2022","5.4%","","(4.8% - 6.0%)","4.8%","6.0%",
"13","Georgia","13135050230","Gwinnett County, GA - 13135050230","2022","3.7%","","(3.3% - 4.1%)","3.3%","4.1%",
"13","Georgia","13135050231","Gwinnett County, GA - 13135050231","2022","3.9%","","(3.5% - 4.3%)","3.5%","4.3%",
"13","Georgia","13135050232","Gwinnett County, GA - 13135050232","2022","4.0%","","(3.6% - 4.4%)","3.6%","4.4%",
"13","Georgia","13135050233","Gwinnett County, GA - 13135050233","2022","3.5%","","(3.1% - 3.9%)","3.1%","3.9%",
"13","Georgia","13135050234","Gwinnett County, GA - 13135050234","2022","4.9%","","(4.4% - 5.4%)","4.4%","5.4%",
"13","Georgia","13135050235","Gwinnett County, GA - 13135050235","2022","3.7%","","(3.3% - 4.1%)","3.3%","4.1%",
"13","Georgia","13135050236","Gwinnett County, GA - 13135050236","2022","4.2%","","(3.8% - 4.7%)","3.8%","4.7%",
"13","Georgia","13135050237","Gwinnett County, GA - 13135050237","2022","4.9%","","(4.4% - 5.5%)","4.4%","5.5%",
