"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","4536","369","16","28","0","18","0","18","0","18","0","18","36","50","7","12","0","18","13","22","11","18","41","38","124","102","76","65","43","37","170","138","1671","375","205","103","216","97","460","149","297","116","598","159","361","111","110","88","81","58",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","4072","340","79","81","0","18","0","18","0","18","0","18","24","29","0","18","18","29","17","29","21","32","54","75","50","52","0","18","78","64","102","81","860","216","199","121","118","70","753","226","406","158","618","219","453","172","121","70","101","68",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","2443","254","45","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","13","0","13","39","39","55","46","92","75","95","72","41","39","776","213","112","59","68","43","409","199","156","72","262","87","203","71","9","16","78","45",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","2594","365","14","19","0","18","0","18","0","18","0","18","17","27","0","18","4","8","10","20","21","24","26","36","74","53","77","81","27","32","70","74","817","262","259","137","71","57","484","176","131","75","393","156","57","51","27","32","15","25",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","2465","279","32","25","0","13","0","13","0","13","14","18","2","6","0","13","11","14","0","13","38","40","57","52","57","55","210","93","205","99","99","59","869","185","71","53","115","61","343","120","106","61","181","78","40","37","9","14","6","10",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","1534","228","86","100","0","13","12","23","0","13","0","13","0","13","0","13","25","21","0","13","43","92","13","18","22","22","82","41","107","52","98","53","476","122","150","70","66","27","131","65","115","70","53","32","33","32","10","15","12","15",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","1783","341","61","48","0","13","0","13","0","13","5","12","12","19","0","13","10","14","3","5","83","70","62","53","4","8","92","57","91","44","19","22","563","171","203","116","115","63","208","81","72","54","79","39","77","64","3","6","21","20",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","4988","478","66","54","0","18","0","18","0","18","10","14","0","18","13","17","0","18","0","18","76","69","107","82","129","73","175","91","225","120","44","51","1758","379","588","204","166","83","764","190","398","186","349","143","64","44","0","18","56","76",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","3520","240","116","70","0","18","0","18","0","18","8","15","3","6","12","15","47","58","20","21","75","52","68","50","91","60","125","58","83","46","105","62","1138","180","260","97","162","80","324","105","225","78","396","115","181","78","65","54","16","22",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","3400","202","68","39","0","18","0","18","0","18","0","18","4","8","0","18","0","18","0","18","34","24","118","57","188","84","124","62","116","75","34","23","1210","180","232","71","178","72","400","135","254","106","316","89","82","48","31","32","11","14",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","2792","236","87","54","0","13","0","13","0","13","0","13","0","13","5","9","0","13","0","13","19","22","79","43","96","51","34","24","115","53","63","55","1055","178","255","123","106","55","381","99","267","82","121","51","69","67","34","25","6","11",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","2560","243","63","54","0","13","0","13","0","13","0","13","0","13","0","13","9","15","67","69","72","67","98","60","144","70","152","68","187","130","20","21","968","190","174","88","168","74","198","96","116","51","90","50","34","34","0","13","0","13",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","2871","366","31","28","0","13","0","13","0","13","0","13","0","13","0","13","11","20","27","42","33","40","53","57","32","31","65","65","34","34","53","41","753","190","129","69","257","99","403","168","239","118","486","157","140","78","62","55","63","51",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1231","167","4","6","0","13","0","13","0","13","0","13","0","13","11","19","0","13","8","13","0","13","16","19","38","34","21","21","31","25","7","12","407","110","129","54","94","53","215","83","120","59","99","51","27","24","0","13","4","8",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","1692","194","13","16","0","13","0","13","0","13","0","13","0","13","63","103","0","13","0","13","39","40","19","18","16","18","38","23","120","87","32","29","428","121","148","122","232","76","207","91","137","75","152","66","20","21","24","28","4","9",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","1712","197","23","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","21","26","34","26","29","15","18","62","55","26","24","28","21","556","132","69","37","138","65","244","106","215","92","188","91","81","73","0","13","5","8",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","2532","314","52","63","0","13","0","13","0","13","0","13","10","14","0","13","0","13","40","44","0","13","311","267","126","97","24","36","46","44","38","35","990","259","272","108","167","98","119","59","80","51","195","92","62","57","0","13","0","13",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2190","290","0","13","0","13","0","13","0","13","10","16","0","13","15","25","15","26","8","13","46","43","20","26","0","13","36","33","28","21","55","34","644","202","236","117","175","82","316","98","241","107","270","121","54","38","18","27","3","5",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","1926","329","18","26","0","13","0","13","0","13","0","13","0","13","0","13","27","44","14","25","40","35","40","34","118","92","135","90","139","99","68","51","702","176","151","86","94","50","245","110","39","45","70","61","17","22","9","15","0","13",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","1668","238","39","48","0","13","0","13","0","13","0","13","21","24","32","38","21","32","6","9","45","44","75","56","154","70","48","30","24","25","16","22","445","126","66","44","119","56","256","92","92","58","160","91","34","26","15","23","0","13",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","2749","380","87","70","0","13","0","13","0","13","0","13","0","13","11","17","9","15","50","56","71","74","58","55","178","114","131","108","112","89","53","46","725","176","225","95","178","108","238","86","192","108","306","131","91","54","17","24","17","22",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","1784","213","62","60","0","13","0","13","0","13","0","13","0","13","0","13","7","12","0","13","19","24","29","41","23","35","80","75","34","35","53","63","450","141","199","123","162","83","287","100","71","68","218","92","70","55","8","12","12","18",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","1336","167","13","21","0","13","24","32","0","13","0","13","0","13","0","13","0","13","8","12","4","8","0","13","0","13","25","23","21","26","23","24","431","117","70","62","136","65","167","83","39","27","205","78","71","54","21","26","78","64",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","3629","277","34","48","0","18","0","18","0","18","0","18","7","14","14","24","0","18","0","18","0","18","19","33","70","72","25","31","65","82","128","97","1077","249","273","126","342","131","477","176","349","161","472","178","162","72","115","94","0","18",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","2437","284","117","85","0","13","0","13","0","13","0","13","0","13","0","13","11","16","9","14","36","42","44","41","69","51","112","71","25","32","48","42","473","131","157","84","173","59","385","116","261","91","368","132","98","48","51","42","0","13",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","3794","363","96","88","0","18","53","69","0","18","0","18","0","18","0","18","34","34","25","32","0","18","0","18","46","48","226","155","148","101","12","19","1095","211","134","85","147","60","635","218","442","173","552","210","123","66","23","19","3","8",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","4005","493","86","71","0","18","17","27","0","18","0","18","0","18","0","18","0","18","125","88","43","39","24","28","161","107","108","60","98","64","90","52","1209","273","177","85","299","101","693","304","359","127","330","141","168","100","18","21","0","18",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","3582","341","7","12","0","18","0","18","0","18","0","18","26","41","0","18","184","170","23","37","52","57","34","30","22","24","184","107","88","80","79","77","774","230","273","111","220","116","549","154","530","187","469","164","53","48","15","14","0","18",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","3176","399","20","21","11","17","0","13","0","13","0","13","0","13","0","13","0","13","5","8","65","65","11","11","85","63","99","51","124","111","58","55","997","269","357","105","200","72","531","227","245","97","217","88","144","96","4","6","3","7",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","3156","323","32","38","0","18","0","18","0","18","0","18","0","18","0","18","6","11","206","231","25","28","22","22","18","25","78","56","56","51","45","45","497","180","182","92","259","112","631","205","299","121","572","192","172","91","30","33","26","26",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1213","196","10","19","0","13","0","13","0","13","0","13","18","30","0","13","0","13","0","13","25","30","16","22","26","28","38","37","62","41","25","23","432","109","63","49","23","22","102","57","46","40","187","98","66","42","50","62","24","32",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","6614","639","81","82","0","18","0","18","0","18","0","18","1","12","0","18","0","18","0","18","123","128","110","83","132","64","121","70","155","90","60","41","2204","450","551","199","482","213","864","268","397","138","611","160","547","207","130","106","45","49",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","7582","556","167","175","0","20","0","20","0","20","0","20","0","20","0","20","74","113","83","85","0","20","262","155","241","138","499","202","249","143","66","55","2068","400","638","216","510","246","1292","355","584","219","639","257","166","100","31","35","13","21",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","4456","383","72","64","0","18","0","18","0","18","0","18","0","18","0","18","0","18","178","177","36","37","24","29","75","55","116","86","171","70","67","64","1362","324","273","88","269","94","610","164","506","242","321","131","235","103","125","135","16","27",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","5549","758","104","140","0","18","0","18","0","18","21","38","29","53","7","15","11","19","75","90","23","37","39","42","206","126","158","110","155","94","238","216","1631","378","258","138","317","153","1147","476","346","192","508","237","247","177","29","46","0","18",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","5888","499","0","18","0","18","0","18","0","18","0","18","0","18","37","60","71","80","45","63","19","18","152","85","427","246","179","135","328","197","211","153","1817","362","528","174","303","125","648","271","330","145","470","149","247","130","58","54","18","30",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","5081","475","18","30","0","18","0","18","0","18","0","18","0","18","1","2","0","18","168","118","38","41","162","126","279","143","183","99","203","121","31","39","1846","389","199","101","315","128","563","190","388","190","504","213","122","91","30","44","31","30",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","5509","538","1","2","0","18","0","18","0","18","0","18","46","58","0","18","0","18","76","72","0","18","106","83","164","109","209","160","90","82","142","97","1443","253","217","138","171","77","856","239","344","165","1088","228","393","139","135","68","28","34",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","4287","416","43","47","0","18","0","18","0","18","32","60","17","27","7","10","53","64","131","139","7","11","63","67","172","113","142","99","181","95","125","105","1142","221","153","98","439","171","646","172","275","160","402","176","206","113","47","43","4","8",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","2392","215","21","22","0","13","0","13","15","24","0","13","21","33","19","29","0","13","32","23","45","48","71","56","19","18","177","81","55","42","27","26","704","160","191","93","129","62","269","85","191","97","329","123","63","41","7","11","7","12",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","1954","198","71","52","0","13","0","13","0","13","27","40","0","13","0","13","0","13","62","41","21","34","53","41","62","44","99","79","56","45","86","71","671","192","224","81","164","82","138","73","73","61","146","94","1","2","0","13","0","13",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","3848","292","31","25","0","18","0","18","0","18","0","18","10","19","0","18","22","24","46","44","4","6","68","43","378","156","253","92","65","39","101","49","869","183","397","128","307","111","382","123","186","58","530","142","126","51","37","24","36","30",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","2243","226","21","24","0","13","0","13","0","13","18","26","0","13","0","13","0","13","13","20","9","15","76","58","89","69","76","55","115","70","23","26","833","245","168","121","96","53","256","104","26","27","303","140","96","58","25","21","0","13",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","3948","334","0","18","0","18","0","18","0","18","0","18","26","36","0","18","0","18","22","26","0","18","100","64","157","103","122","85","12","24","33","32","1188","266","328","159","186","111","564","168","159","87","711","196","227","134","70","65","43","43",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","5243","488","11","16","0","18","0","18","0","18","0","18","1","2","29","45","0","18","53","60","126","103","117","133","60","52","83","92","71","86","30","33","2002","406","406","148","339","135","764","279","298","135","541","247","182","120","103","67","27","31",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","1792","189","69","42","0","13","0","13","0","13","5","8","4","6","0","13","0","13","0","13","28","26","29","27","34","30","80","39","125","66","72","47","643","133","137","62","91","73","126","62","242","93","60","32","16","15","15","16","16","24",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1144","157","12","16","0","13","0","13","0","13","17","22","0","13","0","13","9","11","13","16","11","9","12","14","50","31","37","28","16","17","39","34","342","90","142","64","76","40","220","66","51","29","70","38","23","17","4","6","0","13",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","2116","256","60","53","0","13","0","13","0","13","0","13","0","13","0","13","0","13","29","40","15","17","18","29","34","40","24","27","119","79","99","97","712","145","85","57","182","79","466","162","118","70","127","78","28","39","0","13","0","13",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","2185","266","75","44","0","13","0","13","0","13","0","13","0","13","27","35","43","60","58","89","18","20","53","55","85","53","82","48","127","73","147","112","553","175","90","59","214","111","380","165","146","88","55","49","32","29","0","13","0","13",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","4033","328","35","42","0","18","0","18","0","18","0","18","0","18","54","65","0","18","2","4","22","27","33","30","129","88","148","85","115","84","92","66","1610","281","82","51","283","117","321","149","334","154","530","149","201","96","42","39","0","18",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1154","143","30","36","0","13","0","13","0","13","0","13","0","13","0","13","8","11","24","25","23","24","24","24","16","14","73","54","57","39","1","3","320","82","45","35","77","43","213","66","132","52","64","41","44","33","3","5","0","13",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","2550","259","73","41","0","13","0","13","0","13","0","13","12","14","34","31","0","13","12","14","54","30","46","51","183","82","153","80","57","44","39","35","810","178","201","86","67","37","345","117","278","108","126","65","41","39","19","24","0","13",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","2173","257","16","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","41","42","7","11","27","30","77","68","47","35","42","39","679","206","276","122","70","46","256","99","256","114","226","99","130","65","23","28","0","13",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","1941","241","51","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","33","0","13","72","56","136","98","151","75","95","58","12","20","414","117","302","103","48","42","263","95","287","111","19","26","20","29","32","49","11","18",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","2489","239","9","14","0","13","0","13","0","13","0","13","0","13","15","22","0","13","19","21","15","20","83","56","150","92","121","64","179","93","20","22","640","183","138","58","107","62","334","110","288","152","204","102","130","71","8","13","29","36",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","2469","260","0","13","0","13","0","13","0","13","0","13","0","13","2","3","0","13","0","13","0","13","13","13","39","31","97","75","118","82","34","29","671","167","149","79","179","72","381","134","260","99","380","118","146","66","0","13","0","13",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","947","148","36","46","0","13","0","13","0","13","11","18","0","13","19","19","0","13","0","13","12","10","14","13","35","31","25","23","114","77","24","21","383","85","33","29","27","19","108","56","45","30","29","19","14","13","0","13","18","29",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","1524","179","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","16","11","17","0","13","0","13","23","27","143","70","34","34","6","11","374","102","104","51","79","48","153","85","139","72","237","78","134","64","57","41","21","19",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","598","154","21","25","0","13","0","13","0","13","0","13","0","13","0","13","4","6","18","21","0","13","0","13","11","14","15","23","3","6","19","16","234","89","66","57","2","7","100","65","18","16","55","37","12","14","0","13","20","22",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","1429","227","43","40","0","13","0","13","6","11","0","13","0","13","0","13","0","13","38","36","22","33","27","25","68","43","69","44","189","85","24","28","513","157","17","22","62","41","185","85","97","58","35","22","28","31","6","9","0","13",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","701","97","36","48","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","20","7","10","30","28","51","37","69","30","5","8","216","59","24","25","41","33","123","61","45","25","19","22","0","13","4","6","3","6",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1076","202","16","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","4","0","13","5","7","1","2","0","13","0","13","121","62","5","7","21","26","276","129","112","57","331","131","56","33","92","59","38","30",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","2809","299","17","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","54","71","23","25","50","63","156","108","51","62","66","74","153","228","617","195","61","59","74","64","443","146","203","155","430","161","213","113","178","125","20","23",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","1181","134","62","42","6","9","0","13","0","13","0","13","7","11","0","13","0","13","13","16","23","16","19","18","68","52","79","46","87","59","77","50","394","83","99","61","28","24","147","60","29","30","40","30","0","13","3","4","0","13",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","854","144","34","30","0","13","0","13","0","13","0","13","2","4","0","13","5","10","47","50","16","22","11","17","72","42","103","74","79","52","40","38","270","93","67","39","43","52","45","32","0","13","20","19","0","13","0","13","0","13",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","1636","182","21","18","0","13","0","13","0","13","0","13","0","13","9","14","0","13","5","8","0","13","6","8","0","13","33","27","54","38","48","39","650","142","80","45","66","45","366","82","113","63","104","46","54","40","0","13","27","31",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","2840","313","21","26","0","13","0","13","0","13","0","13","51","78","0","13","0","13","12","18","15","22","29","27","37","33","207","115","240","140","74","60","939","202","157","93","110","57","427","128","159","81","177","78","161","90","0","13","24","26",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","2496","220","15","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","29","35","0","13","11","18","20","24","37","31","35","45","63","47","423","147","61","46","125","77","475","136","136","60","652","175","244","109","143","64","27","24",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1390","181","0","13","0","13","0","13","0","13","17","24","0","13","0","13","0","13","0","13","23","27","9","16","1","6","71","68","8","14","18","21","385","124","73","58","75","75","328","142","64","60","170","94","120","79","18","24","10","20",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","3296","282","11","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","22","45","42","38","32","30","31","695","164","57","41","176","68","428","141","303","111","934","166","378","122","57","35","130","90",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","1213","121","18","29","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","12","37","32","103","60","25","24","59","38","117","42","63","55","331","88","144","67","283","97","22","19",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","3672","365","30","42","0","13","0","13","0","13","0","13","0","13","0","13","0","13","88","126","0","13","0","13","0","13","62","74","81","75","65","57","601","187","114","106","203","106","702","200","186","108","934","216","450","144","102","65","54","44",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","1228","172","10","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","13","9","14","22","20","70","34","17","17","85","61","12","14","487","126","121","53","41","33","105","73","62","45","86","40","63","41","13","15","13","19",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","1720","260","10","11","0","13","0","13","6","9","0","13","6","10","0","13","0","13","31","48","14","16","41","54","59","38","148","77","131","68","23","19","548","161","85","45","96","62","282","100","115","74","85","51","40","30","0","13","0","13",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","2685","365","28","26","0","13","0","13","0","13","0","13","0","13","34","54","19","25","7","13","23","37","102","69","80","57","136","70","128","80","83","65","1206","240","170","98","65","58","363","157","97","66","47","38","70","56","21","32","6","10",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","2304","353","49","38","0","13","0","13","0","13","0","13","0","13","0","13","42","55","20","26","41","29","93","86","95","59","195","94","200","137","59","46","640","182","200","79","116","69","293","109","136","75","72","54","53","38","0","13","0","13",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","2804","325","32","37","0","13","0","13","0","13","0","13","8","14","0","13","10","17","16","17","16","20","97","77","115","70","93","60","230","116","111","58","911","228","160","109","182","83","415","159","91","55","240","165","55","47","22","27","0","13",
