"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No schooling completed","Margin of Error!!Total:!!No schooling completed","Estimate!!Total:!!Nursery school","Margin of Error!!Total:!!Nursery school","Estimate!!Total:!!Kindergarten","Margin of Error!!Total:!!Kindergarten","Estimate!!Total:!!1st grade","Margin of Error!!Total:!!1st grade","Estimate!!Total:!!2nd grade","Margin of Error!!Total:!!2nd grade","Estimate!!Total:!!3rd grade","Margin of Error!!Total:!!3rd grade","Estimate!!Total:!!4th grade","Margin of Error!!Total:!!4th grade","Estimate!!Total:!!5th grade","Margin of Error!!Total:!!5th grade","Estimate!!Total:!!6th grade","Margin of Error!!Total:!!6th grade","Estimate!!Total:!!7th grade","Margin of Error!!Total:!!7th grade","Estimate!!Total:!!8th grade","Margin of Error!!Total:!!8th grade","Estimate!!Total:!!9th grade","Margin of Error!!Total:!!9th grade","Estimate!!Total:!!10th grade","Margin of Error!!Total:!!10th grade","Estimate!!Total:!!11th grade","Margin of Error!!Total:!!11th grade","Estimate!!Total:!!12th grade, no diploma","Margin of Error!!Total:!!12th grade, no diploma","Estimate!!Total:!!Regular high school diploma","Margin of Error!!Total:!!Regular high school diploma","Estimate!!Total:!!GED or alternative credential","Margin of Error!!Total:!!GED or alternative credential","Estimate!!Total:!!Some college, less than 1 year","Margin of Error!!Total:!!Some college, less than 1 year","Estimate!!Total:!!Some college, 1 or more years, no degree","Margin of Error!!Total:!!Some college, 1 or more years, no degree","Estimate!!Total:!!Associate's degree","Margin of Error!!Total:!!Associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Master's degree","Margin of Error!!Total:!!Master's degree","Estimate!!Total:!!Professional school degree","Margin of Error!!Total:!!Professional school degree","Estimate!!Total:!!Doctorate degree","Margin of Error!!Total:!!Doctorate degree",
"0400000US13","Georgia","7253060","2362","126250","3659","1575","368","1566","372","2806","794","5734","797","11251","1198","8828","1049","17303","1502","49085","2420","23520","1387","61321","2729","95772","3198","125061","3880","135702","4063","135550","3764","1612285","15096","338413","5120","431345","6353","984366","9980","604420","7087","1503574","12176","696210","9492","168691","3591","112432","3532",
"1400000US13001950100","Census Tract 9501; Appling County; Georgia","2026","308","47","67","0","14","0","14","0","14","0","14","0","14","0","14","0","14","76","110","0","14","22","21","33","34","73","55","153","115","0","14","742","241","93","71","143","79","270","150","178","102","95","71","86","103","15","24","0","14",
"1400000US13001950201","Census Tract 9502.01; Appling County; Georgia","1675","370","6","11","0","14","0","14","34","56","0","14","0","14","3","5","0","14","0","14","76","60","0","14","89","76","99","67","77","70","4","7","451","179","77","47","139","77","226","139","113","76","103","73","152","133","5","10","21","26",
"1400000US13001950202","Census Tract 9502.02; Appling County; Georgia","1607","260","121","114","0","14","0","14","0","14","0","14","0","14","0","14","9","15","0","14","27","31","17","24","61","44","96","69","85","47","29","31","608","178","81","49","61","43","246","119","89","68","56","52","0","14","21","30","0","14",
"1400000US13001950301","Census Tract 9503.01; Appling County; Georgia","2042","316","10","17","0","14","0","14","0","14","0","14","0","14","0","14","45","58","0","14","0","14","108","97","12","25","81","58","8","5","14","21","915","243","77","74","54","56","231","115","191","97","107","74","147","116","42","42","0","14",
"1400000US13001950302","Census Tract 9503.02; Appling County; Georgia","1172","280","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","44","49","20","35","80","113","74","70","21","35","10","18","429","210","60","58","81","50","174","91","74","52","102","83","0","14","0","14","3","6",
"1400000US13001950400","Census Tract 9504; Appling County; Georgia","1190","269","32","35","0","14","0","14","0","14","0","14","0","14","0","14","6","10","0","14","11","16","2","4","37","39","1","3","12","13","24","20","438","123","59","37","107","94","160","58","186","103","71","53","37","36","1","4","6","10",
"1400000US13001950500","Census Tract 9505; Appling County; Georgia","2571","339","61","82","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","53","62","69","65","19","27","56","70","177","98","6","11","861","233","156","108","187","89","578","219","196","130","80","70","63","54","3","9","6","11",
"1400000US13003960100","Census Tract 9601; Atkinson County; Georgia","1431","217","122","89","0","14","0","14","0","14","0","14","17","30","1","2","27","39","0","14","5","8","17","19","32","28","87","69","33","39","7","14","439","128","90","73","59","46","265","85","143","81","44","43","8","10","30","33","5","14",
"1400000US13003960200","Census Tract 9602; Atkinson County; Georgia","2974","293","115","112","0","14","0","14","12","37","0","14","0","14","20","32","11","18","143","92","37","40","138","79","68","53","53","42","214","107","71","48","761","239","139","57","247","95","440","150","209","121","161","92","83","72","7","11","45","45",
"1400000US13003960300","Census Tract 9603; Atkinson County; Georgia","1066","218","5","8","0","14","0","14","0","14","13","20","0","14","30","36","0","14","34","36","48","63","41","39","6","11","23","27","47","44","76","46","340","137","58","44","48","29","114","77","29","32","85","70","24","34","5","9","40","38",
"1400000US13005970100","Census Tract 9701; Bacon County; Georgia","1907","341","79","77","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","15","13","24","0","14","75","63","36","39","681","245","86","54","129","84","215","115","295","136","183","88","41","47","66","82","0","14",
