"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","2061","208","56","55","0","13","0","13","0","13","41","55","0","13","41","55","0","13","6","11","19","30","40","37","26","42","105","58","60","41","33","27","645","180","121","64","108","58","265","123","207","113","155","75","120","76","13","14","0","13",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","2541","226","12","14","0","13","0","13","5","10","0","13","8","13","15","24","11","17","44","38","36","30","46","38","127","69","40","30","167","126","29","28","956","192","112","50","79","52","297","90","177","74","248","128","77","49","49","49","6","11",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","2733","243","26","32","0","13","0","13","0","13","0","13","0","13","14","16","6","13","40","61","14","19","72","50","113","68","148","67","192","88","56","46","839","194","298","104","117","69","344","124","185","75","179","91","75","48","8","15","7","13",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","1425","156","2","3","0","13","0","13","0","13","9","16","3","6","0","13","6","8","5","8","9","10","43","27","133","74","115","50","23","19","11","12","463","95","64","34","74","38","166","61","169","50","38","28","79","36","13","17","0","13",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","837","114","8","14","0","13","0","13","0","13","0","13","4","6","0","13","3","5","0","13","13","14","10","10","5","8","30","33","4","6","9","13","387","130","41","33","52","35","148","55","59","42","60","50","4","6","0","13","0","13",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","3517","355","57","66","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","17","26","57","57","57","49","67","54","264","117","18","28","1035","235","219","114","262","108","637","214","231","99","280","122","242","188","56","54","18","29",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","4487","376","23","37","0","18","0","18","0","18","0","18","36","52","5","12","0","18","0","18","12","19","12","19","45","47","124","94","50","41","209","171","1684","337","154","76","239","113","477","180","250","114","648","182","329","104","112","96","78","58",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","3948","361","76","96","0","18","0","18","0","18","0","18","32","33","0","18","37","52","0","18","11","18","29","48","24","30","17","28","56","56","117","84","841","232","176","102","143","92","794","238","330","143","526","167","480","167","88","58","171","107",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","2511","346","90","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","20","0","13","38","41","51","49","88","60","84","67","53","42","858","242","135","65","86","57","216","89","167","80","307","129","240","87","22","25","64","32",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","2474","379","21","33","0","18","0","18","0","18","0","18","15","27","0","18","4","10","11","24","17","27","26","42","71","73","221","154","4","9","20","33","870","377","125","88","135","97","465","172","180","129","200","105","53","38","12","22","24","30",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","2354","299","33","24","0","13","0","13","0","13","19","24","4","8","0","13","19","19","9","14","27","33","85","50","101","74","191","103","157","66","59","46","785","161","71","49","73","43","385","128","131","76","126","58","61","47","7","13","11","14",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","1518","266","55","61","0","13","19","34","0","13","0","13","0","13","0","13","27","27","0","13","2","9","14","24","31","20","85","52","94","41","105","63","504","140","153","63","38","23","168","70","85","58","63","34","50","35","13","20","12","15",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","1703","312","58","47","0","13","0","13","0","13","6","13","0","13","0","13","10","15","3","5","13","17","48","45","22","23","92","62","105","60","9","10","557","156","152","64","82","39","260","104","48","37","92","54","96","75","36","46","14","14",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","5261","516","44","41","0","18","0","18","0","18","12","16","0","18","16","20","0","18","0","18","64","60","117","76","214","114","284","151","270","173","40","46","1926","399","598","189","149","79","842","285","293","132","300","166","91","64","1","9","0","18",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","3526","279","89","44","0","18","0","18","0","18","7","16","12","14","10","14","52","65","33","27","55","41","34","47","110","79","146","57","86","43","84","48","1198","177","276","102","189","80","349","103","228","79","371","118","141","68","56","61","0","18",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","3435","239","50","34","0","18","0","18","0","18","0","18","8","22","0","18","0","18","0","18","28","26","147","61","190","71","128","71","137","73","55","34","1235","178","269","83","175","67","321","108","227","73","330","96","107","55","15","16","13","21",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","2854","275","69","55","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","38","55","39","91","50","73","50","144","75","35","47","1028","205","332","121","159","59","374","89","254","86","100","50","85","70","21","21","6","9",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","2579","228","45","44","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","40","68","59","96","65","153","94","165","72","184","106","21","24","972","223","326","126","114","57","202","87","66","43","94","48","43","33","0","13","0","13",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","3109","314","68","58","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1","12","7","17","27","28","40","39","87","80","34","34","64","45","732","190","116","65","345","116","409","150","365","175","484","159","168","72","80","70","82","60",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1222","147","0","13","0","13","0","13","0","13","0","13","0","13","12","18","0","13","12","19","0","13","18","20","52","33","34","28","33","26","0","13","379","100","76","46","118","57","220","81","90","46","128","55","39","29","0","13","11","12",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","1747","188","27","19","0","13","0","13","0","13","0","13","0","13","46","78","0","13","0","13","25","23","18","16","12","14","30","21","114","72","41","30","459","99","87","44","217","63","252","91","110","49","246","93","46","33","12","19","5","9",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","1844","191","23","27","0","13","8","14","0","13","0","13","0","13","6","9","0","13","15","24","16","22","29","32","38","31","64","40","14","16","42","30","592","126","155","59","188","71","199","75","164","95","192","85","94","83","0","13","5","8",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","2539","294","65","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","57","42","0","13","177","200","72","56","30","30","90","65","50","37","915","302","344","172","131","74","218","81","93","52","207","90","90","71","0","13","0","13",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2214","221","0","13","0","13","0","13","0","13","19","23","0","13","0","13","14","24","13","16","19","30","0","13","0","13","109","117","26","22","62","35","633","180","232","114","210","83","291","92","241","78","257","103","67","42","17","26","4","6",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","1957","286","40","39","0","13","0","13","0","13","0","13","4","7","0","13","28","47","30","34","27","25","42","32","120","119","135","95","136","79","54","45","631","180","190","82","132","72","251","99","9","11","104","78","17","19","7","11","0","13",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","1736","189","34","42","0","13","5","9","0","13","0","13","32","29","46","42","0","13","20","20","38","26","96","66","167","85","64","29","40","31","5","11","472","111","63","33","126","55","258","78","112","58","119","55","22","22","17","25","0","13",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","2801","238","47","43","0","13","0","13","0","13","0","13","0","13","17","27","7","12","49","54","45","39","60","59","149","97","95","84","149","81","65","47","889","177","193","80","166","83","317","99","135","82","308","106","86","43","9","15","15","18",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","1870","260","71","79","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","17","32","47","0","13","124","96","60","51","54","65","551","149","256","148","168","87","146","70","83","60","195","81","79","49","17","19","23","25",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","1409","115","31","48","0","13","25","29","0","13","0","13","52","79","0","13","0","13","0","13","6","11","0","13","0","13","31","32","42","34","22","22","438","111","59","41","112","53","144","67","82","49","247","70","71","47","17","24","30","26",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","3590","304","27","36","0","18","0","18","0","18","0","18","7","15","0","18","0","18","0","18","0","18","0","18","104","83","59","62","103","120","97","83","860","244","248","105","488","231","486","188","371","155","465","167","175","89","100","107","0","18",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","2564","257","93","79","0","13","0","13","0","13","0","13","0","13","0","13","10","15","9","16","13","20","42","29","60","45","141","75","22","26","75","65","650","152","105","60","204","79","403","123","264","102","341","105","65","45","63","48","4","9",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","3699","377","105","97","0","18","50","48","0","18","0","18","0","18","0","18","32","34","3","7","0","18","8","14","69","52","111","76","145","114","7","13","1049","205","151","78","172","67","656","205","476","179","451","168","188","112","26","25","0","18",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","4004","461","62","60","0","18","0","18","0","18","0","18","0","18","0","18","0","18","178","61","34","31","25","22","134","79","132","76","151","94","86","58","1274","247","274","113","260","101","586","259","308","131","380","165","99","93","21","23","0","18",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","3699","424","7","11","0","18","0","18","0","18","0","18","24","35","0","18","145","134","57","53","33","36","46","40","54","45","201","126","116","91","117","88","710","194","208","93","320","133","609","154","458","188","500","187","66","54","28","26","0","18",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","3013","346","32","33","11","16","0","13","0","13","0","13","0","13","0","13","0","13","5","7","95","75","10","10","109","67","42","32","156","130","62","45","970","238","357","106","219","93","291","88","301","103","236","89","111","69","4","6","2","5",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","3420","346","59","82","0","18","0","18","0","18","0","18","5","11","13","27","12","19","214","234","34","32","13","20","89","84","61","42","67","45","59","44","705","220","218","92","267","92","588","154","292","112","498","188","155","81","31","32","40","28",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1136","194","0","13","0","13","0","13","0","13","0","13","13","22","0","13","0","13","0","13","17","20","14","17","15","17","39","35","90","53","27","23","371","112","47","34","50","38","159","75","32","25","152","93","28","25","65","81","17","28",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","6289","536","50","57","0","18","0","18","0","18","0","18","4","13","0","18","0","18","0","18","113","116","149","111","99","53","96","62","172","130","71","55","1910","359","331","120","365","191","904","288","501","231","788","234","565","292","133","96","38","43",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","7597","638","200","175","0","20","0","20","0","20","0","20","0","20","0","20","77","110","78","97","46","76","221","111","188","121","534","208","259","154","76","62","2021","453","556","187","451","209","1473","328","707","264","550","230","148","94","0","20","12","21",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","4439","377","100","90","0","18","0","18","0","18","0","18","0","18","0","18","0","18","201","208","33","38","7","11","81","74","124","103","147","89","83","78","1053","259","336","122","367","145","583","159","511","195","392","150","249","118","152","137","20","25",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","5527","832","61","58","0","18","0","18","0","18","0","18","21","38","4","9","4","9","63","99","20","34","46","49","107","119","151","105","198","128","237","189","1575","346","189","89","333","170","1300","474","350","202","667","277","201","165","0","18","0","18",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","5696","445","0","18","0","18","0","18","0","18","0","18","0","18","34","57","53","69","33","57","7","14","150","102","392","225","186","120","336","215","195","124","1373","354","567","193","231","138","842","293","383","165","587","174","248","113","65","66","14","22",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","5307","441","60","78","0","18","0","18","0","18","0","18","0","18","2","4","1","2","192","156","34","39","80","91","274","155","106","81","206","117","42","44","1837","375","212","104","295","115","708","222","544","254","502","165","135","89","43","51","34","34",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","5841","464","39","42","0","18","0","18","0","18","0","18","43","70","0","18","0","18","112","103","0","18","150","103","179","137","134","105","101","68","237","119","1496","299","292","161","283","99","878","220","333","169","1011","238","399","131","143","90","11","19",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","4910","503","27","30","0","18","0","18","0","18","49","89","15","25","10","15","59","64","167","163","49","57","79","80","96","83","143","99","252","146","169","127","1317","334","255","134","436","168","807","226","318","148","404","174","207","116","46","41","5","11",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","2393","217","23","25","0","13","0","13","0","13","0","13","20","31","0","13","0","13","29","33","40","46","61","54","31","22","122","62","50","40","31","28","645","160","273","101","147","67","304","107","209","92","325","101","76","50","7","11","0","13",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","1881","227","51","44","0","13","0","13","0","13","0","13","0","13","0","13","0","13","95","75","24","44","39","39","70","47","54","41","41","43","81","71","678","166","248","102","157","84","149","72","91","68","102","66","1","2","0","13","0","13",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","3840","290","27","19","0","18","0","18","0","18","0","18","11","20","0","18","44","44","37","39","32","32","59","45","187","111","265","98","80","45","127","62","997","161","252","77","333","120","490","136","197","70","498","110","129","54","28","20","47","28",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","2194","209","22","24","0","13","0","13","0","13","21","31","0","13","0","13","0","13","23","26","11","16","42","43","96","69","102","56","125","80","48","41","720","182","166","111","115","63","248","101","59","36","306","124","82","50","8","13","0","13",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","4121","356","9","16","0","18","0","18","0","18","0","18","29","34","0","18","0","18","30","37","0","18","75","59","110","79","127","87","33","48","37","43","971","231","362","165","214","104","626","205","195","107","941","254","271","116","47","41","44","43",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","5271","500","14","20","0","18","0","18","0","18","0","18","0","18","24","37","0","18","37","44","127","98","89","101","95","68","137","107","46","67","100","76","1764","377","435","162","305","159","875","230","359","154","465","198","270","131","107","65","22","29",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","1806","190","49","36","0","13","0","13","0","13","5","9","4","7","0","13","0","13","0","13","7","13","41","38","34","28","68","40","88","58","62","37","642","128","179","87","114","75","130","62","251","98","64","39","29","19","18","19","21","30",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1217","143","17","19","0","13","0","13","0","13","25","30","0","13","0","13","11","11","5","7","12","10","5","8","50","33","50","29","18","18","25","23","375","82","95","47","68","36","249","69","109","67","80","40","19","15","4","6","0","13",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","2008","270","50","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","17","14","24","42","43","23","21","113","82","73","84","663","132","109","51","169","80","477","170","115","83","105","56","40","59","0","13","0","13",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","2216","249","78","50","0","13","0","13","0","13","0","13","0","13","18","21","32","42","23","39","13","15","34","42","102","83","119","73","234","133","92","86","677","159","97","65","154","71","302","109","128","88","58","52","55","39","0","13","0","13",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","4119","334","64","68","0","18","0","18","0","18","0","18","0","18","0","18","0","18","3","5","9","15","71","70","170","93","170","85","76","48","90","70","1806","312","101","49","208","72","249","126","356","170","504","164","189","101","53","42","0","18",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1204","140","14","16","0","13","0","13","0","13","0","13","0","13","0","13","5","7","21","20","21","22","10","12","17","14","93","61","62","27","2","4","382","97","48","28","54","29","227","75","155","53","51","30","40","26","2","5","0","13",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","2517","230","42","36","0","13","0","13","0","13","0","13","7","9","24","24","5","9","58","69","34","21","45","46","156","73","183","81","70","41","37","30","912","205","99","51","73","39","317","104","268","79","114","60","47","36","21","18","5","8",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","2219","218","17","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","34","33","8","15","27","29","54","36","45","34","46","37","853","210","193","88","96","53","212","89","289","109","223","86","103","56","19","22","0","13",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","1967","248","54","42","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","28","36","46","47","42","84","60","194","95","89","64","15","23","426","104","243","132","95","59","257","110","275","116","47","32","11","18","48","59","20","23",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","2481","229","13","21","0","13","0","13","0","13","0","13","0","13","8","14","0","13","17","22","20","19","37","47","89","65","144","79","81","56","20","23","734","178","214","86","89","55","455","143","237","139","161","73","139","73","1","6","22","35",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","2355","209","0","13","0","13","0","13","0","13","0","13","0","13","1","3","0","13","10","19","0","13","19","17","29","28","67","53","106","97","42","33","570","173","168","72","154","60","380","105","291","87","321","105","197","82","0","13","0","13",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","828","116","6","9","0","13","0","13","0","13","12","19","0","13","17","19","0","13","0","13","10","9","14","12","23","25","20","18","126","82","15","12","289","84","27","23","31","20","151","81","27","24","27","17","14","17","0","13","19","30",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","1424","160","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","19","0","13","0","13","0","13","23","29","152","87","21","26","18","22","367","108","89","51","73","55","164","79","119","55","209","75","115","57","36","30","26","23",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","536","118","1","4","0","13","0","13","0","13","0","13","0","13","0","13","2","4","14","15","13","16","0","13","20","20","14","15","17","15","10","11","206","78","38","27","15","20","59","33","14","13","61","44","28","29","0","13","24","17",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","1481","261","50","48","0","13","0","13","8","13","0","13","0","13","0","13","0","13","38","28","20","27","15","19","88","46","69","44","174","77","10","16","554","196","47","51","82","53","192","92","66","49","25","26","27","35","7","12","9","15",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","813","123","35","44","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","24","17","5","7","39","32","63","38","85","50","19","24","257","71","37","32","46","39","151","64","20","17","25","26","0","13","3","7","4","6",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1052","175","13","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","7","0","13","0","13","0","13","89","43","3","7","24","24","267","103","79","38","375","104","92","59","70","43","35","28",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","2918","455","17","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","58","75","23","28","58","78","88","87","36","49","62","79","170","283","599","252","75","81","32","39","459","160","308","231","553","172","254","134","119","74","7","13",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","1233","141","29","23","5","8","0","13","0","13","0","13","5","9","0","13","1","3","10","12","24","16","25","21","52","38","86","55","96","50","51","27","450","99","75","54","30","21","215","59","31","28","42","24","4","6","2","4","0","13",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","905","164","22","23","0","13","0","13","0","13","0","13","4","6","0","13","2","8","49","51","22","30","10","16","48","36","91","64","110","61","42","39","339","102","78","47","21","30","54","33","5","9","8","16","0","13","0","13","0","13",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","1611","173","22","20","0","13","0","13","0","13","0","13","0","13","9","14","0","13","4","7","0","13","5","7","0","13","37","33","31","28","60","51","676","134","56","38","70","31","346","86","118","54","114","47","49","34","0","13","14","22",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","3088","307","38","31","0","13","0","13","0","13","0","13","72","109","0","13","0","13","10","16","57","70","31","33","78","58","184","99","269","143","52","34","1044","216","148","92","115","68","511","140","180","91","145","76","134","64","0","13","20","22",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","2411","208","14","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","6","11","40","34","38","50","44","32","424","133","62","45","152","81","422","130","112","58","607","145","312","128","121","58","47","36",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1374","202","37","54","0","13","0","13","0","13","11","17","17","27","0","13","0","13","0","13","20","22","0","13","3","7","60","65","11","20","17","21","378","109","17","22","100","72","320","115","37","37","193","95","124","77","22","29","7","11",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","3149","278","12","15","0","13","0","13","0","13","0","13","0","13","0","13","1","2","0","13","0","13","0","13","0","13","43","41","13","19","35","29","644","200","67","49","219","84","499","154","248","96","859","165","304","93","60","41","145","98",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","1329","135","10","16","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","13","23","23","141","58","50","29","65","34","168","111","82","53","370","82","158","60","220","83","30","24",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","3578","335","2","3","0","18","0","18","0","18","0","18","0","18","0","18","0","18","66","103","0","18","0","18","34","52","61","75","74","65","66","49","716","233","110","90","225","114","587","182","206","126","775","157","480","167","105","68","71","53",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","1423","175","11","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","13","8","13","29","17","44","28","13","13","81","52","16","15","530","124","132","52","38","23","148","85","84","48","149","71","102","51","8","10","18","28",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","1653","237","27","26","0","13","0","13","5","10","0","13","8","11","26","41","0","13","68","76","14","16","40","53","107","76","138","74","130","76","18","17","442","140","81","44","106","62","227","99","74","59","91","53","51","31","0","13","0","13",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","2786","273","49","38","0","13","0","13","0","13","0","13","0","13","0","13","21","27","17","19","23","31","66","55","105","67","140","77","154","72","47","39","1204","248","133","72","118","72","453","148","113","73","61","37","61","46","15","24","6","11",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","2253","313","42","37","0","13","0","13","0","13","0","13","0","13","0","13","74","63","13","17","26","25","76","71","119","70","185","111","189","125","47","34","690","157","152","69","47","31","274","100","112","64","102","57","105","58","0","13","0","13",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","2796","324","20","32","0","13","0","13","0","13","0","13","9","15","0","13","11","18","8","13","6","10","93","68","126","82","92","61","171","102","63","52","967","228","157","98","164","73","473","175","119","60","247","136","51","37","19","30","0","13",
