"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","2784","281","99","102","0","14","0","14","54","61","0","14","0","14","0","14","40","51","254","141","40","39","111","70","115","64","75","38","181","97","100","81","758","191","89","55","75","52","299","89","207","108","196","98","68","49","10","17","13","16",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","973","157","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","6","10","26","37","15","21","22","24","58","53","46","47","54","49","340","132","41","49","56","37","113","70","68","43","72","43","19","28","8","14","29","41",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","1991","351","44","56","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","24","36","43","44","25","26","18","24","25","39","15","18","775","230","100","68","126","75","230","93","179","83","188","83","124","73","63","63","12","18",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","2512","313","40","33","0","14","0","14","14","22","0","14","0","14","0","14","7","15","0","14","77","79","19","30","27","28","101","66","88","66","21","20","848","195","102","69","249","108","524","174","197","94","78","64","53","35","55","63","12","17",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","2797","337","68","52","0","14","0","14","0","14","0","14","58","87","0","14","0","14","0","14","29","39","15","16","31","43","131","64","289","165","7","11","778","213","270","92","183","73","600","160","116","65","102","65","113","75","7","12","0","14",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","1254","153","27","18","0","14","0","14","0","14","0","14","0","14","3","6","0","14","19","30","3","6","12","15","6","10","30","24","50","40","53","30","407","104","62","47","43","26","237","110","93","44","127","90","72","46","0","14","10","15",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","885","192","15","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","13","20","5","9","13","13","38","40","6","10","57","46","0","14","259","117","2","5","29","25","41","34","227","114","75","46","105","97","0","14","0","14",
"1400000US13009970101","Census Tract 9701.01, Baldwin County, Georgia","1460","338","34","52","0","14","0","14","0","14","0","14","0","14","0","14","0","14","21","35","0","14","0","14","11","21","0","14","14","25","74","85","531","168","49","49","86","66","331","154","136","113","148","144","25","33","0","14","0","14",
"1400000US13009970102","Census Tract 9701.02, Baldwin County, Georgia","2141","330","80","76","0","14","0","14","0","14","0","14","0","14","0","14","0","14","28","33","0","14","0","14","0","14","0","14","75","81","91","108","315","153","118","123","136","96","522","244","166","122","226","122","318","165","0","14","66","66",
"1400000US13009970201","Census Tract 9702.01, Baldwin County, Georgia","1832","405","29","32","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","50","58","0","14","0","14","307","165","31","37","73","90","378","198","265","177","514","222","173","111","12","19","0","14",
"1400000US13009970202","Census Tract 9702.02, Baldwin County, Georgia","2129","251","28","41","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","34","48","55","46","309","115","104","82","118","65","353","154","198","89","501","202","351","137","28","46","50","58",
"1400000US13009970301","Census Tract 9703.01, Baldwin County, Georgia","1856","277","21","33","0","14","0","14","0","14","0","14","0","14","0","14","60","67","0","14","0","14","0","14","37","54","0","14","0","14","22","31","656","185","30","37","78","72","301","155","116","96","330","157","106","70","99","64","0","14",
"1400000US13009970302","Census Tract 9703.02, Baldwin County, Georgia","2223","311","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","63","60","58","67","1","2","10","17","0","14","507","244","108","101","108","76","316","155","108","82","531","199","230","125","105","94","78","76",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","2604","448","9","15","0","14","0","14","0","14","0","14","0","14","0","14","22","36","0","14","0","14","35","46","56","61","25","42","42","46","37","59","646","237","38","59","99","61","397","240","424","208","305","139","359","155","23","39","87","67",
"1400000US13009970501","Census Tract 9705.01, Baldwin County, Georgia","849","175","7","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","60","85","64","65","4","10","9","17","39","64","277","133","83","95","0","14","58","41","53","67","158","105","37","38","0","14","0","14",
"1400000US13009970502","Census Tract 9705.02, Baldwin County, Georgia","1433","313","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","10","17","0","14","0","14","0","14","31","43","29","45","85","88","650","289","47","83","80","68","116","78","109","91","175","133","26","36","39","48","36","52",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","2409","363","20","23","0","14","0","14","0","14","0","14","0","14","0","14","17","23","11","27","43","49","14","28","65","49","84","65","172","99","10","15","728","164","232","104","143","107","340","145","248","143","189","110","30","32","50","72","13","18",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","1065","313","16","25","0","14","0","14","0","14","0","14","3","5","0","14","9","14","0","14","6","13","12","20","29","33","108","120","128","76","54","54","373","118","70","40","60","37","79","57","42","39","59","56","17","18","0","14","0","14",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","1581","469","0","14","0","14","0","14","0","14","0","14","0","14","0","14","39","39","34","30","0","14","4","9","78","61","90","58","10","10","52","70","553","174","90","71","36","31","212","127","55","47","292","281","24","21","0","14","12","20",
"1400000US13009970801","Census Tract 9708.01, Baldwin County, Georgia","2361","468","3","6","0","14","0","14","0","14","64","83","0","14","0","14","0","14","0","14","80","79","40","57","20","35","141","166","61","79","16","27","778","328","130","102","42","44","245","145","254","179","332","186","124","83","20","34","11","18",
"1400000US13009970802","Census Tract 9708.02, Baldwin County, Georgia","3529","489","71","60","14","27","0","14","9","12","0","14","0","14","3","7","10","20","0","14","4","7","230","153","186","152","177","110","139","103","93","81","590","200","639","201","210","135","378","154","139","90","430","229","153","104","24","36","30","50",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","3661","301","192","86","0","20","0","20","0","20","0","20","11","19","10","11","8","13","51","51","86","70","160","66","61","47","73","41","88","58","360","237","852","206","170","87","130","69","496","145","213","95","427","136","153","82","71","46","49","52",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","3155","297","33","31","0","14","0","14","0","14","0","14","0","14","0","14","23","26","0","14","30","39","52","50","105","89","174","108","192","80","79","40","808","185","164","68","443","136","359","117","264","108","214","78","113","108","60","45","42","43",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","3188","294","46","52","0","14","0","14","0","14","0","14","0","14","0","14","0","14","6","9","5","7","139","73","46","41","154","86","163","84","52","41","925","206","129","61","263","111","402","147","299","133","323","120","158","80","0","14","78","108",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","2551","342","42","36","0","14","0","14","0","14","0","14","0","14","0","14","7","13","0","14","0","14","25","28","82","66","88","69","115","73","142","108","739","167","210","103","305","102","131","85","283","177","260","134","73","69","16","19","33","45",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","4117","412","106","57","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","7","11","4","8","58","64","21","34","124","73","873","211","121","67","362","165","475","177","467","127","806","199","527","171","106","74","60","65",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1615","227","11","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","52","61","20","32","76","54","7","11","0","14","38","36","75","49","398","124","101","62","150","64","251","89","213","107","137","55","78","59","8","11","0","14",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","1997","238","75","63","0","14","0","14","0","14","0","14","0","14","0","14","0","14","70","92","16","24","19","17","50","42","60","43","27","21","10","10","584","129","132","55","232","91","262","76","161","60","211","83","64","41","24","23","0","14",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","1793","173","44","35","0","14","0","14","0","14","0","14","1","3","24","34","3","5","18","23","0","14","43","43","0","14","67","49","77","37","41","28","503","151","136","57","219","100","290","103","152","66","137","53","31","21","7","9","0","14",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","2730","320","157","87","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","41","38","49","46","10","14","64","54","67","62","829","217","177","85","293","95","265","112","136","76","559","206","82","68","1","3","0","14",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2170","268","31","40","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","33","48","21","23","1","2","62","48","9","15","94","85","515","174","140","88","264","104","488","182","205","84","257","119","40","46","0","14","10","15",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","2144","377","25","27","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","14","0","14","70","73","45","46","37","47","81","58","55","49","750","201","102","58","205","117","417","229","174","95","137","74","25","25","13","20","0","14",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","2284","391","123","95","0","14","0","14","0","14","0","14","0","14","0","14","5","9","0","14","5","12","15","30","44","35","15","18","51","41","48","38","645","219","135","101","172","69","459","148","139","64","218","77","172","84","22","20","16","28",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","3088","288","49","45","0","20","0","20","0","20","0","20","0","20","0","20","0","20","22","29","0","20","55","47","34","36","45","41","138","97","62","60","923","192","204","92","258","94","537","150","298","114","323","133","126","64","14","16","0","20",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","2235","327","13","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","107","72","36","47","85","77","8","14","565","211","110","98","208","95","324","102","277","160","325","136","123","71","21","24","33","27",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","2037","346","110","129","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","6","9","0","14","57","46","45","30","36","35","102","73","689","196","155","72","222","81","198","79","130","62","184","57","69","52","14","20","20","15",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","3980","464","17","24","0","20","0","20","0","20","0","20","84","104","0","20","0","20","0","20","0","20","58","67","22","25","12","19","158","146","75","83","1163","265","324","154","298","126","397","133","391","167","551","219","304","172","67","59","59","73",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","4289","753","37","28","0","20","0","20","0","20","0","20","0","20","0","20","0","20","59","67","0","20","60","53","10","16","47","43","96","58","102","61","905","226","400","158","446","197","566","274","303","121","490","155","173","98","69","90","526","486",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","4009","379","23","33","0","20","0","20","0","20","0","20","0","20","0","20","25","38","0","20","0","20","67","62","35","50","46","46","49","56","18","31","920","242","464","207","258","99","743","191","296","120","646","169","254","113","99","63","66","62",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","4172","355","113","82","0","20","0","20","0","20","0","20","0","20","0","20","20","33","0","20","0","20","31","23","85","54","133","98","76","65","79","55","1359","295","302","121","215","88","647","169","267","120","554","198","240","113","13","16","38","54",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","4910","616","61","72","0","20","0","20","0","20","0","20","0","20","0","20","0","20","36","54","0","20","61","61","8","14","204","133","71","63","147","79","1543","569","363","131","385","136","660","161","434","135","759","192","157","87","14","24","7","13",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","3101","357","47","38","0","14","0","14","0","14","0","14","0","14","4","7","19","21","53","47","0","14","26","25","79","67","36","27","10","16","56","58","765","165","77","47","274","107","569","170","303","114","437","122","307","177","20","23","19","25",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","3498","365","225","136","0","20","0","20","0","20","0","20","24","37","0","20","0","20","29","31","18","28","0","20","80","79","30","26","85","66","84","53","1072","316","199","83","448","163","459","173","318","204","270","83","128","83","29","48","0","20",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1136","199","14","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","12","16","23","24","33","25","23","20","10","13","269","92","111","42","146","79","195","122","59","51","160","46","23","25","58","46","0","14",
"1400000US13015960103","Census Tract 9601.03, Bartow County, Georgia","2234","382","22","32","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","30","39","0","14","15","27","0","14","0","14","567","205","237","102","151","95","344","203","204","121","405","169","185","80","29","37","45","61",
"1400000US13015960104","Census Tract 9601.04, Bartow County, Georgia","1672","241","40","33","0","14","0","14","0","14","0","14","16","29","0","14","14","22","15","23","0","14","33","31","21","22","80","58","36","51","51","42","425","147","127","82","237","87","219","95","71","64","191","102","32","29","52","40","12","20",
"1400000US13015960105","Census Tract 9601.05, Bartow County, Georgia","2708","640","14","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","97","93","0","14","5","14","68","65","92","129","112","81","101","71","554","174","205","142","369","254","454","214","237","293","277","120","78","77","45","43","0","14",
"1400000US13015960201","Census Tract 9602.01, Bartow County, Georgia","1800","386","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","39","63","156","116","36","64","406","194","227","170","143","113","378","240","188","93","84","82","143","127","0","14","0","14",
"1400000US13015960202","Census Tract 9602.02, Bartow County, Georgia","2628","483","28","46","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","29","0","14","4","11","0","14","40","53","93","80","6","18","1014","295","125","116","140","112","243","135","223","117","605","311","27","44","18","33","45","60",
"1400000US13015960203","Census Tract 9602.03, Bartow County, Georgia","2660","450","161","154","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","15","25","29","45","13","30","0","14","375","165","261","154","214","118","625","262","329","148","350","170","215","101","54","74","19","33",
"1400000US13015960301","Census Tract 9603.01, Bartow County, Georgia","2451","455","22","36","0","14","0","14","0","14","0","14","0","14","8","15","0","14","0","14","17","29","0","14","148","134","106","89","139","141","33","34","666","277","157","95","245","108","446","193","112","128","204","168","14","23","42","42","92","135",
"1400000US13015960302","Census Tract 9603.02, Bartow County, Georgia","2264","403","19","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","24","17","24","47","50","12","18","41","40","24","27","25","32","849","307","398","207","203","99","170","115","62","64","264","165","124","114","1","4","0","14",
"1400000US13015960403","Census Tract 9604.03, Bartow County, Georgia","2780","582","20","37","0","14","0","14","0","14","0","14","196","148","0","14","1","7","81","196","88","78","39","36","10","14","79","82","19","27","61","76","841","235","155","96","150","178","402","229","279","152","208","114","102","103","0","14","49","77",
"1400000US13015960404","Census Tract 9604.04, Bartow County, Georgia","3041","619","89","95","0","20","0","20","0","20","0","20","0","20","0","20","0","20","42","86","6","21","34","51","44","72","119","85","18","29","105","90","755","251","309","190","129","101","340","196","590","341","371","168","90","100","0","20","0","20",
"1400000US13015960405","Census Tract 9604.05, Bartow County, Georgia","3665","557","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","18","18","18","31","36","24","34","164","174","60","62","122","77","1289","304","301","161","309","204","553","275","190","128","511","190","84","103","0","14","0","14",
"1400000US13015960406","Census Tract 9604.06, Bartow County, Georgia","1945","341","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","35","59","24","36","0","14","80","113","29","39","19","30","23","36","591","235","106","91","95","87","283","125","190","117","277","137","164","97","29","47","0","14",
"1400000US13015960407","Census Tract 9604.07, Bartow County, Georgia","1782","317","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","87","83","43","70","0","14","526","239","112","125","85","85","361","196","171","119","262","126","50","62","85","62","0","14",
"1400000US13015960501","Census Tract 9605.01, Bartow County, Georgia","3990","590","170","91","0","20","0","20","0","20","0","20","10","21","26","46","0","20","0","20","0","20","209","113","113","122","72","80","52","49","200","166","1245","392","470","299","231","129","344","137","228","160","502","192","103","83","15","25","0","20",
"1400000US13015960502","Census Tract 9605.02, Bartow County, Georgia","1849","364","0","14","0","14","0","14","0","14","0","14","38","57","0","14","1","2","0","14","0","14","32","44","112","86","51","41","59","72","76","106","475","185","124","93","214","212","367","211","117","87","78","63","79","71","26","44","0","14",
"1400000US13015960601","Census Tract 9606.01, Bartow County, Georgia","3596","531","1","2","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","30","33","45","65","49","48","26","32","88","86","714","293","80","74","285","147","642","235","257","118","845","208","363","133","121","89","50","50",
"1400000US13015960602","Census Tract 9606.02, Bartow County, Georgia","2071","365","2","4","0","14","0","14","0","14","0","14","0","14","0","14","1","2","2","4","0","14","22","38","8","14","64","85","44","50","4","8","646","316","187","152","177","129","368","191","24","36","327","148","128","112","51","77","16","27",
"1400000US13015960701","Census Tract 9607.01, Bartow County, Georgia","3055","490","103","92","0","14","0","14","0","14","0","14","7","10","17","28","3","6","126","140","0","14","33","32","129","120","107","89","109","97","21","37","1077","455","315","129","144","97","386","147","113","120","187","121","98","81","72","87","8","12",
"1400000US13015960702","Census Tract 9607.02, Bartow County, Georgia","2357","428","0","14","0","14","0","14","0","14","0","14","15","25","0","14","0","14","0","14","0","14","15","25","13","21","21","33","0","14","0","14","835","403","118","100","168","98","296","104","184","111","475","148","100","63","62","69","55","51",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","3174","598","31","38","0","14","0","14","0","14","0","14","0","14","0","14","0","14","62","84","0","14","83","82","132","104","137","79","138","104","35","46","997","485","197","97","135","82","402","205","132","128","535","229","115","78","17","27","26","31",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","2195","410","181","160","0","14","0","14","0","14","0","14","0","14","0","14","0","14","38","28","29","33","27","41","22","33","85","79","53","67","148","127","723","248","160","70","125","59","318","198","114","69","103","55","16","22","24","39","29","32",
"1400000US13015960804","Census Tract 9608.04, Bartow County, Georgia","2685","380","26","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","3","5","8","14","26","24","28","28","28","30","79","68","2","5","507","152","176","87","172","120","363","126","303","135","670","159","173","61","101","76","20","25",
"1400000US13015960805","Census Tract 9608.05, Bartow County, Georgia","1453","283","13","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","43","57","13","20","83","62","65","69","9","16","517","210","163","68","128","101","167","78","72","44","102","55","54","31","22","19","2","5",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","1786","269","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","12","17","34","36","12","19","7","11","11","17","636","255","91","44","178","94","305","137","141","71","194","84","121","68","44","44","0","14",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","4858","687","42","47","7","13","0","20","0","20","0","20","0","20","0","20","0","20","23","37","16","29","44","48","215","202","72","48","84","83","45","42","1649","556","324","155","486","200","816","293","132","79","683","175","142","89","58","63","20","31",
"1400000US13015961001","Census Tract 9610.01, Bartow County, Georgia","3721","379","106","104","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","14","25","73","91","118","88","18","32","21","32","1067","309","295","147","249","172","688","236","370","161","561","198","123","82","18","29","0","20",
"1400000US13015961002","Census Tract 9610.02, Bartow County, Georgia","2490","438","32","36","0","14","0","14","0","14","0","14","102","114","0","14","0","14","0","14","0","14","51","63","88","76","125","104","100","76","165","126","544","188","274","228","235","140","242","179","188","153","186","86","77","70","60","79","21","39",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","1927","314","59","56","0","14","0","14","0","14","0","14","0","14","0","14","0","14","23","28","44","42","14","15","105","62","30","33","35","42","39","33","654","168","220","103","81","53","293","175","118","72","138","94","24","30","40","31","10","16",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1273","228","11","12","0","14","0","14","0","14","0","14","0","14","0","14","0","14","14","21","0","14","38","44","39","56","36","44","24","42","20","21","412","185","84","57","39","29","210","96","189","90","74","77","55","45","5","8","23","29",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","2547","355","9","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","77","91","5","9","12","16","83","69","64","44","78","78","19","20","1081","295","95","72","62","37","300","151","317","129","317","127","18","20","5","8","5","10",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","2348","330","43","37","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","15","32","44","64","58","89","73","30","34","99","78","171","86","1254","329","168","92","57","43","169","90","85","75","52","51","8","16","20","37","0","14",
"1400000US13017960501","Census Tract 9605.01, Ben Hill County, Georgia","553","163","8","15","0","14","0","14","0","14","0","14","0","14","0","14","42","53","45","60","0","14","0","14","0","14","15","28","0","14","15","27","231","111","49","62","0","14","20","37","79","98","33","47","1","5","0","14","15","25",
"1400000US13017960502","Census Tract 9605.02, Ben Hill County, Georgia","2937","450","22","32","0","14","13","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","28","47","40","59","150","138","64","56","25","32","1457","368","91","54","81","62","415","161","127","69","300","166","104","91","9","22","11","21",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","984","168","18","12","0","14","0","14","0","14","0","14","0","14","0","14","0","14","5","8","8","13","8","10","16","14","32","22","44","31","2","5","391","131","52","40","87","43","153","62","48","31","87","36","25","23","4","5","4","7",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","2553","334","40","50","0","14","0","14","24","44","0","14","7","14","0","14","0","14","4","7","68","68","6","7","85","69","82","66","212","113","37","31","812","204","165","104","89","46","419","125","214","110","208","107","16","17","13","22","52","53",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","1978","281","14","23","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","5","10","7","12","49","70","114","102","128","102","9","14","699","216","96","74","114","82","195","101","224","116","251","123","57","53","16","26","0","14",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","2567","328","35","46","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","39","37","73","74","81","75","320","146","154","99","0","14","1077","314","103","73","85","75","154","109","212","126","119","89","115","114","0","14","0","14",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","2531","324","62","39","0","14","0","14","0","14","0","14","4","7","2","4","3","6","17","18","0","14","37","36","107","93","93","77","95","60","33","35","868","220","147","93","178","78","341","147","175","100","227","106","95","64","32","34","15","35",
