"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","1937","203","77","75","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","28","36","35","18","21","86","52","18","21","18","20","770","168","111","48","132","73","231","113","125","80","136","78","115","60","29","26","18","21",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","2707","266","14","15","0","13","0","13","9","17","0","13","9","17","0","13","8","16","8","17","29","35","21","25","57","45","106","70","99","59","42","41","1030","267","149","83","230","110","367","125","318","145","151","67","30","23","17","27","13","19",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","2785","287","61","50","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","38","28","34","59","40","57","46","162","65","297","153","14","26","750","180","302","99","210","83","429","127","154","81","152","75","88","52","0","13","0","13",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","1396","124","29","23","0","13","0","13","0","13","0","13","0","13","4","7","0","13","12","14","23","26","23","23","69","50","83","50","23","20","12","10","472","122","86","45","19","16","219","82","140","61","119","61","54","44","0","13","9","10",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","919","139","17","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","30","8","11","30","26","39","35","29","27","66","53","8","12","263","97","80","47","65","44","110","47","74","47","74","45","28","34","0","13","0","13",
"1400000US13009970100","Census Tract 9701, Baldwin County, Georgia","3996","455","69","62","0","19","0","19","0","19","0","19","0","19","0","19","0","19","32","35","0","19","0","19","24","29","60","71","139","96","67","58","1497","406","209","92","288","138","627","277","315","112","465","155","170","87","0","19","34","44",
"1400000US13009970200","Census Tract 9702, Baldwin County, Georgia","4335","370","0","19","0","19","0","19","0","19","0","19","0","19","15","24","0","19","0","19","8","13","4","8","48","37","88","64","60","54","125","78","1218","293","235","121","209","113","560","174","469","288","821","253","374","141","54","50","47","54",
"1400000US13009970300","Census Tract 9703, Baldwin County, Georgia","4152","438","46","59","0","19","0","19","0","19","0","19","28","39","0","19","10","15","0","19","0","19","16","29","23","27","46","42","49","55","165","115","867","233","80","62","203","96","777","267","294","132","784","203","447","151","151","96","166","112",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","2786","363","47","49","0","13","0","13","0","13","0","13","0","13","0","13","20","33","31","43","12","20","49","48","82","74","43","48","100","73","18","27","911","241","111","70","114","74","320","129","266","133","324","137","241","99","21","21","76","48",
"1400000US13009970500","Census Tract 9705, Baldwin County, Georgia","2370","334","63","62","0","19","0","19","0","19","0","19","0","19","0","19","0","19","39","58","0","19","19","31","74","76","138","120","25","27","47","62","1003","308","59","41","118","57","210","103","123","80","302","133","98","64","22","28","30","34",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","2337","300","27","26","0","13","0","13","0","13","0","13","0","13","0","13","43","46","12","16","28","29","50","52","71","46","118","85","171","97","62","44","784","198","138","75","138","77","272","99","164","73","148","67","84","60","5","11","22","19",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","1440","275","44","55","0","13","0","13","0","13","0","13","12","18","4","6","9","14","0","13","4","7","14","17","16","13","103","88","161","75","44","33","452","115","143","69","68","36","166","93","78","57","37","32","85","63","0","13","0","13",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","1526","315","18","36","0","13","0","13","0","13","0","13","0","13","0","13","13","20","98","161","0","13","6","9","46","29","88","72","47","46","30","30","513","167","129","86","46","34","227","81","73","47","94","53","23","24","44","65","31","22",
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","5118","422","95","83","0","19","0","19","11","16","0","19","0","19","35","49","0","19","0","19","109","103","70","60","215","122","350","182","196","124","26","44","1319","232","537","185","187","113","933","304","366","134","424","226","177","92","42","44","26","44",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","3719","258","57","44","0","19","0","19","0","19","7","14","38","41","27","26","13","21","61","60","102","57","89","59","55","32","153","59","157","89","41","42","1113","183","425","130","179","71","476","132","217","99","288","99","115","66","76","47","30","34",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","3397","236","45","30","0","13","0","13","0","13","0","13","0","13","0","13","21","29","0","13","36","43","100","58","131","86","163","83","276","131","101","45","1032","179","285","108","229","94","321","118","223","74","291","90","77","39","42","30","24","28",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","3197","262","64","41","0","13","0","13","0","13","0","13","0","13","14","22","0","13","69","85","15","17","66","47","80","62","163","89","193","134","41","41","961","197","238","113","311","117","331","104","219","88","221","120","129","69","2","5","80","108",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","2508","333","17","21","0","13","0","13","0","13","0","13","0","13","20","35","0","13","0","13","0","13","77","56","188","117","74","62","152","86","31","27","830","179","321","146","176","89","243","104","107","59","167","78","69","54","20","23","16","25",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","3503","314","116","80","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","17","18","13","19","10","16","39","38","115","65","714","138","166","88","438","168","371","123","322","103","734","180","323","103","76","48","49","53",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1256","147","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","14","14","22","81","47","44","34","16","17","50","38","76","50","300","83","76","35","155","51","155","60","131","69","103","53","34","29","0","13","11","13",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","1938","157","62","39","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","20","31","12","15","40","41","45","29","73","64","25","18","538","101","103","42","227","85","235","73","141","49","295","83","81","48","41","31","0","13",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","1826","158","30","26","0","13","9","14","0","13","0","13","0","13","7","11","0","13","0","13","28","26","24","18","44","36","16","16","42","22","51","29","498","97","182","49","105","49","268","79","191","82","269","88","46","24","10","13","6","9",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","2866","238","260","119","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","18","30","64","54","70","43","106","71","160","75","73","38","876","170","215","88","215","98","274","77","154","71","284","98","87","50","0","13","0","13",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2016","216","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","25","0","13","0","13","14","19","0","13","163","152","28","25","45","35","450","157","155","71","261","76","406","111","167","69","284","92","24","19","0","13","3","6",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","2108","260","70","51","0","13","0","13","0","13","0","13","9","14","0","13","35","50","36","37","32","38","24","27","51","47","135","101","55","37","51","50","611","199","160","76","153","67","309","99","188","84","124","68","55","65","0","13","10","17",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","1955","218","97","59","0","13","7","10","0","13","0","13","23","23","42","48","3","6","20","22","14","14","93","61","57","43","59","34","129","81","17","19","503","104","133","57","139","65","288","86","131","48","135","53","34","25","6","9","25","31",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","2739","220","89","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","42","56","0","13","29","31","60","42","64","45","99","62","37","35","934","171","173","61","182","75","446","160","171","85","233","80","172","67","0","13","8","13",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","1839","259","20","37","0","13","0","13","0","13","0","13","16","24","0","13","0","13","0","13","21","32","0","13","50","51","59","41","76","77","54","64","544","164","166","141","156","69","236","99","95","58","206","80","89","50","31","25","20","20",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","1659","134","39","40","0","13","7","10","0","13","0","13","40","59","0","13","0","13","0","13","6","9","0","13","28","30","45","29","61","37","104","63","503","107","81","40","146","56","153","65","108","44","245","66","75","37","0","13","18","14",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","3911","310","31","38","0","19","0","19","0","19","0","19","22","32","0","19","0","19","0","19","0","19","0","19","78","52","93","80","65","70","66","63","1146","275","415","175","444","216","399","150","345","137","534","173","200","96","53","45","20","30",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","3558","283","86","49","0","19","0","19","0","19","0","19","0","19","0","19","0","19","11","19","13","20","86","66","71","59","212","105","124","57","154","105","961","215","357","139","308","116","366","122","265","117","386","113","115","69","30","30","13","23",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","3772","243","68","70","0","19","0","19","0","19","0","19","0","19","0","19","44","42","9","16","0","19","13","18","61","41","85","64","188","133","21","21","921","176","155","52","327","96","623","158","296","92","558","145","269","101","99","50","35","32",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","4699","357","151","98","19","28","0","19","0","19","0","19","0","19","0","19","67","96","77","69","30","34","20","18","229","142","170","124","135","98","174","97","1513","309","345","103","297","117","558","175","388","157","447","162","79","54","0","19","0","19",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","4043","322","43","37","0","19","0","19","0","19","0","19","0","19","0","19","0","19","59","44","7","11","118","83","62","66","89","66","123","90","91","64","931","194","369","132","501","155","614","138","362","134","476","124","117","78","72","53","9","13",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","3079","267","67","49","0","13","0","13","0","13","0","13","0","13","6","11","5","8","25","28","36","30","7","8","150","77","37","26","29","27","81","103","866","173","164","70","257","98","501","144","359","92","323","96","93","52","65","66","8","9",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","3518","293","144","107","0","19","0","19","0","19","0","19","25","25","15","24","12","17","26","37","43","30","11","18","76","64","33","31","61","47","109","58","793","176","256","102","403","110","608","197","288","85","419","107","132","69","31","49","33","29",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1124","115","7","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","7","6","12","15","16","37","29","37","30","31","23","277","91","104","41","81","44","191","95","56","31","202","87","21","18","55","35","0","13",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","6669","488","139","99","0","19","0","19","0","19","0","19","23","26","7","13","8","13","74","64","14","23","161","91","143","89","109","87","152","103","87","52","1724","282","588","199","582","179","978","284","544","174","821","218","338","157","133","87","44","53",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","7201","581","164","130","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","75","93","47","46","173","119","451","236","167","132","125","86","1775","412","623","206","579","208","1387","321","664","205","635","222","273","161","26","42","37","43",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","4514","434","104","77","0","19","0","19","0","19","22","34","0","19","34","47","0","19","25","33","26","36","32","36","125","93","170","99","217","133","111","73","1576","387","353","123","401","129","632","212","224","99","198","93","195","114","24","27","45","48",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","6355","628","184","123","0","21","0","21","0","21","0","21","15","24","0","21","4","11","0","21","41","64","46","55","150","129","189","128","300","169","391","257","1588","376","345","147","456","243","1290","377","479","219","719","283","158","109","0","21","0","21",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","6257","521","92","147","0","19","0","19","0","19","0","19","39","60","58","67","13","21","59","79","40","33","97","77","381","249","100","67","180","131","119","112","1358","331","357","143","329","155","1332","423","525","214","819","216","245","112","94","73","20","31",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","5550","573","90","88","0","19","0","19","0","19","0","19","55","82","11","20","1","2","81","78","17","26","30","33","246","143","79","57","187","145","166","98","1702","296","361","170","225","132","674","199","666","255","651","215","204","138","74","68","30","41",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","5885","448","47","49","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","74","83","165","127","111","74","139","110","149","88","1258","260","379","192","444","169","1018","238","286","139","1165","251","413","131","198","110","39","60",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","5091","421","66","65","0","19","0","19","0","19","51","79","0","19","9","20","39","47","189","180","29","46","86","70","178","130","168","117","143","84","87","87","1152","288","360","136","436","153","743","254","314","167","636","219","315","145","75","70","15","20",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","2380","212","12","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","39","46","24","29","0","13","83","56","157","75","73","51","0","13","577","122","180","76","154","69","271","102","114","65","549","160","115","67","20","22","12","14",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","2095","257","75","70","0","13","0","13","0","13","0","13","0","13","0","13","0","13","63","66","11","17","75","72","101","73","82","52","46","40","49","53","678","207","139","58","185","86","312","120","95","69","159","90","1","2","14","24","10","15",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","3811","246","59","60","0","19","0","19","0","19","0","19","10","18","0","19","36","38","17","30","37","35","126","86","95","58","144","73","110","77","94","59","895","149","231","100","280","80","646","145","197","64","480","94","206","62","119","87","29","23",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","2010","212","16","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","28","0","13","47","40","29","27","79","50","25","30","47","44","673","151","93","68","164","78","256","82","189","77","278","107","71","52","21","24","0","13",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","4667","358","32","34","0","19","0","19","0","19","0","19","14","23","0","19","0","19","0","19","0","19","48","46","165","127","107","117","131","123","70","50","1044","262","399","159","355","165","664","223","165","117","1111","331","242","151","120","82","0","19",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","5454","369","50","43","0","19","0","19","0","19","0","19","19","29","0","19","0","19","13","22","76","59","100","79","102","72","292","166","121","112","184","115","1508","309","465","122","170","99","947","276","410","152","708","205","236","121","46","41","7","12",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","1689","188","46","31","0","13","0","13","0","13","2","5","7","12","3","6","0","13","10","15","17","19","16","19","73","64","25","19","52","28","22","24","580","125","207","72","121","50","161","71","171","84","126","77","27","27","14","12","9","13",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1120","151","0","13","0","13","0","13","11","18","32","37","0","13","0","13","6","10","17","24","9","14","14","16","39","27","59","43","8","12","33","28","334","92","35","22","35","23","131","52","249","114","64","38","20","18","6","10","18","27",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","2167","319","48","48","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","8","0","13","27","31","33","36","62","41","114","113","135","146","886","254","85","58","151","72","420","155","60","50","109","62","0","13","26","43","6","11",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","2441","283","57","54","0","13","0","13","0","13","0","13","0","13","0","13","0","13","31","41","0","13","45","51","88","70","53","34","230","135","97","87","1200","252","82","52","105","68","287","124","104","91","29","28","33","22","0","13","0","13",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","3983","427","58","58","0","19","12","20","0","19","0","19","0","19","0","19","41","58","10","16","0","19","90","94","81","94","87","59","48","56","24","29","1502","408","133","70","267","110","368","147","379","129","515","177","280","204","64","50","24","28",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1379","177","7","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","27","20","20","20","25","22","19","97","62","84","39","7","8","566","137","49","33","68","30","176","66","116","58","104","54","18","17","0","13","0","13",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","2598","243","36","32","0","13","0","13","0","13","0","13","7","11","0","13","36","39","64","57","51","33","54","48","123","81","112","60","84","58","45","37","1055","194","85","47","135","68","320","111","130","57","153","81","33","27","26","28","49","46",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","1972","228","23","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","28","3","6","14","19","77","67","140","91","18","24","699","186","196","107","82","61","188","84","241","103","199","82","55","42","18","19","0","13",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","2411","304","60","59","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","30","28","47","38","98","76","328","114","131","77","15","22","863","242","167","117","113","87","203","93","164","81","137","85","27","27","10","17","10","17",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","2484","252","9","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","19","0","13","77","64","149","80","136","74","163","67","15","24","828","176","151","87","113","67","390","167","91","57","238","108","85","64","7","12","19","26",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","2206","218","40","58","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","11","27","32","44","30","81","65","119","82","64","63","16","19","673","153","194","95","121","56","237","69","231","64","173","70","155","70","16","25","9","14",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","970","161","17","16","0","13","0","13","14","23","12","18","0","13","0","13","0","13","0","13","4","6","20","17","14","23","43","31","112","80","11","12","259","107","71","45","48","34","176","81","31","25","90","57","35","30","13","21","0","13",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","1390","147","19","30","0","13","0","13","0","13","0","13","0","13","0","13","12","19","0","13","21","35","0","13","0","13","20","22","13","20","36","32","287","108","48","32","32","31","294","108","42","34","252","84","200","75","88","46","26","29",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","633","96","14","14","0","13","0","13","0","13","0","13","0","13","0","13","2","5","0","13","3","6","3","5","2","4","38","31","43","32","21","23","235","69","37","23","30","28","54","39","20","21","49","37","56","43","18","20","8","7",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","1247","189","52","32","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","17","14","15","23","28","97","64","74","53","122","72","19","22","406","113","41","43","37","30","226","91","60","42","37","34","7","12","6","10","10","15",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","487","95","10","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","0","13","35","35","58","37","22","35","12","14","137","47","11","17","0","13","95","47","42","26","43","39","0","13","8","12","4","6",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1004","159","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","20","0","13","6","9","80","78","0","13","75","53","22","20","26","28","226","98","60","33","298","78","88","58","90","43","21","21",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","2646","482","21","29","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","28","50","77","72","82","0","13","118","119","62","69","38","32","589","229","55","53","122","110","382","182","154","116","465","157","374","192","103","73","24","37",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","1200","174","20","27","0","13","0","13","0","13","0","13","0","13","0","13","1","3","0","13","6","8","32","39","50","59","90","47","120","67","43","36","461","123","52","42","31","22","197","63","35","34","51","34","11","11","0","13","0","13",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","754","124","18","16","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","10","23","28","21","21","55","44","46","31","43","33","309","93","60","37","42","39","70","45","46","36","6","9","9","11","0","13","0","13",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","1438","118","49","59","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","7","0","13","5","8","0","13","7","10","89","47","36","52","646","132","86","39","68","46","171","57","120","49","105","50","23","21","3","7","27","30",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","2949","340","32","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","23","26","74","70","27","27","49","44","121","73","144","93","53","51","1199","274","130","79","159","83","532","227","172","95","161","78","55","40","0","13","18","20",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","2360","234","39","45","0","13","0","13","0","13","0","13","10","15","0","13","0","13","0","13","0","13","31","38","10","16","0","13","8","12","26","31","396","141","60","34","123","68","223","85","156","81","788","187","308","110","137","68","45","31",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1433","150","42","48","0","13","0","13","0","13","0","13","8","14","0","13","0","13","0","13","6","11","18","29","64","80","38","43","12","15","49","37","297","117","16","14","118","56","174","76","111","82","300","83","136","81","10","16","34","39",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","3488","380","1","4","0","13","0","13","0","13","0","13","0","13","0","13","3","5","10","15","19","28","0","13","20","32","49","56","29","47","22","25","739","291","139","86","262","78","659","214","363","120","757","171","210","65","135","55","71","42",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","1463","125","31","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","7","11","18","0","13","10","16","28","36","12","13","235","77","100","57","56","35","265","114","60","34","336","77","118","41","151","58","46","26",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","3586","355","18","27","0","19","0","19","0","19","1","3","0","19","0","19","0","19","0","19","0","19","97","128","34","50","10","16","74","88","58","45","979","346","131","116","234","93","563","195","184","98","650","184","454","186","56","54","43","44",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","1679","209","17","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","7","0","13","6","10","5","9","14","22","58","43","67","64","551","126","150","89","54","38","186","90","80","49","348","112","88","55","22","26","28","30",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","1634","225","57","48","0","13","0","13","0","13","0","13","0","13","41","59","0","13","36","51","1","3","6","10","75","90","72","42","62","50","44","41","449","130","85","48","117","87","284","106","96","52","134","68","55","40","20","21","0","13",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","2738","303","93","71","0","13","0","13","0","13","0","13","0","13","0","13","10","21","13","17","4","8","50","52","120","73","38","33","146","78","142","85","904","211","177","113","200","91","455","151","253","144","35","28","48","56","9","14","41","60",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","1861","281","34","30","0","13","0","13","0","13","0","13","6","12","16","26","76","66","10","15","7","12","39","39","87","51","154","84","84","57","59","38","554","137","83","50","55","40","275","103","120","61","92","56","80","47","30","47","0","13",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","2675","304","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","11","54","52","120","87","24","26","117","81","20","20","990","269","177","107","58","49","685","212","99","71","292","183","32","38","0","13","0","13",
